EntityName,EntityID,Time,LocationName,LocationID
Manual worker 1,7,587,M4-01_(FR4_01)_Location,3
Operator 1,4,588,CentralBuffer_Location,0
Manual worker 2,8,588,CentralBuffer_Location,0
Operator 2,5,588,MP3_(UITG_M)_Location,17
Manual worker 1,7,589,M4-01_(FR4_01)_Location,3
Operator 1,4,589,M4-01_(FR4_01)_Location,3
Manual worker 2,8,589,M3-01_(FR3_01)_Location,1
Operator 2,5,590,MP3_(UITG_M)_Location,17
Manual worker 1,7,590,CentralBuffer_Location,0
Operator 1,4,591,M4-01_(FR4_01)_Location,3
Manual worker 2,8,591,M3-01_(FR3_01)_Location,1
Operator 2,5,591,CentralBuffer_Location,0
Manual worker 1,7,591,CentralBuffer_Location,0
Operator 1,4,592,CentralBuffer_Location,0
Manual worker 2,8,592,CentralBuffer_Location,0
Operator 2,5,592,CentralBuffer_Location,0
Manual worker 1,7,592,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Operator 1,4,593,CentralBuffer_Location,0
Manual worker 2,8,593,CentralBuffer_Location,0
Operator 2,5,593,M5-02_(FR5_02)_Location,7
Manual worker 1,7,594,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Operator 1,4,594,MP2_(ZGN_02)_Location,12
Manual worker 2,8,594,M5-01_(FR5_01)_Location,6
Operator 2,5,595,M5-02_(FR5_02)_Location,7
Manual worker 1,7,595,CentralBuffer_Location,0
Operator 1,4,596,MP2_(ZGN_02)_Location,12
Manual worker 2,8,596,M5-01_(FR5_01)_Location,6
Operator 2,5,596,CentralBuffer_Location,0
Manual worker 1,7,596,CentralBuffer_Location,0
Operator 1,4,597,CentralBuffer_Location,0
Manual worker 2,8,597,CentralBuffer_Location,0
Operator 2,5,597,CentralBuffer_Location,0
Manual worker 1,7,597,M4-01_(FR4_01)_Location,3
Operator 1,4,598,CentralBuffer_Location,0
Manual worker 2,8,598,CentralBuffer_Location,0
Operator 2,5,598,M5-02_(FR5_02)_Location,7
Manual worker 1,7,599,M4-01_(FR4_01)_Location,3
Operator 1,4,599,M3-01_(FR3_01)_Location,1
Manual worker 2,8,599,MP3_(UITG_M)_Location,17
Operator 2,5,600,M5-02_(FR5_02)_Location,7
Manual worker 1,7,600,CentralBuffer_Location,0
Operator 1,4,601,M3-01_(FR3_01)_Location,1
Manual worker 2,8,601,MP3_(UITG_M)_Location,17
Operator 2,5,601,CentralBuffer_Location,0
Manual worker 1,7,601,CentralBuffer_Location,0
Operator 1,4,602,CentralBuffer_Location,0
Manual worker 2,8,602,CentralBuffer_Location,0
Operator 2,5,602,CentralBuffer_Location,0
Manual worker 1,7,602,M3-01_(FR3_01)_Location,1
Operator 1,4,603,CentralBuffer_Location,0
Manual worker 2,8,603,CentralBuffer_Location,0
Operator 2,5,603,MP3_(UITG_M)_Location,17
Manual worker 1,7,604,M3-01_(FR3_01)_Location,1
Operator 1,4,604,MP3_(UITG_M)_Location,17
Manual worker 2,8,604,UMC750SS_(M5-04)_Location,9
Operator 2,5,605,MP3_(UITG_M)_Location,17
Manual worker 1,7,605,CentralBuffer_Location,0
Operator 1,4,606,MP3_(UITG_M)_Location,17
Manual worker 2,8,606,UMC750SS_(M5-04)_Location,9
Operator 2,5,606,CentralBuffer_Location,0
Manual worker 1,7,606,CentralBuffer_Location,0
Operator 1,4,607,CentralBuffer_Location,0
Manual worker 2,8,607,CentralBuffer_Location,0
Operator 2,5,607,CentralBuffer_Location,0
Manual worker 1,7,607,MP2_(ZGN_02)_Location,12
Operator 1,4,608,CentralBuffer_Location,0
Manual worker 2,8,608,CentralBuffer_Location,0
Operator 2,5,608,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Manual worker 1,7,609,MP2_(ZGN_02)_Location,12
Operator 1,4,609,M3-01_(FR3_01)_Location,1
Manual worker 2,8,609,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Operator 2,5,610,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Manual worker 1,7,610,CentralBuffer_Location,0
Operator 1,4,611,M3-01_(FR3_01)_Location,1
Manual worker 2,8,611,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Operator 2,5,611,CentralBuffer_Location,0
Manual worker 1,7,611,CentralBuffer_Location,0
Operator 1,4,612,CentralBuffer_Location,0
