EntityName,EntityID,Time,LocationName,LocationID
Manual worker 2,8,3450,MP3_(UITG_M)_Location,17
Operator 1,4,3451,M3-01_(FR3_01)_Location,1
Manual worker 2,8,3451,CentralBuffer_Location,0
Operator 1,4,3452,MP3_(UITG_M)_Location,17
Manual worker 2,8,3453,CentralBuffer_Location,0
Operator 1,4,3454,MP3_(UITG_M)_Location,17
Manual worker 2,8,3454,MP2_(ZGN_02)_Location,12
Operator 1,4,3455,M3-01_(FR3_01)_Location,1
Manual worker 2,8,3456,MP2_(ZGN_02)_Location,12
Operator 1,4,3456,M5-02_(FR5_02)_Location,7
Manual worker 2,8,3457,CentralBuffer_Location,0
Operator 1,4,3457,M5-02_(FR5_02)_Location,7
Manual worker 2,8,3458,M5-01_(FR5_01)_Location,6
Operator 1,4,3458,M3-01_(FR3_01)_Location,1
Manual worker 2,8,3459,M5-01_(FR5_01)_Location,6
Operator 1,4,3460,M3-01_(FR3_01)_Location,1
Manual worker 2,8,3460,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Operator 1,4,3461,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Manual worker 2,8,3462,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Operator 1,4,3462,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Manual worker 2,8,3463,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Operator 1,4,3463,M3-02_(FR3_02)_Location,2
Operator 1,4,3465,M3-02_(FR3_02)_Location,2
Manual worker 2,8,3465,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Operator 1,4,3466,BW_(BKW_01)_Location,13
Operator 1,4,3467,BW_(BKW_01)_Location,13
Operator 1,4,3468,PACK_(VERP_P)_Location,14
Operator 1,4,3470,PACK_(VERP_P)_Location,14
Operator 1,4,3471,BW_(BKW_01)_Location,13
Operator 1,4,3473,BW_(BKW_01)_Location,13
Manual worker 2,8,3474,M5-02_(FR5_02)_Location,7
Manual worker 2,8,3476,M5-02_(FR5_02)_Location,7
Manual worker 2,8,3477,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 2,8,3479,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 2,8,3480,PACK_(VERP_P)_Location,14
Manual worker 2,8,3482,PACK_(VERP_P)_Location,14
Manual worker 2,8,3483,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 2,8,3485,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 2,8,3486,PACK_(VERP_P)_Location,14
Manual worker 2,8,3488,PACK_(VERP_P)_Location,14
Manual worker 2,8,3489,MP2_(ZGN_02)_Location,12
Manual worker 2,8,3491,MP2_(ZGN_02)_Location,12
Manual worker 2,8,3493,MP2_(ZGN_02)_Location,12
Manual worker 2,8,3494,PACK_(VERP_P)_Location,14
Manual worker 2,8,3495,MP2_(ZGN_02)_Location,12
Manual worker 2,8,3496,MP2_(ZGN_02)_Location,12
Manual worker 2,8,3497,M3-01_(FR3_01)_Location,1
Manual worker 2,8,3499,M3-01_(FR3_01)_Location,1
Manual worker 2,8,3500,MP2_(ZGN_02)_Location,12
Manual worker 2,8,3502,MP2_(ZGN_02)_Location,12
Manual worker 2,8,3503,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Manual worker 2,8,3505,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Manual worker 2,8,3507,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Manual worker 1,7,3508,M3-02_(FR3_02)_Location,2
Manual worker 2,8,3508,M3-01_(FR3_01)_Location,1
Manual worker 2,8,3509,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Manual worker 2,8,3510,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Manual worker 2,8,3511,UMC750_(M5-03)_Location,8
Manual worker 2,8,3513,UMC750_(M5-03)_Location,8
Manual worker 2,8,3514,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Manual worker 2,8,3516,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Manual worker 2,8,3517,UMC750_(M5-03)_Location,8
Manual worker 2,8,3518,M3-02_(FR3_02)_Location,2
Manual worker 2,8,3519,M3-02_(FR3_02)_Location,2
Manual worker 2,8,3520,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 2,8,3522,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 2,8,3523,BW_(BKW_01)_Location,13
Manual worker 2,8,3525,BW_(BKW_01)_Location,13
Manual worker 2,8,3527,BW_(BKW_01)_Location,13
Manual worker 2,8,3528,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 2,8,3530,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 2,8,3531,BW_(BKW_01)_Location,13
Manual worker 2,8,3532,BW_(BKW_01)_Location,13
Manual worker 2,8,3533,PACK_(VERP_P)_Location,14
Manual worker 2,8,3535,PACK_(VERP_P)_Location,14
Manual worker 2,8,3536,BW_(BKW_01)_Location,13
Manual worker 2,8,3538,BW_(BKW_01)_Location,13
Manual worker 2,8,3539,MP2_(ZGN_02)_Location,12
Manual worker 2,8,3541,MP2_(ZGN_02)_Location,12
Manual worker 2,8,3543,MP2_(ZGN_02)_Location,12
Manual worker 2,8,3544,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 2,8,3546,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 2,8,3547,PACK_(VERP_P)_Location,14
Manual worker 2,8,3548,MP2_(ZGN_02)_Location,12
Manual worker 2,8,3549,MP2_(ZGN_02)_Location,12
Manual worker 2,8,3550,M3-01_(FR3_01)_Location,1
Manual worker 2,8,3552,M3-01_(FR3_01)_Location,1
Manual worker 2,8,3553,MP2_(ZGN_02)_Location,12
Operator 1,4,3555,M5-01_(FR5_01)_Location,6
Manual worker 2,8,3555,MP2_(ZGN_02)_Location,12
Manual worker 1,7,3569,M3-02_(FR3_02)_Location,2
Operator 1,4,3573,M5-01_(FR5_01)_Location,6
Operator 1,4,3574,MP2_(ZGN_02)_Location,12
Operator 1,4,3576,MP2_(ZGN_02)_Location,12
Operator 1,4,3578,MP2_(ZGN_02)_Location,12
Operator 1,4,3579,M3-01_(FR3_01)_Location,1
Operator 1,4,3580,MP2_(ZGN_02)_Location,12
Operator 1,4,3581,MP2_(ZGN_02)_Location,12
Operator 1,4,3582,M3-01_(FR3_01)_Location,1
Operator 1,4,3584,M3-01_(FR3_01)_Location,1
Operator 1,4,3585,PACK_(VERP_P)_Location,14
Manual worker 2,8,3586,VF2SS_(M3-03)_Location,5
Operator 1,4,3587,PACK_(VERP_P)_Location,14
Operator 1,4,3589,PACK_(VERP_P)_Location,14
Operator 1,4,3590,MP2_(ZGN_02)_Location,12
Operator 1,4,3592,MP2_(ZGN_02)_Location,12
Operator 1,4,3593,M3-01_(FR3_01)_Location,1
Operator 1,4,3594,PACK_(VERP_P)_Location,14
Operator 1,4,3595,PACK_(VERP_P)_Location,14
Operator 1,4,3596,CentralBuffer_Location,0
Operator 1,4,3598,CentralBuffer_Location,0
Operator 1,4,3599,VF2SS_(M3-03)_Location,5
Operator 1,4,3600,VF2SS_(M3-03)_Location,5
Operator 1,4,3601,BW_(BKW_01)_Location,13
Operator 1,4,3603,BW_(BKW_01)_Location,13
Operator 1,4,3604,PACK_(VERP_P)_Location,14
Manual worker 2,8,3617,VF2SS_(M3-03)_Location,5
Manual worker 1,7,3624,M3-02_(FR3_02)_Location,2
Operator 1,4,3624,PACK_(VERP_P)_Location,14
Operator 1,4,3626,PACK_(VERP_P)_Location,14
Operator 1,4,3627,BW_(BKW_01)_Location,13
Operator 1,4,3628,PACK_(VERP_P)_Location,14
Operator 1,4,3629,PACK_(VERP_P)_Location,14
Operator 1,4,3630,CentralBuffer_Location,0
Manual worker 2,8,3633,VF2SS_(M3-03)_Location,5
Operator 1,4,3638,CentralBuffer_Location,0
Manual worker 1,7,3645,M3-02_(FR3_02)_Location,2
Manual worker 1,7,3646,MP2_(ZGN_02)_Location,12
Operator 1,4,3647,M5-02_(FR5_02)_Location,7
Manual worker 2,8,3648,VF2SS_(M3-03)_Location,5
Manual worker 1,7,3648,MP2_(ZGN_02)_Location,12
Manual worker 2,8,3649,CentralBuffer_Location,0
Manual worker 1,7,3650,MP2_(ZGN_02)_Location,12
Manual worker 2,8,3650,MP2_(ZGN_02)_Location,12
Manual worker 1,7,3651,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 2,8,3651,MP2_(ZGN_02)_Location,12
Manual worker 1,7,3652,M5-02_(FR5_02)_Location,7
Manual worker 2,8,3652,M3-01_(FR3_01)_Location,1
Manual worker 1,7,3653,M5-02_(FR5_02)_Location,7
Manual worker 2,8,3654,M3-01_(FR3_01)_Location,1
Manual worker 1,7,3654,M3-01_(FR3_01)_Location,1
Manual worker 2,8,3655,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 1,7,3656,M3-01_(FR3_01)_Location,1
Manual worker 2,8,3657,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 1,7,3657,MP2_(ZGN_02)_Location,12
Manual worker 2,8,3658,M3-01_(FR3_01)_Location,1
Manual worker 2,8,3659,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 2,8,3660,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 2,8,3661,CentralBuffer_Location,0
Manual worker 1,7,3663,MP2_(ZGN_02)_Location,12
Manual worker 1,7,3664,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 1,7,3666,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 1,7,3667,CentralBuffer_Location,0
Manual worker 1,7,3668,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 1,7,3669,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 1,7,3670,CentralBuffer_Location,0
Manual worker 1,7,3707,CentralBuffer_Location,0
Operator 1,4,3708,M5-02_(FR5_02)_Location,7
Manual worker 1,7,3708,MP2_(ZGN_02)_Location,12
Manual worker 2,8,3709,CentralBuffer_Location,0
Manual worker 1,7,3710,MP2_(ZGN_02)_Location,12
Manual worker 1,7,3712,MP2_(ZGN_02)_Location,12
Manual worker 1,7,3713,CentralBuffer_Location,0
Manual worker 1,7,3714,MP2_(ZGN_02)_Location,12
Manual worker 1,7,3715,MP2_(ZGN_02)_Location,12
Manual worker 1,7,3716,M3-01_(FR3_01)_Location,1
Manual worker 1,7,3718,M3-01_(FR3_01)_Location,1
Manual worker 1,7,3719,MP2_(ZGN_02)_Location,12
Manual worker 2,8,3724,VF2SS_(M3-03)_Location,5
Manual worker 1,7,3726,MP2_(ZGN_02)_Location,12
Manual worker 1,7,3727,M3-01_(FR3_01)_Location,1
Manual worker 1,7,3728,VF2SS_(M3-03)_Location,5
Manual worker 1,7,3729,VF2SS_(M3-03)_Location,5
Manual worker 1,7,3730,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 1,7,3732,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 1,7,3734,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 2,8,3755,VF2SS_(M3-03)_Location,5
Manual worker 1,7,3764,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 1,7,3765,MP2_(ZGN_02)_Location,12
Manual worker 1,7,3767,MP2_(ZGN_02)_Location,12
Manual worker 1,7,3769,MP2_(ZGN_02)_Location,12
Manual worker 1,7,3770,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 1,7,3771,MP2_(ZGN_02)_Location,12
Manual worker 1,7,3772,MP2_(ZGN_02)_Location,12
Operator 1,4,3773,M5-02_(FR5_02)_Location,7
Manual worker 1,7,3773,M3-01_(FR3_01)_Location,1
Operator 1,4,3775,M5-02_(FR5_02)_Location,7
Operator 1,4,3776,MP2_(ZGN_02)_Location,12
Operator 1,4,3803,MP2_(ZGN_02)_Location,12
Manual worker 2,8,3804,VF2SS_(M3-03)_Location,5
Operator 1,4,3804,BW_(BKW_01)_Location,13
Manual worker 1,7,3806,M3-01_(FR3_01)_Location,1
Operator 1,4,3806,BW_(BKW_01)_Location,13
Manual worker 1,7,3807,BW_(BKW_01)_Location,13
Operator 1,4,3808,BW_(BKW_01)_Location,13
Manual worker 1,7,3808,BW_(BKW_01)_Location,13
Manual worker 1,7,3809,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 1,7,3811,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 1,7,3813,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Operator 1,4,3828,BW_(BKW_01)_Location,13
Operator 1,4,3829,MP2_(ZGN_02)_Location,12
Manual worker 1,7,3831,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Operator 1,4,3831,MP2_(ZGN_02)_Location,12
Manual worker 1,7,3832,MP2_(ZGN_02)_Location,12
Operator 1,4,3833,MP2_(ZGN_02)_Location,12
Manual worker 1,7,3833,MP2_(ZGN_02)_Location,12
Manual worker 1,7,3834,M3-01_(FR3_01)_Location,1
Operator 1,4,3840,CentralBuffer_Location,0
Operator 2,5,3840,CentralBuffer_Location,0
Manual worker 1,7,3840,CentralBuffer_Location,0
Manual worker 2,8,3840,CentralBuffer_Location,0
Operator 3,6,3841,CentralBuffer_Location,0
Operator 3,6,7200,CentralBuffer_Location,0
Operator 1,4,7681,CentralBuffer_Location,0
Operator 2,5,7681,CentralBuffer_Location,0
Manual worker 1,7,7682,CentralBuffer_Location,0
Manual worker 2,8,7682,CentralBuffer_Location,0
Operator 2,5,7682,MP3_(UITG_M)_Location,17
Manual worker 1,7,7683,MP2_(ZGN_02)_Location,12
Operator 2,5,7684,MP3_(UITG_M)_Location,17
Manual worker 1,7,7685,MP2_(ZGN_02)_Location,12
Operator 2,5,7686,MP3_(UITG_M)_Location,17
Manual worker 1,7,7687,MP2_(ZGN_02)_Location,12
Manual worker 2,8,7730,VF2SS_(M3-03)_Location,5
Operator 1,4,7735,M3-02_(FR3_02)_Location,2
Manual worker 2,8,7761,VF2SS_(M3-03)_Location,5
Manual worker 2,8,7763,VF2SS_(M3-03)_Location,5
Manual worker 2,8,7764,CentralBuffer_Location,0
Manual worker 2,8,7765,MP3_(UITG_M)_Location,17
Manual worker 2,8,7766,MP3_(UITG_M)_Location,17
Manual worker 2,8,7767,UMC750_(M5-03)_Location,8
Manual worker 2,8,7769,UMC750_(M5-03)_Location,8
Manual worker 2,8,7770,MP2_(ZGN_02)_Location,12
Manual worker 2,8,7771,MP2_(ZGN_02)_Location,12
Manual worker 2,8,7772,M3-01_(FR3_01)_Location,1
Manual worker 2,8,7774,M3-01_(FR3_01)_Location,1
Manual worker 2,8,7775,MP3_(UITG_M)_Location,17
Manual worker 2,8,7777,MP3_(UITG_M)_Location,17
Manual worker 2,8,7778,MP2_(ZGN_02)_Location,12
Manual worker 2,8,7780,MP2_(ZGN_02)_Location,12
Manual worker 2,8,7781,M3-01_(FR3_01)_Location,1
Manual worker 2,8,7782,VF2SS_(M3-03)_Location,5
Manual worker 2,8,7783,VF2SS_(M3-03)_Location,5
Manual worker 2,8,7784,UMC750_(M5-03)_Location,8
Manual worker 2,8,7786,UMC750_(M5-03)_Location,8
Manual worker 2,8,7787,M3-02_(FR3_02)_Location,2
Manual worker 2,8,7788,M3-02_(FR3_02)_Location,2
Manual worker 2,8,7789,M3-02_(FR3_02)_Location,2
Manual worker 2,8,7791,M3-02_(FR3_02)_Location,2
Operator 1,4,7796,M3-02_(FR3_02)_Location,2
Operator 1,4,7798,M3-02_(FR3_02)_Location,2
Operator 1,4,7799,MP3_(UITG_M)_Location,17
Operator 1,4,7801,MP3_(UITG_M)_Location,17
Operator 1,4,7803,MP3_(UITG_M)_Location,17
Manual worker 2,8,7805,VF2SS_(M3-03)_Location,5
Manual worker 2,8,7807,VF2SS_(M3-03)_Location,5
Manual worker 2,8,7808,M3-02_(FR3_02)_Location,2
Manual worker 2,8,7809,MP3_(UITG_M)_Location,17
Manual worker 2,8,7810,MP3_(UITG_M)_Location,17
Manual worker 2,8,7811,M3-02_(FR3_02)_Location,2
Manual worker 2,8,7813,M3-02_(FR3_02)_Location,2
Manual worker 2,8,7814,MP3_(UITG_M)_Location,17
Manual worker 1,7,7819,UMC750SS_(M5-04)_Location,9
Manual worker 2,8,7819,MP3_(UITG_M)_Location,17
Manual worker 1,7,7821,UMC750SS_(M5-04)_Location,9
Manual worker 2,8,7821,MP3_(UITG_M)_Location,17
Manual worker 2,8,7823,MP3_(UITG_M)_Location,17
Manual worker 2,8,7824,M3-02_(FR3_02)_Location,2
Manual worker 2,8,7825,MP3_(UITG_M)_Location,17
Manual worker 2,8,7826,MP3_(UITG_M)_Location,17
Manual worker 2,8,7827,VF2SS_(M3-03)_Location,5
Manual worker 2,8,7829,VF2SS_(M3-03)_Location,5
Manual worker 2,8,7830,MP3_(UITG_M)_Location,17
Manual worker 2,8,7832,MP3_(UITG_M)_Location,17
Manual worker 2,8,7833,MP2_(ZGN_02)_Location,12
Manual worker 2,8,7835,MP2_(ZGN_02)_Location,12
Manual worker 2,8,7837,MP2_(ZGN_02)_Location,12
Manual worker 2,8,7838,MP3_(UITG_M)_Location,17
Manual worker 2,8,7840,MP3_(UITG_M)_Location,17
Manual worker 2,8,7842,MP3_(UITG_M)_Location,17
Manual worker 2,8,7843,VF2SS_(M3-03)_Location,5
Manual worker 2,8,7844,MP2_(ZGN_02)_Location,12
Manual worker 2,8,7845,MP2_(ZGN_02)_Location,12
Manual worker 2,8,7846,M3-01_(FR3_01)_Location,1
Manual worker 2,8,7848,M3-01_(FR3_01)_Location,1
Manual worker 2,8,7849,MP2_(ZGN_02)_Location,12
Manual worker 2,8,7851,MP2_(ZGN_02)_Location,12
Manual worker 2,8,7852,BW_(BKW_01)_Location,13
Manual worker 2,8,7854,BW_(BKW_01)_Location,13
Manual worker 2,8,7856,BW_(BKW_01)_Location,13
Manual worker 2,8,7857,M3-01_(FR3_01)_Location,1
Manual worker 2,8,7858,MP3_(UITG_M)_Location,17
Manual worker 2,8,7859,MP3_(UITG_M)_Location,17
Manual worker 2,8,7860,VF2SS_(M3-03)_Location,5
Manual worker 2,8,7862,VF2SS_(M3-03)_Location,5
Manual worker 2,8,7863,MP3_(UITG_M)_Location,17
Manual worker 2,8,7865,MP3_(UITG_M)_Location,17
Manual worker 2,8,7866,VF2SS_(M3-03)_Location,5
Manual worker 2,8,7867,BW_(BKW_01)_Location,13
Manual worker 2,8,7868,BW_(BKW_01)_Location,13
Manual worker 2,8,7869,PACK_(VERP_P)_Location,14
Manual worker 2,8,7871,PACK_(VERP_P)_Location,14
Manual worker 2,8,7872,BW_(BKW_01)_Location,13
Manual worker 2,8,7874,BW_(BKW_01)_Location,13
Manual worker 2,8,7875,PACK_(VERP_P)_Location,14
Manual worker 2,8,7877,PACK_(VERP_P)_Location,14
Manual worker 1,7,7885,M5-02_(FR5_02)_Location,7
Manual worker 2,8,7891,VF2SS_(M3-03)_Location,5
Operator 1,4,7895,M3-02_(FR3_02)_Location,2
Operator 1,4,7897,M3-02_(FR3_02)_Location,2
Operator 1,4,7898,PACK_(VERP_P)_Location,14
Operator 1,4,7900,PACK_(VERP_P)_Location,14
Operator 1,4,7901,M5-02_(FR5_02)_Location,7
Operator 1,4,7902,M5-02_(FR5_02)_Location,7
Operator 1,4,7903,UMC750_(M5-03)_Location,8
Operator 1,4,7905,UMC750_(M5-03)_Location,8
Operator 1,4,7906,MP2_(ZGN_02)_Location,12
Operator 1,4,7908,MP2_(ZGN_02)_Location,12
Operator 1,4,7910,MP2_(ZGN_02)_Location,12
Operator 1,4,7911,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Operator 1,4,7913,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Operator 1,4,7915,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Operator 1,4,7916,UMC750_(M5-03)_Location,8
Operator 1,4,7917,VF2SS_(M3-03)_Location,5
Operator 1,4,7918,VF2SS_(M3-03)_Location,5
Operator 1,4,7919,CentralBuffer_Location,0
Operator 1,4,7921,CentralBuffer_Location,0
Manual worker 2,8,7922,VF2SS_(M3-03)_Location,5
Operator 1,4,7922,MP2_(ZGN_02)_Location,12
Operator 1,4,7923,MP2_(ZGN_02)_Location,12
Manual worker 2,8,7924,VF2SS_(M3-03)_Location,5
Operator 1,4,7924,M3-01_(FR3_01)_Location,1
Manual worker 2,8,7925,MP2_(ZGN_02)_Location,12
Operator 1,4,7926,M3-01_(FR3_01)_Location,1
Manual worker 2,8,7927,MP2_(ZGN_02)_Location,12
Operator 1,4,7927,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Manual worker 2,8,7928,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Operator 1,4,7928,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Operator 1,4,7929,M5-01_(FR5_01)_Location,6
Manual worker 2,8,7930,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Manual worker 1,7,7946,M5-02_(FR5_02)_Location,7
Manual worker 2,8,7946,VF2SS_(M3-03)_Location,5
Manual worker 1,7,7948,M5-02_(FR5_02)_Location,7
Manual worker 2,8,7948,VF2SS_(M3-03)_Location,5
Manual worker 2,8,7949,MP2_(ZGN_02)_Location,12
Manual worker 2,8,7951,MP2_(ZGN_02)_Location,12
Manual worker 2,8,7953,MP2_(ZGN_02)_Location,12
Manual worker 2,8,7954,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Manual worker 2,8,7956,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Manual worker 2,8,7958,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Operator 2,5,7976,M3-01_(FR3_01)_Location,1
Operator 1,4,8012,M5-01_(FR5_01)_Location,6
Operator 2,5,8037,M3-01_(FR3_01)_Location,1
Operator 2,5,8039,M3-01_(FR3_01)_Location,1
Operator 2,5,8040,M5-01_(FR5_01)_Location,6
Operator 2,5,8041,MP2_(ZGN_02)_Location,12
Operator 2,5,8042,MP2_(ZGN_02)_Location,12
Operator 2,5,8043,M3-01_(FR3_01)_Location,1
Operator 2,5,8045,M3-01_(FR3_01)_Location,1
Operator 2,5,8046,MP2_(ZGN_02)_Location,12
Operator 2,5,8048,MP2_(ZGN_02)_Location,12
Operator 2,5,8049,M3-01_(FR3_01)_Location,1
Operator 2,5,8050,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Operator 2,5,8051,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Operator 2,5,8052,M3-01_(FR3_01)_Location,1
Operator 2,5,8054,M3-01_(FR3_01)_Location,1
Operator 2,5,8055,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Operator 2,5,8057,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Operator 2,5,8058,M3-01_(FR3_01)_Location,1
Operator 2,5,8059,M3-01_(FR3_01)_Location,1
Operator 2,5,8060,BW_(BKW_01)_Location,13
Operator 2,5,8062,BW_(BKW_01)_Location,13
Operator 2,5,8063,M5-01_(FR5_01)_Location,6
Operator 2,5,8064,M5-01_(FR5_01)_Location,6
Operator 2,5,8065,M5-01_(FR5_01)_Location,6
Operator 2,5,8067,M5-01_(FR5_01)_Location,6
Operator 1,4,8073,M5-01_(FR5_01)_Location,6
Operator 1,4,8075,M5-01_(FR5_01)_Location,6
Operator 1,4,8076,PACK_(VERP_P)_Location,14
Operator 1,4,8078,PACK_(VERP_P)_Location,14
Operator 2,5,8083,VF2SS_(M3-03)_Location,5
Operator 1,4,8107,M3-01_(FR3_01)_Location,1
Operator 1,4,8109,M3-01_(FR3_01)_Location,1
Operator 1,4,8110,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Manual worker 2,8,8112,M5-02_(FR5_02)_Location,7
Operator 1,4,8112,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Operator 2,5,8114,VF2SS_(M3-03)_Location,5
Manual worker 2,8,8114,M5-02_(FR5_02)_Location,7
Manual worker 2,8,8115,M5-01_(FR5_01)_Location,6
Operator 2,5,8116,VF2SS_(M3-03)_Location,5
Manual worker 2,8,8116,PACK_(VERP_P)_Location,14
Operator 2,5,8117,CentralBuffer_Location,0
Manual worker 2,8,8117,PACK_(VERP_P)_Location,14
Operator 2,5,8118,VF2SS_(M3-03)_Location,5
Manual worker 2,8,8118,CentralBuffer_Location,0
Operator 2,5,8119,VF2SS_(M3-03)_Location,5
Manual worker 1,7,8120,M4-02_(FR4_02)_Location,4
Manual worker 2,8,8120,CentralBuffer_Location,0
Operator 2,5,8120,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 2,8,8121,MP2_(ZGN_02)_Location,12
Operator 2,5,8122,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 1,7,8122,M4-02_(FR4_02)_Location,4
Manual worker 2,8,8123,MP2_(ZGN_02)_Location,12
Operator 2,5,8123,CentralBuffer_Location,0
Manual worker 1,7,8123,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Operator 2,5,8124,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Manual worker 1,7,8124,M4-02_(FR4_02)_Location,4
Operator 2,5,8125,MP1 - Material preparation - automatic sawing (ZGN_01)_Location,16
Manual worker 1,7,8125,M4-02_(FR4_02)_Location,4
Operator 2,5,8126,M3-01_(FR3_01)_Location,1
Manual worker 1,7,8126,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Operator 2,5,8128,M3-01_(FR3_01)_Location,1
Manual worker 1,7,8128,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Operator 2,5,8129,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 1,7,8130,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 1,7,8131,M3-01_(FR3_01)_Location,1
Operator 2,5,8131,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 1,7,8132,MP2_(ZGN_02)_Location,12
Operator 2,5,8133,OUT - Outsourced activity_(OUT - Outsourced)_Location,15
Manual worker 1,7,8133,MP2_(ZGN_02)_Location,12
Manual worker 1,7,8134,M3-01_(FR3_01)_Location,1
Manual worker 2,8,8135,VF2SS_(M3-03)_Location,5
Operator 1,4,8151,M5-01_(FR5_01)_Location,6
Operator 1,4,8160,CentralBuffer_Location,0
Operator 2,5,8160,CentralBuffer_Location,0
Manual worker 1,7,8160,CentralBuffer_Location,0
Manual worker 2,8,8160,CentralBuffer_Location,0
Operator 3,6,8161,CentralBuffer_Location,0
Operator 3,6,8221,M4-02_(FR4_02)_Location,4
Operator 3,6,8223,M4-02_(FR4_02)_Location,4
Operator 3,6,8235,VF2SS_(M3-03)_Location,5
Operator 3,6,8266,VF2SS_(M3-03)_Location,5
Operator 3,6,8268,VF2SS_(M3-03)_Location,5
Operator 3,6,8294,M4-02_(FR4_02)_Location,4
Operator 3,6,8296,M4-02_(FR4_02)_Location,4
Operator 3,6,8297,CentralBuffer_Location,0
Operator 3,6,8298,VF2SS_(M3-03)_Location,5
Operator 3,6,8299,VF2SS_(M3-03)_Location,5
Operator 3,6,8300,CentralBuffer_Location,0
Operator 3,6,8302,CentralBuffer_Location,0
Operator 3,6,8331,M3-01_(FR3_01)_Location,1
Operator 3,6,8392,M3-01_(FR3_01)_Location,1
Operator 3,6,8394,M3-01_(FR3_01)_Location,1
Operator 3,6,8448,VF2SS_(M3-03)_Location,5
Operator 3,6,8450,VF2SS_(M3-03)_Location,5
Operator 3,6,8451,BW_(BKW_01)_Location,13
