JobPredecessorID,JobSuccessorID
19,18
18,17
17,16
16,15
30,29
29,28
28,27
27,26
38,37
37,36
36,35
421,420
928,927
927,926
931,930
930,929
940,939
939,938
3915,3914
3914,3913
3913,3912
4847,4846
4846,4845
4845,4844
