JobID,Quantity,Deadline,OrderID,ProductID,OperationID
114,761,2025-11-21,__export__.mrp_production_4593_b4e857db,38,__export__.mrp_workcenter_63_98a7a00b
115,14,2025-12-22,__export__.mrp_production_4893_d2806c1c,99,230
116,14,2025-12-18,__export__.mrp_production_4893_d2806c1c,99,206
117,14,2025-12-09,__export__.mrp_production_4893_d2806c1c,99,205
118,14,2025-12-09,__export__.mrp_production_4893_d2806c1c,99,__export__.mrp_workcenter_65_c1e1b939
119,40,2026-01-08,__export__.mrp_production_4686_6722c6ae,176,259
120,40,2026-01-02,__export__.mrp_production_4686_6722c6ae,176,258
121,40,2026-01-02,__export__.mrp_production_4686_6722c6ae,176,257
122,40,2026-01-02,__export__.mrp_production_4686_6722c6ae,176,256
123,40,2026-01-02,__export__.mrp_production_4686_6722c6ae,176,255
124,40,2026-01-02,__export__.mrp_production_4686_6722c6ae,176,__export__.mrp_workcenter_64_95992ef5
