JobID,Quantity,Deadline,OrderID,ProductID,OperationID
19,2000,2025-12-08,__export__.mrp_production_5019_630e7c08,15041.0,15041.0-_-__export__.mrp_workcenter_63_98a7a00b
18,2000,2025-12-10,__export__.mrp_production_5019_630e7c08,15041.0,15041.0-_-__export__.mrp_workcenter_54_3f0243e1
17,2000,2025-12-10,__export__.mrp_production_5019_630e7c08,15041.0,15041.0-_-__export__.mrp_workcenter_63_98a7a00b
16,2000,2025-12-12,__export__.mrp_production_5019_630e7c08,15041.0,15041.0-_-__export__.mrp_workcenter_66_9f807a30
15,2000,2025-12-16,__export__.mrp_production_5019_630e7c08,15041.0,15041.0-_-__export__.mrp_workcenter_67_d1ac8ce6
30,356,2025-12-08,__export__.mrp_production_5153_7c842e39,14888.0,14888.0-_-__export__.mrp_workcenter_63_98a7a00b
29,356,2025-12-08,__export__.mrp_production_5153_7c842e39,14888.0,14888.0-_-__export__.mrp_workcenter_56_d6637dea
28,356,2025-12-10,__export__.mrp_production_5153_7c842e39,14888.0,14888.0-_-__export__.mrp_workcenter_54_3f0243e1
27,356,2025-12-11,__export__.mrp_production_5153_7c842e39,14888.0,14888.0-_-__export__.mrp_workcenter_66_9f807a30
26,356,2025-12-11,__export__.mrp_production_5153_7c842e39,14888.0,14888.0-_-__export__.mrp_workcenter_67_d1ac8ce6
38,400,2025-12-08,__export__.mrp_production_5191_57caf28e,14895.0,14895.0-_-__export__.mrp_workcenter_63_98a7a00b
37,400,2025-12-08,__export__.mrp_production_5191_57caf28e,14895.0,14895.0-_-__export__.mrp_workcenter_57_6faf5319
36,400,2025-12-12,__export__.mrp_production_5191_57caf28e,14895.0,14895.0-_-__export__.mrp_workcenter_66_9f807a30
35,400,2025-12-12,__export__.mrp_production_5191_57caf28e,14895.0,14895.0-_-__export__.mrp_workcenter_67_d1ac8ce6
421,15,2025-12-11,__export__.mrp_production_5194_22067218,16257.0,16257.0-_-__export__.mrp_workcenter_64_95992ef5
420,15,2025-12-11,__export__.mrp_production_5194_22067218,16257.0,16257.0-_-__export__.mrp_workcenter_60_6593b576
928,5,2025-12-12,__export__.mrp_production_5192_879adede,17993.0,17993.0-_-__export__.mrp_workcenter_65_c1e1b939
927,5,2025-12-12,__export__.mrp_production_5192_879adede,17993.0,17993.0-_-__export__.mrp_workcenter_60_6593b576
926,5,2025-12-12,__export__.mrp_production_5192_879adede,17993.0,17993.0-_-__export__.mrp_workcenter_68_8bff6631
931,6,2025-12-15,__export__.mrp_production_5135_fb4139a8,18484.0,18484.0-_-__export__.mrp_workcenter_65_c1e1b939
930,6,2025-12-15,__export__.mrp_production_5135_fb4139a8,18484.0,18484.0-_-__export__.mrp_workcenter_60_6593b576
929,6,2025-12-15,__export__.mrp_production_5135_fb4139a8,18484.0,18484.0-_-__export__.mrp_workcenter_68_8bff6631
940,29,2025-12-09,__export__.mrp_production_5255_92200c6a,14210.0,14210.0-_-__export__.mrp_workcenter_65_c1e1b939
939,29,2025-12-09,__export__.mrp_production_5255_92200c6a,14210.0,14210.0-_-__export__.mrp_workcenter_61_bcb50df3
938,29,2025-12-23,__export__.mrp_production_5255_92200c6a,14210.0,14210.0-_-__export__.mrp_workcenter_68_8bff6631
3915,1,2025-12-17,__export__.mrp_production_5131_a5c1b71e,16115.0,16115.0-_-__export__.mrp_workcenter_68_8bff6631
3914,1,2025-12-18,__export__.mrp_production_5131_a5c1b71e,16115.0,16115.0-_-__export__.mrp_workcenter_61_bcb50df3
3913,1,2025-12-18,__export__.mrp_production_5131_a5c1b71e,16115.0,16115.0-_-__export__.mrp_workcenter_68_8bff6631
3912,1,2025-12-19,__export__.mrp_production_5131_a5c1b71e,16115.0,16115.0-_-__export__.mrp_workcenter_68_8bff6631
4847,68,2025-12-30,__export__.mrp_production_1197_849443cd,14907.0,14907.0-_-__export__.mrp_workcenter_59_d6deab7b
4846,68,2025-12-31,__export__.mrp_production_1197_849443cd,14907.0,14907.0-_-__export__.mrp_workcenter_54_3f0243e1
4845,68,2025-12-31,__export__.mrp_production_1197_849443cd,14907.0,14907.0-_-__export__.mrp_workcenter_66_9f807a30
4844,68,2025-12-31,__export__.mrp_production_1197_849443cd,14907.0,14907.0-_-__export__.mrp_workcenter_67_d1ac8ce6
