ResourceID,Day,ShiftNo,JobID,SchStart,SchCompletion
__export__.mrp_workcenter_68_8bff6631,2025-11-13,1,24,81.0,89.0
__export__.mrp_workcenter_68_8bff6631,2025-11-13,1,29,81.0,89.0
__export__.mrp_workcenter_68_8bff6631,2025-11-13,2,19,89.0,97.0
__export__.mrp_workcenter_68_8bff6631,2025-11-13,2,24,89.0,97.0
__export__.mrp_workcenter_68_8bff6631,2025-11-13,2,29,89.0,97.0
__export__.mrp_workcenter_68_8bff6631,2025-11-14,1,19,105.0,113.0
__export__.mrp_workcenter_68_8bff6631,2025-11-14,1,24,105.0,113.0
__export__.mrp_workcenter_68_8bff6631,2025-11-14,1,29,105.0,113.0
__export__.mrp_workcenter_68_8bff6631,2025-11-14,2,19,113.0,121.0
__export__.mrp_workcenter_68_8bff6631,2025-11-14,2,24,113.0,121.0
__export__.mrp_workcenter_68_8bff6631,2025-11-14,2,29,113.0,121.0
__export__.mrp_workcenter_68_8bff6631,2025-11-15,1,19,129.0,132.66666666666669
__export__.mrp_workcenter_68_8bff6631,2025-11-15,1,24,129.0,136.33333333333331
__export__.mrp_workcenter_68_8bff6631,2025-11-15,1,29,129.0,137.0
__export__.mrp_workcenter_68_8bff6631,2025-11-15,2,29,137.0,140.66666666666666
__export__.mrp_workcenter_68_8bff6631,2025-11-17,1,16,178.23333333333335,185.0
__export__.mrp_workcenter_68_8bff6631,2025-11-17,2,16,185.0,193.0
__export__.mrp_workcenter_68_8bff6631,2025-11-18,1,16,201.0,209.0
__export__.mrp_workcenter_68_8bff6631,2025-11-18,2,16,209.0,217.0
__export__.mrp_workcenter_68_8bff6631,2025-11-19,1,16,225.0,231.73333333333335
__export__.mrp_workcenter_67_d1ac8ce6,2025-11-10,2,20,17.0,17.666666666666668
__export__.mrp_workcenter_67_d1ac8ce6,2025-11-10,2,25,20.666666666666664,21.333333333333332
__export__.mrp_workcenter_67_d1ac8ce6,2025-11-11,1,30,33.0,33.666666666666664
__export__.mrp_workcenter_67_d1ac8ce6,2025-11-12,2,6,70.66666666666667,71.80000000000001
__export__.mrp_workcenter_67_d1ac8ce6,2025-11-14,1,1,106.8,107.25
__export__.mrp_workcenter_64_95992ef5,2025-11-10,1,23,9.0,9.666666666666666
__export__.mrp_workcenter_64_95992ef5,2025-11-10,1,28,9.666666666666666,10.333333333333332
__export__.mrp_workcenter_64_95992ef5,2025-11-10,1,33,10.333333333333332,10.999999999999998
__export__.mrp_workcenter_59_d6deab7b,2025-11-10,1,9,9.0,17.0
__export__.mrp_workcenter_59_d6deab7b,2025-11-10,2,9,17.0,25.0
__export__.mrp_workcenter_59_d6deab7b,2025-11-11,3,9,25.0,33.0
__export__.mrp_workcenter_59_d6deab7b,2025-11-11,1,9,33.0,41.0
__export__.mrp_workcenter_59_d6deab7b,2025-11-11,2,9,41.0,49.0
__export__.mrp_workcenter_59_d6deab7b,2025-11-12,3,9,49.0,51.29999999999999
__export__.mrp_workcenter_59_d6deab7b,2025-11-12,1,4,57.0,65.0
__export__.mrp_workcenter_59_d6deab7b,2025-11-12,2,4,65.0,73.0
__export__.mrp_workcenter_59_d6deab7b,2025-11-13,3,4,73.0,81.0
__export__.mrp_workcenter_59_d6deab7b,2025-11-13,1,4,81.0,85.5
__export__.mrp_workcenter_58_a525d5b9,2025-11-13,1,3,85.5,89.0
__export__.mrp_workcenter_58_a525d5b9,2025-11-13,2,3,89.0,97.0
__export__.mrp_workcenter_58_a525d5b9,2025-11-14,3,3,97.0,102.75
__export__.mrp_workcenter_57_6faf5319,2025-11-10,2,14,22.633333333333333,25.0
__export__.mrp_workcenter_57_6faf5319,2025-11-11,3,14,25.0,33.0
__export__.mrp_workcenter_57_6faf5319,2025-11-11,1,14,33.0,41.0
__export__.mrp_workcenter_57_6faf5319,2025-11-11,2,14,41.0,49.0
__export__.mrp_workcenter_57_6faf5319,2025-11-12,3,14,49.0,57.0
__export__.mrp_workcenter_57_6faf5319,2025-11-12,1,14,57.0,65.0
__export__.mrp_workcenter_57_6faf5319,2025-11-12,2,14,65.0,73.0
__export__.mrp_workcenter_57_6faf5319,2025-11-13,3,14,73.0,81.0
__export__.mrp_workcenter_57_6faf5319,2025-11-13,1,14,81.0,89.0
__export__.mrp_workcenter_57_6faf5319,2025-11-13,2,14,89.0,97.0
__export__.mrp_workcenter_57_6faf5319,2025-11-14,3,14,97.0,105.0
__export__.mrp_workcenter_57_6faf5319,2025-11-14,1,14,105.0,113.0
__export__.mrp_workcenter_57_6faf5319,2025-11-14,2,14,113.0,121.0
__export__.mrp_workcenter_57_6faf5319,2025-11-15,3,14,121.0,129.0
__export__.mrp_workcenter_57_6faf5319,2025-11-15,1,14,129.0,137.0
__export__.mrp_workcenter_57_6faf5319,2025-11-15,2,14,137.0,145.0
__export__.mrp_workcenter_57_6faf5319,2025-11-16,3,14,145.0,153.0
__export__.mrp_workcenter_57_6faf5319,2025-11-16,1,14,153.0,161.0
__export__.mrp_workcenter_57_6faf5319,2025-11-16,2,14,161.0,169.0
__export__.mrp_workcenter_57_6faf5319,2025-11-17,3,14,169.0,177.0
__export__.mrp_workcenter_57_6faf5319,2025-11-17,1,14,177.0,185.0
__export__.mrp_workcenter_57_6faf5319,2025-11-17,2,14,185.0,193.0
__export__.mrp_workcenter_57_6faf5319,2025-11-18,3,14,193.0,201.0
__export__.mrp_workcenter_57_6faf5319,2025-11-18,1,14,201.0,209.0
__export__.mrp_workcenter_57_6faf5319,2025-11-18,2,14,209.0,217.0
__export__.mrp_workcenter_57_6faf5319,2025-11-19,3,14,217.0,225.0
__export__.mrp_workcenter_57_6faf5319,2025-11-19,1,14,225.0,233.0
__export__.mrp_workcenter_57_6faf5319,2025-11-19,2,14,233.0,241.0
__export__.mrp_workcenter_57_6faf5319,2025-11-20,3,14,241.0,249.0
__export__.mrp_workcenter_57_6faf5319,2025-11-20,1,14,249.0,257.0
__export__.mrp_workcenter_57_6faf5319,2025-11-20,2,14,257.0,265.0
__export__.mrp_workcenter_57_6faf5319,2025-11-21,3,14,265.0,273.0
__export__.mrp_workcenter_57_6faf5319,2025-11-21,1,14,273.0,281.0
__export__.mrp_workcenter_57_6faf5319,2025-11-21,2,14,281.0,289.0
__export__.mrp_workcenter_57_6faf5319,2025-11-22,3,14,289.0,297.0
__export__.mrp_workcenter_57_6faf5319,2025-11-22,1,14,297.0,305.0
__export__.mrp_workcenter_57_6faf5319,2025-11-22,2,14,305.0,313.0
__export__.mrp_workcenter_57_6faf5319,2025-11-23,3,14,313.0,321.0
__export__.mrp_workcenter_57_6faf5319,2025-11-23,1,14,321.0,329.0
__export__.mrp_workcenter_57_6faf5319,2025-11-23,2,14,329.0,337.0
__export__.mrp_workcenter_57_6faf5319,2025-11-24,3,14,337.0,341.21666666666664
__export__.mrp_workcenter_65_c1e1b939,2025-11-10,1,18,9.0,9.233333333333333
__export__.mrp_workcenter_61_bcb50df3,2025-11-10,1,17,9.233333333333333,17.0
__export__.mrp_workcenter_61_bcb50df3,2025-11-10,2,17,17.0,25.0
__export__.mrp_workcenter_61_bcb50df3,2025-11-11,1,17,33.0,41.0
__export__.mrp_workcenter_61_bcb50df3,2025-11-11,2,17,41.0,49.0
__export__.mrp_workcenter_61_bcb50df3,2025-11-12,1,17,57.0,65.0
__export__.mrp_workcenter_61_bcb50df3,2025-11-12,2,17,65.0,73.0
__export__.mrp_workcenter_61_bcb50df3,2025-11-13,1,17,81.0,89.0
__export__.mrp_workcenter_61_bcb50df3,2025-11-13,2,17,89.0,97.0
__export__.mrp_workcenter_61_bcb50df3,2025-11-14,1,17,105.0,113.0
__export__.mrp_workcenter_61_bcb50df3,2025-11-14,2,17,113.0,121.0
__export__.mrp_workcenter_61_bcb50df3,2025-11-15,1,17,129.0,137.0
__export__.mrp_workcenter_61_bcb50df3,2025-11-15,2,17,137.0,145.0
__export__.mrp_workcenter_61_bcb50df3,2025-11-16,1,17,153.0,161.0
__export__.mrp_workcenter_61_bcb50df3,2025-11-16,2,17,161.0,169.0
__export__.mrp_workcenter_61_bcb50df3,2025-11-17,1,17,177.0,178.23333333333335
