ResourceID,Day,ShiftNo,JobID,SchStart,SchCompletion
8,2025-08-18,1,946,9.333333333333332,10.999999999999993
8,2025-08-18,1,6,14.016666666666648,17.0
8,2025-08-18,2,6,17.0,19.033333333333296
8,2025-08-18,2,245,19.033333333333296,21.683333333333294
8,2025-08-18,2,265,21.683333333333294,24.183333333333284
8,2025-08-18,2,294,24.183333333333284,25.0
8,2025-08-19,1,294,33.0,35.516666666666616
8,2025-08-19,1,324,35.516666666666616,38.849999999999945
8,2025-08-19,1,330,38.849999999999945,39.51666666666661
8,2025-08-19,1,337,39.51666666666661,40.18333333333327
8,2025-08-19,1,529,40.18333333333327,41.0
8,2025-08-19,2,529,41.0,45.18333333333327
8,2025-08-19,2,637,45.18333333333327,45.38333333333327
8,2025-08-19,2,652,45.38333333333327,45.98333333333327
8,2025-08-19,2,661,45.98333333333327,47.649999999999935
8,2025-08-19,2,924,47.649999999999935,49.0
8,2025-08-20,1,924,57.0,57.649999999999935
8,2025-08-20,1,1621,57.649999999999935,62.23333333333325
8,2025-08-20,1,1635,62.23333333333325,62.73333333333325
8,2025-08-20,1,1909,62.73333333333325,65.0
8,2025-08-20,2,1909,65.0,67.73333333333325
8,2025-08-20,2,3092,67.73333333333325,72.73333333333325
8,2025-08-20,2,370,72.73333333333325,73.0
8,2025-08-21,1,370,81.0,81.53333333333325
8,2025-08-21,1,400,81.53333333333325,82.06666666666658
8,2025-08-21,1,430,82.06666666666658,82.86666666666657
8,2025-08-21,1,460,82.86666666666657,83.66666666666657
8,2025-08-21,1,826,83.66666666666657,84.46666666666657
8,2025-08-21,1,1943,84.46666666666657,86.13333333333324
8,2025-08-21,1,1974,86.13333333333324,87.79999999999991
8,2025-08-21,1,949,87.79999999999991,89.0
8,2025-08-21,2,949,89.0,89.46666666666657
8,2025-08-21,2,1641,89.46666666666657,89.96666666666657
9,2025-08-18,1,5,9.0,14.016666666666648
9,2025-08-18,1,244,14.016666666666648,14.899999999999977
9,2025-08-18,1,264,14.899999999999977,17.0
9,2025-08-18,2,264,17.0,17.399999999999967
9,2025-08-18,2,293,17.399999999999967,19.066666666666627
9,2025-08-18,2,323,19.066666666666627,20.733333333333288
9,2025-08-18,2,329,20.733333333333288,21.399999999999952
9,2025-08-18,2,336,21.399999999999952,22.066666666666617
9,2025-08-18,2,368,22.066666666666617,22.466666666666615
9,2025-08-18,2,398,22.466666666666615,22.73333333333328
9,2025-08-18,2,428,22.73333333333328,23.13333333333328
9,2025-08-18,2,458,23.13333333333328,23.533333333333278
9,2025-08-18,2,521,23.533333333333278,25.0
9,2025-08-19,1,521,33.0,34.03333333333327
9,2025-08-19,1,528,34.03333333333327,35.699999999999925
9,2025-08-19,1,636,35.699999999999925,35.89999999999992
9,2025-08-19,1,642,35.89999999999992,36.066666666666585
9,2025-08-19,1,651,36.066666666666585,36.26666666666658
9,2025-08-19,1,660,36.26666666666658,36.59999999999991
9,2025-08-19,1,824,36.59999999999991,36.99999999999991
9,2025-08-19,1,923,36.99999999999991,37.66666666666657
9,2025-08-19,1,1620,37.66666666666657,41.0
9,2025-08-19,2,1620,41.0,42.249999999999886
9,2025-08-19,2,1634,42.249999999999886,42.41666666666655
9,2025-08-19,2,1908,42.41666666666655,44.91666666666654
9,2025-08-19,2,1941,44.91666666666654,45.74999999999987
9,2025-08-19,2,1972,45.74999999999987,46.5833333333332
9,2025-08-19,2,2016,46.5833333333332,46.749999999999865
9,2025-08-19,2,3091,46.749999999999865,48.41666666666652
9,2025-08-19,2,369,48.41666666666652,48.81666666666652
9,2025-08-19,2,399,48.81666666666652,49.0
9,2025-08-20,1,399,57.0,57.08333333333319
9,2025-08-20,1,429,57.08333333333319,57.483333333333185
9,2025-08-20,1,459,57.483333333333185,57.883333333333184
9,2025-08-20,1,825,57.883333333333184,58.28333333333318
9,2025-08-20,1,1942,58.28333333333318,59.11666666666651
9,2025-08-20,1,1973,59.11666666666651,59.94999999999984
9,2025-08-21,1,1640,83.66666666666666,83.83333333333333
11,2025-08-18,1,705,9.0,9.016666666666666
11,2025-08-18,1,933,9.016666666666666,9.43333333333333
11,2025-08-18,1,934,9.43333333333333,9.516666666666662
11,2025-08-18,1,935,9.516666666666662,10.183333333333326
11,2025-08-18,1,936,10.183333333333326,10.349999999999993
11,2025-08-18,1,937,10.349999999999993,10.433333333333325
11,2025-08-18,1,1510,10.433333333333325,10.44999999999999
11,2025-08-19,1,45,39.13333333333333,39.33333333333333
11,2025-08-19,1,47,39.93333333333333,39.99999999999999
11,2025-08-19,1,12,39.1,39.11666666666667
11,2025-08-19,1,34,39.99999999999999,41.0
11,2025-08-19,2,61,47.93333333333333,47.99999999999999
11,2025-08-19,2,2018,46.749999999999865,46.91666666666653
11,2025-08-19,2,34,41.0,41.99999999999999
11,2025-08-19,2,55,41.99999999999999,42.033333333333324
11,2025-08-19,2,76,42.033333333333324,42.04999999999999
11,2025-08-20,1,68,57.46666666666666,57.49999999999999
11,2025-08-20,1,82,58.86666666666666,58.96666666666666
11,2025-08-20,1,84,59.93333333333333,59.96666666666666
11,2025-08-20,1,90,61.0,61.06666666666666
11,2025-08-20,1,113,62.86666666666667,62.983333333333334
11,2025-08-20,1,30,57.699999999999996,57.8
11,2025-08-20,1,51,60.9,61.0
11,2025-08-20,1,59,61.766666666666666,61.8
11,2025-08-20,1,655,57.0,57.199999999999996
11,2025-08-20,2,115,65.0,65.03333333333333
11,2025-08-20,2,117,65.4,65.46666666666667
11,2025-08-20,2,72,65.03333333333333,65.06666666666666
11,2025-08-20,2,248,68.8333333333332,69.71666666666653
11,2025-08-20,2,646,67.33333333333333,67.5
11,2025-08-21,1,268,81.0,83.49999999999999
11,2025-08-21,1,1639,83.49999999999999,83.66666666666666
11,2025-08-21,2,43,92.7,92.93333333333334
11,2025-08-21,2,950,89.46666666666657,91.13333333333323
11,2025-08-22,1,525,106.06666666666658,108.56666666666656
11,2025-08-22,1,664,105.0,105.33333333333333
11,2025-08-22,1,1645,105.33333333333333,105.5
11,2025-08-22,2,1623,115.51666666666658,120.0999999999999
11,2025-08-22,2,298,120.0999999999999,121.0
11,2025-08-23,1,927,129.0,129.66666666666666
11,2025-08-23,1,298,129.0,129.76666666666657
11,2025-08-23,1,328,129.76666666666657,131.43333333333322
11,2025-08-23,1,641,131.43333333333322,131.6333333333332
12,2025-08-19,2,247,46.749999999999865,49.0
12,2025-08-20,3,247,49.0,57.0
12,2025-08-20,1,247,57.0,65.0
12,2025-08-20,2,247,65.0,68.8333333333332
12,2025-08-21,2,663,89.76666666666658,97.0
12,2025-08-22,3,663,97.0,102.43333333333325
12,2025-08-22,1,926,105.0,113.0
12,2025-08-22,2,926,113.0,121.0
12,2025-08-23,3,926,121.0,121.66666666666667
13,2025-08-18,1,947,10.999999999999993,17.0
13,2025-08-18,2,947,17.0,24.33333333333332
13,2025-08-19,1,266,33.0,41.0
13,2025-08-19,2,266,41.0,48.0
13,2025-08-19,2,644,48.0,49.0
13,2025-08-19,2,948,49.0,49.0
13,2025-08-20,3,948,49.0,57.0
13,2025-08-20,1,948,57.0,62.33333333333333
13,2025-08-20,1,332,62.33333333333333,64.33333333333333
13,2025-08-20,1,339,64.33333333333333,65.0
13,2025-08-20,2,1910,67.73333333333325,72.73333333333325
13,2025-08-20,2,296,72.73333333333325,73.0
13,2025-08-20,2,339,65.0,66.33333333333333
13,2025-08-20,2,645,66.33333333333333,67.33333333333333
13,2025-08-21,3,296,73.0,81.0
13,2025-08-21,1,296,81.0,86.06666666666658
13,2025-08-21,1,524,86.06666666666658,89.0
13,2025-08-21,2,524,89.0,97.0
13,2025-08-22,3,524,97.0,105.0
13,2025-08-22,1,524,105.0,106.06666666666658
13,2025-08-22,1,327,106.06666666666658,113.0
13,2025-08-22,2,327,113.0,119.3999999999999
13,2025-08-22,2,340,119.3999999999999,121.0
13,2025-08-23,3,340,121.0,124.06666666666658
13,2025-08-23,1,640,129.0,129.8
13,2025-08-23,1,1912,129.8,137.0
13,2025-08-23,2,1912,137.0,142.3
13,2025-08-23,2,1913,142.3,145.0
13,2025-08-24,3,1913,145.0,153.0
13,2025-08-24,1,1913,153.0,154.8
14,2025-08-18,1,9,9.0,9.3
14,2025-08-18,1,27,9.3,11.700000000000001
14,2025-08-18,1,31,11.700000000000001,12.066666666666668
14,2025-08-18,1,48,12.066666666666668,15.26666666666667
14,2025-08-18,1,52,15.26666666666667,16.233333333333334
14,2025-08-18,1,56,16.233333333333334,17.0
14,2025-08-18,2,56,17.0,17.1
14,2025-08-18,2,62,17.1,18.01666666666667
14,2025-08-18,2,69,18.01666666666667,20.050000000000004
14,2025-08-18,2,28,20.050000000000004,22.450000000000003
14,2025-08-18,2,32,22.450000000000003,22.81666666666667
14,2025-08-18,2,49,22.81666666666667,25.0
14,2025-08-19,1,17,33.3,41.0
14,2025-08-19,1,49,33.0,34.01666666666667
14,2025-08-19,1,53,34.01666666666667,34.98333333333334
14,2025-08-19,1,57,34.98333333333334,35.85000000000001
14,2025-08-19,1,63,35.85000000000001,36.76666666666667
14,2025-08-19,1,70,36.76666666666667,38.800000000000004
14,2025-08-19,1,11,38.800000000000004,39.1
14,2025-08-19,1,33,39.1,39.46666666666667
14,2025-08-19,1,54,39.46666666666667,40.43333333333334
14,2025-08-19,1,75,40.43333333333334,41.0
14,2025-08-19,2,17,41.0,49.0
14,2025-08-19,2,75,41.0,41.28333333333334
14,2025-08-20,1,17,57.0,57.599999999999994
14,2025-08-20,1,18,57.599999999999994,65.0
14,2025-08-20,2,18,65.0,73.0
14,2025-08-21,1,18,81.0,81.89999999999999
18,2025-08-18,1,928,9.0,9.133333333333333
18,2025-08-18,1,938,9.133333333333333,9.216666666666665
18,2025-08-18,1,1509,9.216666666666665,9.23333333333333
18,2025-08-18,1,1511,9.23333333333333,9.249999999999996
18,2025-08-18,1,20,12.133333333333333,12.149999999999999
18,2025-08-18,2,8,19.033333333333296,24.049999999999944
18,2025-08-20,2,66,65.98333333333333,66.98333333333333
19,2025-08-18,1,631,9.333333333333332,13.999999999999998
19,2025-08-18,1,632,13.999999999999998,17.0
19,2025-08-18,2,632,17.0,18.666666666666664
19,2025-08-18,2,633,18.666666666666664,25.0
19,2025-08-19,3,633,25.0,27.666666666666664
19,2025-08-19,1,331,39.51666666666661,41.0
19,2025-08-19,2,331,41.0,41.51666666666661
19,2025-08-19,2,338,41.51666666666661,43.51666666666661
19,2025-08-19,2,523,43.51666666666661,49.0
19,2025-08-20,3,523,49.0,57.0
19,2025-08-20,1,523,57.0,63.51666666666661
19,2025-08-20,1,267,63.51666666666661,65.0
19,2025-08-20,2,267,65.0,73.0
19,2025-08-21,3,267,73.0,78.51666666666661
19,2025-08-21,1,326,81.0,89.0
19,2025-08-21,2,326,89.0,94.33333333333333
19,2025-08-21,2,639,94.33333333333333,95.13333333333333
19,2025-08-21,2,1911,95.13333333333333,97.0
19,2025-08-22,3,1911,97.0,100.13333333333333
19,2025-08-22,1,297,105.0,113.0
19,2025-08-22,2,297,113.0,118.33333333333333
19,2025-08-22,2,333,118.33333333333333,121.0
19,2025-08-23,3,333,121.0,121.66666666666666
19,2025-08-23,1,634,129.0,137.0
19,2025-08-23,2,634,137.0,138.0
19,2025-08-23,2,334,138.0,141.33333333333334
19,2025-08-23,2,341,141.33333333333334,145.0
19,2025-08-24,3,341,145.0,146.0
24,2025-08-18,1,19,9.0,12.133333333333333
24,2025-08-18,1,39,12.133333333333333,17.0
24,2025-08-18,2,39,17.0,17.733333333333334
24,2025-08-18,2,44,17.733333333333334,25.0
24,2025-08-19,1,44,33.0,39.13333333333333
24,2025-08-19,1,46,39.13333333333333,39.93333333333333
24,2025-08-19,1,60,39.93333333333333,41.0
24,2025-08-19,2,60,41.0,47.93333333333333
24,2025-08-19,2,67,47.93333333333333,49.0
24,2025-08-20,1,67,57.0,57.46666666666666
24,2025-08-20,1,81,57.46666666666666,58.86666666666666
24,2025-08-20,1,83,58.86666666666666,59.93333333333333
24,2025-08-20,1,89,59.93333333333333,61.0
24,2025-08-20,1,112,61.0,62.86666666666667
24,2025-08-20,1,114,62.86666666666667,64.13333333333334
24,2025-08-20,1,116,64.13333333333334,65.0
24,2025-08-20,2,116,65.0,65.4
24,2025-08-20,2,65,65.4,65.98333333333333
25,2025-08-18,2,246,21.683333333333294,25.0
25,2025-08-19,3,246,25.0,26.09999999999996
25,2025-08-19,2,653,45.98333333333327,47.38333333333327
25,2025-08-19,2,654,47.38333333333327,49.0
25,2025-08-20,3,654,49.0,53.38333333333327
25,2025-08-20,1,1636,62.73333333333325,63.066666666666585
25,2025-08-20,1,1637,63.066666666666585,65.0
25,2025-08-20,2,1637,65.0,65.56666666666658
25,2025-08-20,2,1638,65.56666666666658,73.0
25,2025-08-21,3,1638,73.0,73.8999999999999
25,2025-08-21,2,1642,89.96666666666657,90.2999999999999
25,2025-08-21,2,1643,90.2999999999999,92.7999999999999
25,2025-08-21,2,1644,92.7999999999999,97.0
25,2025-08-22,3,1644,97.0,101.13333333333323
