ProductID,ProductNumber,Name,StockUnit,StockBatch,StockLevel,PrescribedBatchsize,ChosenBatchsize
28,5603-0000-0005,[5603-0000-0005]  STAAL S235JRC+C blank plat 40x10,Pcs,1,18180.0,654,
29,00385-00-321-A,[00385-00-321-A]  Plint fixing strip left,mm,3000,0.0,714,714
30,5603-0000-0004,[5603-0000-0004]  STAAL S235JRC+C blank plat 30x20,Pcs,1,60600.0,714,
31,00385-00-329-A,[00385-00-329-A]  End plate finger safety hinge,mm,3000,0.0,473,473
32,5603-0000-0006,[5603-0000-0006]  STAAL S235JRC+C blank plat 20x5,Pcs,1,49564.12,473,
33,00385-00-346-A,[00385-00-346-A]  Plint fixing strip right,mm,3000,0.0,714,714
34,00429-00-166 C,[00429-00-166 C]  C//[Q] cradle block,Pcs,1,0.0,,
35,5990-0000-0016,[5990-0000-0016]  Gietwerk CRADLE BLOCK,Pcs,1,0.0,,
36,00429-00-249-A,[00429-00-249-A]  Plint adjust strip,mm,3000,0.0,436,436
37,5603-0000-0013,"[5603-0000-0013]  S235JRC+C blank plat 40x10 (ca 3-3,5 mtr)",Pcs,1,0.0,436,
38,00429-00-662-B,[00429-00-662-B]  Arret lever,mm,3000,0.0,400,400
39,5601-0000-0007,[5601-0000-0007]  ALU 6082 T6 vk 30,Pcs,1,99000.0,400,
40,00522-01564-A,[00522-01564-A]  XD F&T plate plug,mm,3000,0.0,,
41,5601-0000-0112,[5601-0000-0112]  ALU 6082 T6 plat 50x20,Pcs,1,0.0,,
42,00522-01696-A,[00522-01696-A]  bma plug 2,mm,3000,0.0,,
43,5602-0000-0006,[5602-0000-0006]  RVS 304/304L wgw plat 25x12,Pcs,1,0.0,,
44,00522-01698-A,[00522-01698-A]  F&T Y-D plug 1,mm,3000,0.0,,
45,00522-01717-A,[00522-01717-A]  RCW plug 1,mm,3000,0.0,,
46,00522-01718-A,[00522-01718-A]  RCW plug 2,mm,3000,0.0,,
47,080-810005-A2,[080-810005-A2]  Valve body 3-way 2 sensors,mm,3000,0.0,,
48,082-000020-A1,[082-000020-A1]  Manifold coolant banjo M14,mm,3000,0.0,,
49,5601-0000-0115,[5601-0000-0115]  ALU 6082 T6 vk 40,Pcs,1,0.0,,
50,095-500029-A 1,[095-500029-A 1]  Filler block CNG,mm,3000,0.0,,
51,5601-0000-0013,[5601-0000-0013]  ALU 6082 T6 vk 60,Pcs,1,1320.0,,
52,1001823A,[1001823A]  ADJ.PLATE 2 OBJ.,mm,3000,0.0,48,
53,5604-0000-0003,[5604-0000-0003]  MESSING CuZn40Pb2 plat 80x20,Pcs,1,0.0,48,
54,1011113A,[1011113A]  Cord Bracket,mm,3000,0.0,134,134
55,5604-0000-0002,[5604-0000-0002]  MESSING CuZn40Pb2 plat 30x20,Pcs,1,12000.0,134,
56,1012609B,"[1012609B]  CLAMP,PIPE,NIC",mm,3000,0.0,172,
57,5602-0000-0004,[5602-0000-0004]  RVS 304/304L wgw plat 70x12,Pcs,1,0.0,172,
58,1082700B,[1082700B]  Block cooling water TMP,mm,3000,0.0,67,67
59,5602-0000-0024,[5602-0000-0024]  RVS 316L wgw plat 40x25,Pcs,1,90.0,67,
60,1200745A,[1200745A]  base wet stem quatro,Pcs,1,0.0,,
61,5601-0000-0107,[5601-0000-0107]  ALU 5754 H111 gzgd plaat 60x50x50,Pcs,1,0.0,,
62,1202210A,"[1202210A]  shackle, height adjust",mm,3000,0.0,,
63,5602-0000-0010,[5602-0000-0010]  RVS 304/304L wgw plat 40x20,Pcs,1,7665.0,30,
64,1202211B,"[1202211B]  fixing block, actuator",mm,3000,0.0,,10
65,5602-0000-0037,[5602-0000-0037]  RVS 304/304L wgw plat 25x20,Pcs,1,0.0,,
66,1202461A,"[1202461A]  intercon.panel,R-STEM",Pcs,1,0.0,,
67,5601-0000-0073,[5601-0000-0073]  ALU 6082 T651 (wgw) gzgd plaat 500x300x15,Pcs,1,0.0,,
68,1207568A,[1207568A]  Cable clamp,mm,3000,0.0,,
69,5606-0000-0002,[5606-0000-0002]  PTFE Staf FG-10/2011 XT Wit Ø10,Pcs,1,0.0,,
70,349520-8007-000-0107,[349520-8007-000-0107]  BYPASS (BLOK),mm,3000,0.0,,
71,5602-0000-0012,[5602-0000-0012]  RVS 304/304L wgw vk 60,Pcs,1,290.0,,
72,4022-290-63221-D,[4022-290-63221-D]  Excenter housing z,mm,3000,0.0,174,174
73,5601-0000-0012,[5601-0000-0012]  ALU 6082 T6 plat 60x40,Pcs,1,53300.0,174,
74,4022-290-63321F,[4022-290-63321F]  Bearing housing spindle (rev F),mm,3000,0.0,,
75,5601-0000-0116,[5601-0000-0116]  ALU 6082 T6 vk 80,Pcs,1,0.0,,
76,4022-333-11506,[4022-333-11506]  lagerblok,mm,3000,0.0,100,
77,5602-0000-0041,[5602-0000-0041]  RVS 430F blank rond 50h9,Pcs,1,0.0,142,
78,4022-333-13805,[4022-333-13805]  dr pnt cilinder,mm,3000,0.0,75,
79,5603-0000-0014,[5603-0000-0014]  STAAL 11SMn30+C/9SMn28K blank vk 50,Pcs,1,0.0,75,
80,4022-333-19505,[4022-333-19505]  BRIL,Pcs,1,0.0,100,100
81,5990-0000-0014,[5990-0000-0014]  EPRATEX PF CC201 180x140x10,Pcs,1,0.0,100,
82,4022-333-40501,[4022-333-40501]  DUMMY KRISTAL,mm,3000,0.0,,
83,5601-0000-0108,[5601-0000-0108]  ALU 6060 T66 plat 40x6,Pcs,1,0.0,,
84,4022-333-58172,[4022-333-58172]  KIJKERHOUDER,mm,3000,0.0,,
85,5601-0000-0009,[5601-0000-0009]  ALU 6082 T6 vk 50,Pcs,1,4000.0,15,
86,4022-333-58791,[4022-333-58791]  Filterhouder Cu 0.1,mm,3000,0.0,128,
87,4022-335-17991,[4022-335-17991]  Filterh. Cu0.2 Ni0.02,mm,3000,0.0,128,
88,4022-335-71012,[4022-335-71012]  filter holder,mm,3000,0.0,,
89,5604-0000-0004,[5604-0000-0004]  MESSING CuZn40Pb2 plat 20x10,Pcs,1,6000.0,,
90,4022-337-30992,[4022-337-30992]  HOLDER FOR SHUTTER,mm,3000,0.0,,
91,5602-0000-0040,[5602-0000-0040]  RVS 430F blank rond 16h9,Pcs,1,0.0,,
92,4022-337-33842,[4022-337-33842]  arret holder,mm,3000,0.0,142,
93,4022-454-25012,[4022-454-25012]  RING,Pcs,1,0.0,40,
94,5601-0000-0019,[5601-0000-0019]  ALU 6082 gzgd plaat 400x400x20,Pcs,1,0.0,40,
95,4022-455-01702,[4022-455-01702]  Sensorblock,Pcs,1,0.0,,10
96,5601-0000-0109,[5601-0000-0109]  ALU 6082 T651 (wgw) gzgd plaat 125x30x84,Pcs,1,0.0,,
97,4022-455-09992,[4022-455-09992]  POST 2,mm,3000,0.0,30,30
98,5602-0000-0003,[5602-0000-0003]  RVS 304/304L wgw plat 40x30,Pcs,1,4760.0,30,
99,4022-455-099943,[4022-455-099943]  post 4,mm,3000,0.0,,
100,4022-455-099953,[4022-455-099953]  post 5,mm,3000,0.0,,
101,4022-455-09997-3,[4022-455-09997-3]  post 7,mm,3000,0.0,,10
102,4022-456-08803,[4022-456-08803]  LENSGAS INTERFACE BLOCK,mm,3000,0.0,,
103,4022-470-85441,[4022-470-85441]  1/2TE Compens Guide 160mm,mm,3000,0.0,,
104,5601-0000-0016,[5601-0000-0016]  ALU 6082 T6 plat 25x15,Pcs,1,6000.0,,
105,4022-481-55761,[4022-481-55761]  Temp Sensor Block,mm,3000,0.0,,
106,4022-481-65971/20,[4022-481-65971/20]  UPPER CABLE CLAMP,mm,3000,0.0,,
107,4022-484-40911,[4022-484-40911]  Al fcp anti loss screw plate,,1,0.0,,
108,4022-484-40921,[4022-484-40921]  Al fcp switch holder,mm,3000,0.0,,
109,5601-0000-0113,[5601-0000-0113]  ALU 6082 T6 plat 50x25,Pcs,1,0.0,,
110,4022-486-33041,[4022-486-33041]  Connector Block,mm,3000,0.0,,
111,5602-0000-0025,[5602-0000-0025]  RVS 316L wgw plat 40x15,Pcs,1,4840.0,100,
112,4022-486-73851/40,[4022-486-73851/40]  Cable Clamp Base (M5),mm,3000,0.0,,
113,4022-510-76650P19,[4022-510-76650P19]  Block POS. 19,mm,3000,0.0,,
114,5603-0000-0023,[5603-0000-0023]  STAAL S355J2G3 wgw vk 90,Pcs,1,0.0,,
115,4022-621-9185,[4022-621-9185]  Ynozzle Ducting V2 Cover,mm,3000,0.0,,
116,4022-630-67632,[4022-630-67632]  HINGE BLOCK BACK,mm,3000,0.0,,
117,4022-631-2166-Pos4,[4022-631-2166-Pos4]  Pos 4,Pcs,1,0.0,,
118,5603-0000-0017,[5603-0000-0017]  STAAL s235jr wgw plat 100x30,Pcs,1,0.0,,
119,4022-631-42881,[4022-631-42881]  Interface y-equilizer 2,mm,3000,0.0,,
120,5602-0000-0011,[5602-0000-0011]  RVS 304/304L wgw vk 50,Pcs,1,6604.0,179,
121,4022-631-47801,[4022-631-47801]  Interface (FIXED),mm,3000,0.0,25,25
122,5602-0000-0038,[5602-0000-0038]  RVS 304/304L wgw plat 50x40,Pcs,1,0.0,25,
123,4022-631-54801,[4022-631-54801]  INTERFACE (ADJUSTABLE),mm,3000,0.0,43,43
