PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[4022.737.00811/AA],3,2026-09-21 08:40:00,2026-09-21 10:10:00,M3-02_(FR3_02),90.0,18794.0,3,[4022.737.00811/AA] EXE VS YNOZ DUCT GR1 COVER,2026-08-13 12:38:53,TBRM /MO/02372
[4022-337-33842],120,2026-09-21 11:10:00,2026-09-21 13:20:00,M3-02_(FR3_02),122.0,14925.0,120,[4022-337-33842] arret holder,2026-07-16 12:00:00,TBRM /MO/01824
[M0216-01-363-B],46,2026-09-21 13:30:00,2026-09-21 19:30:00,M3-02_(FR3_02),360.0,15042.0,46,[M0216-01-363-B] nul-graden arretsegment,2026-09-02 12:00:00,TBRM /MO/02364
[P03422],5,2026-09-21 19:40:00,2026-09-21 21:10:00,M3-02_(FR3_02),90.0,20052.0,5,[P03422] Frameplate T6 gearbox 40mm flange / VDM / P03422,2026-09-28 08:00:00,TBRM /MO/02431
[FM1022-M00026-B],6,2026-09-21 21:20:00,2026-09-21 22:50:00,M3-02_(FR3_02),90.0,19997.0,6,[FM1022-M00026-B] 2.1 Tilting Mirror Block / FM,2026-10-14 19:00:00,TBRM /MO/02416
[00385-00-274-D],616,2026-09-22 08:40:00,2026-09-22 20:10:00,M3-02_(FR3_02),690.0,14888.0,616,[00385-00-274-D] Filling block,2026-05-14 12:00:00,TBRM /MO/01668
[FM1022-M00014-A],6,2026-09-22 20:20:00,2026-09-22 21:50:00,M3-02_(FR3_02),90.0,19999.0,6,[FM1022-M00014-A] Tilting mirror mount / FM,2026-10-14 19:00:00,TBRM /MO/02417
[00385-00-329-A],473,2026-09-22 22:40:00,2026-09-24 15:50:00,M3-02_(FR3_02),1509.0,14891.0,473,[00385-00-329-A] End plate finger safety hinge,2026-07-23 12:00:00,TBRM /MO/01823
[4022.632.63021],1600,2026-09-24 16:00:00,2026-09-24 23:30:00,M3-02_(FR3_02),450.0,7034.0,1600,[4022.632.63021] WTP LOCKING NUT,2026-10-05 02:00:00,TBRM /MO/02354
[7007-2500-0010],1,2026-09-25 08:00:00,2026-09-25 10:30:00,M3-02_(FR3_02),150.0,19199.0,1,[7007-2500-0010] 263 - EL5 Bottom Side Panel Right (Dark) No Coating / IAH / 2026.SPX.0263.20.20,2026-07-10 12:57:03,TBRM /MO/01797
[7001-2580-0023],10,2026-09-25 10:40:00,2026-09-28 19:00:00,M3-02_(FR3_02),1460.0,17773.0,10,[7001-2580-0023] TOP PLATE / FM / FM-02-003-C,2026-09-02 02:00:00,TBRM /MO/01943
[4022-680-50231],25,2026-09-28 19:10:00,2026-09-29 13:30:00,M3-02_(FR3_02),615.0,14996.0,25,[4022-680-50231] MBI WS MK2 F&T BMA CONNECT 1,2026-09-03 02:00:00,TBRM /MO/02306
[FM1022-M00020-A],6,2026-09-29 13:40:00,2026-09-29 15:10:00,M3-02_(FR3_02),90.0,20003.0,6,[FM1022-M00020-A] PFS Upper Mirror Holder CS  / FM,2026-10-14 19:00:00,TBRM /MO/02419
[FM1022-M00021-A],6,2026-09-29 16:40:00,2026-09-29 18:10:00,M3-02_(FR3_02),90.0,20004.0,6,[FM1022-M00021-A] PFS Upper Mirror Holder LS  / FM,2026-10-14 19:00:00,TBRM /MO/02420
[FM1022-M00047-A],6,2026-09-29 19:40:00,2026-09-29 21:10:00,M3-02_(FR3_02),90.0,20005.0,6,[FM1022-M00047-A] PFS Camera Block   / FM,2026-10-14 19:00:00,TBRM /MO/02421
