PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[4022-455-09992],60,2026-09-07 08:00:00,2026-09-07 11:30:00,M3-01_(FR3_01),210.0,14928.0,60,[4022-455-09992] POST 2,2026-08-17 02:00:00,TBRM /MO/01806
[4023-002-16111],10,2026-09-07 11:40:00,2026-09-07 13:10:00,M3-01_(FR3_01),90.0,19792.0,10,[4023-002-16111] filter plate wide Zr0.02,2026-08-28 15:00:00,TBRM /MO/02305
[4022-455-09997-3],40,2026-09-07 13:30:00,2026-09-07 15:40:00,M3-01_(FR3_01),130.0,14931.0,40,[4022-455-09997-3] post 7,2026-08-18 02:00:00,TBRM /MO/01807
[7001-2580-0002],20,2026-09-07 17:00:00,2026-09-07 18:30:00,M3-01_(FR3_01),90.0,17687.0,20,[7001-2580-0002] MT Lever / FM / FM2010-M00004 Rev. D,2026-08-10 02:00:00,TBRM /MO/01935
[4022-451-22801B],6,2026-09-07 18:40:00,2026-09-07 20:10:00,M3-01_(FR3_01),90.0,15540.0,6,[4022-451-22801B] RS Lock MF-X Preload Housing,2026-09-15 13:00:00,TBRM /MO/02302
[4022-635-87291],315,2026-09-07 22:20:00,2026-09-08 13:10:00,M3-01_(FR3_01),405.0,14958.0,315,[4022-635-87291] HANDLE,2026-08-20 02:00:00,TBRM /MO/01940
[4022.737.00811/AA],3,2026-09-08 17:20:00,2026-09-08 18:50:00,M3-01_(FR3_01),90.0,18794.0,3,[4022.737.00811/AA] EXE VS YNOZ DUCT GR1 COVER,2026-08-13 12:38:53,TBRM /MO/02372
[4023-001-43251B],15,2026-09-08 19:00:00,2026-09-08 22:30:00,M3-01_(FR3_01),210.0,15010.0,15,[4023-001-43251B] Block detection RI,2026-09-18 02:00:00,TBRM /MO/01938
[00385-00-329-A],473,2026-09-08 22:40:00,2026-09-10 15:50:00,M3-01_(FR3_01),1509.0,14891.0,473,[00385-00-329-A] End plate finger safety hinge,2026-07-23 12:00:00,TBRM /MO/01823
[4022-637-32081],33,2026-09-10 16:00:00,2026-09-10 22:00:00,M3-01_(FR3_01),354.0,14967.0,33,[4022-637-32081] IH SERVE MECH HINGE BRACKET,2026-08-28 02:00:00,TBRM /MO/01937
[4022-680-50231],25,2026-09-10 22:00:00,2026-09-11 16:20:00,M3-01_(FR3_01),615.0,14996.0,25,[4022-680-50231] MBI WS MK2 F&T BMA CONNECT 1,2026-09-03 02:00:00,TBRM /MO/02306
[4022-674-35671],46,2026-09-11 16:30:00,2026-09-14 13:30:00,M3-01_(FR3_01),780.0,14992.0,46,[4022-674-35671] MBI WS LTT SSXY MAN PLUG,2026-09-23 02:00:00,TBRM /MO/02297
[4022-666-65702(R1)],524,2026-09-14 16:00:00,2026-09-14 19:20:00,M3-01_(FR3_01),195.0,14986.0,524,[4022-666-65702(R1)] LSPH coverplate stud block,2026-05-28 12:00:00,TBRM /MO/01697-003
[4022-671-49061],54,2026-09-14 19:30:00,2026-09-15 14:00:00,M3-01_(FR3_01),630.0,14988.0,54,[4022-671-49061] Bpam front 1,2026-09-17 02:00:00,TBRM /MO/02232
[4022-671-49061],54,2026-09-15 14:10:00,2026-09-15 20:10:00,M3-01_(FR3_01),360.0,14988.0,54,[4022-671-49061] Bpam front 1,2026-09-17 02:00:00,TBRM /MO/02232
[4022-671-49061],108,2026-09-15 23:00:00,2026-09-16 17:30:00,M3-01_(FR3_01),630.0,14988.0,108,[4022-671-49061] Bpam front 1,2026-09-11 02:00:00,TBRM /MO/01830
