PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[4022.666.20971-TBRM MCH],201,2026-09-22 08:00:00,2026-09-22 12:30:00,UMC750SS_(M5-04),261.0,13691.0,201,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,2026-07-15 02:00:00,TBRM /MO/02429
[4022.666.20971-TBRM MCH],201,2026-09-22 12:30:00,2026-09-25 19:20:00,UMC750SS_(M5-04),4723.2,13691.0,201,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,2026-07-15 02:00:00,TBRM /MO/02429
[7001-2580-0032],10,2026-09-25 19:30:00,2026-09-25 23:40:00,UMC750SS_(M5-04),250.0,17782.0,10,[7001-2580-0032] Lens Support / FM / FM-02-042-B,2026-09-02 02:00:00,TBRM /MO/02227
[4022.622.19821],5,2026-09-25 23:50:00,2026-09-28 05:50:00,UMC750SS_(M5-04),360.0,19415.0,5,[4022.622.19821] RH NXE RBI BAFFLE INSERT,2026-09-07 02:00:00,TBRM /MO/02359
[7005-2580-0007],5,2026-09-28 08:00:00,2026-09-28 11:50:00,UMC750SS_(M5-04),225.0,16269.0,5,[7005-2580-0007] Support block  / 07201506 v02-00 - Drawing in RED,2026-09-28 02:00:00,TBRM /MO/02215-002
[7001-2580-0022],3,2026-09-28 12:00:00,2026-09-28 16:10:00,UMC750SS_(M5-04),247.0,17772.0,3,[7001-2580-0022] HOLDER CREDIT CARD / FM / FM-02-007-C,2027-03-15 12:00:00,TBRM /MO/02438
[4022.666.20971-TBRM MCH],500,2026-09-28 17:20:00,2026-10-08 19:40:00,UMC750SS_(M5-04),11660.0,13691.0,500,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,2026-09-14 02:00:00,TBRM /MO/02255-002
[7001-2580-0029],20,2026-10-13 08:00:00,2026-10-14 00:20:00,UMC750SS_(M5-04),980.0,17779.0,20,[7001-2580-0029] Mirror Holder / FM / FM-02-033-B,2026-09-02 02:00:00,TBRM /MO/01957
[4022.704.19282],34,2026-10-15 09:20:00,2026-10-16 20:20:00,UMC750SS_(M5-04),2100.0,14210.0,34,[4022.704.19282] RH RED GRIPPER BODY,2026-08-25 02:00:00,TBRM /MO/01644-003
[4022.666.20971-TBRM MCH],500,2026-10-16 20:30:00,2026-10-28 22:50:00,UMC750SS_(M5-04),11660.0,13691.0,500,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,2026-11-10 01:00:00,TBRM /MO/02355
[7001-2580-0024],10,2026-10-29 08:00:00,2026-10-30 09:30:00,UMC750SS_(M5-04),1530.0,17774.0,10,[7001-2580-0024] LIGHT L BRACKET / FM / FM-02-030-B,2026-09-02 02:00:00,TBRM /MO/01944
