PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration
[4022-637-29301],17,2026-08-31 08:00:00,2026-08-31 09:00:00,BW_(BKW_01),51.0
[4598-008-08901B POS 1],92,2026-08-31 09:00:00,2026-08-31 13:40:00,BW_(BKW_01),276.0
[4598-008-08901B POS 1],80,2026-09-02 08:00:00,2026-09-02 12:00:00,BW_(BKW_01),240.0
