PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[7001-2580-0041],20,2026-09-07 08:00:00,2026-09-07 11:30:00,UMC750SS_(M5-05),200.8,18718.0,20,[7001-2580-0041] MT Interface Plate / FM/ FM2010-M00003 Rev. E,2026-08-10 02:00:00,TBRM /MO/01852
[7005-2480-0070],32,2026-09-07 11:40:00,2026-09-07 15:20:00,UMC750SS_(M5-05),212.0,13982.0,32,[7005-2480-0070] GRIPP / 105-46612,2026-08-20 02:00:00,TBRM /MO/01763
[4022.683.44771],1,2026-09-07 15:30:00,2026-09-07 16:50:00,UMC750SS_(M5-05),78.0,16114.0,1,[4022.683.44771] RH NXE RED RZ ENC PLATE SPPRT,2026-09-09 02:00:00,TBRM /MO/02331
[7005-2580-0005],30,2026-09-07 17:00:00,2026-09-07 18:20:00,UMC750SS_(M5-05),72.0,16257.0,30,[7005-2580-0005] Single Rail V01-00-A (IGUS / WSQ-06S) / NFI / 26224401,2026-10-15 02:00:00,TBRM /MO/02369
N26241006V01-00 - Spacer B,16,2026-09-07 19:40:00,2026-09-08 08:00:00,UMC750SS_(M5-05),252.0,17536.0,16,N26241006V01-00 - Spacer B,2026-08-12 02:00:00,TBRM /MO/02289
[4023-001-43251B],15,2026-09-08 08:10:00,2026-09-08 11:10:00,UMC750SS_(M5-05),180.0,15010.0,15,[4023-001-43251B] Block detection RI,2026-09-18 02:00:00,TBRM /MO/01938
N26241005V02-00 - Spacer,16,2026-09-08 12:40:00,2026-09-08 17:10:00,UMC750SS_(M5-05),268.0,17535.0,16,N26241005V02-00 - Spacer,2026-08-12 02:00:00,TBRM /MO/02288
[7001-2580-0034],10,2026-09-08 17:20:00,2026-09-08 23:00:00,UMC750SS_(M5-05),340.0,17784.0,10,[7001-2580-0034] Base / FM / FM-02-018-B,2026-09-02 02:00:00,TBRM /MO/01970
[7001-2580-0017],12,2026-09-08 23:10:00,2026-09-09 08:50:00,UMC750SS_(M5-05),94.0,17767.0,12,[7001-2580-0017] Pusher / FM / FM-02-011-B,2027-02-08 12:00:00,TBRM /MO/02221
[7001-2580-0016],12,2026-09-09 09:00:00,2026-09-09 10:30:00,UMC750SS_(M5-05),86.0,17766.0,12,[7001-2580-0016] Pusher Protect / FM / FM-02-012-B,2027-02-08 12:00:00,TBRM /MO/02222
[7001-2580-0039],32,2026-09-09 09:00:00,2026-09-09 10:20:00,UMC750SS_(M5-05),72.0,17789.0,32,[7001-2580-0039] Lens Shim / FM / FM-02-061-B,2027-02-08 12:00:00,TBRM /MO/02225
[7001-2580-0024],10,2026-09-09 10:40:00,2026-09-10 20:10:00,UMC750SS_(M5-05),1530.0,17774.0,10,[7001-2580-0024] LIGHT L BRACKET / FM / FM-02-030-B,2026-09-02 02:00:00,TBRM /MO/01944
[7001-2580-0030],20,2026-09-10 20:20:00,2026-09-11 14:20:00,UMC750SS_(M5-05),600.0,17780.0,20,[7001-2580-0030] Lens Fix / FM / FM-02-009-B,2026-09-02 02:00:00,TBRM /MO/01958
[7001-2540-0009],10,2026-09-11 14:20:00,2026-09-11 22:20:00,UMC750SS_(M5-05),480.0,17904.0,10,[7001-2540-0009] Mirror Holder V2 / FM-02-034 ,2026-09-02 02:00:00,TBRM /MO/02008
[1207568A],30,2026-09-11 22:30:00,2026-09-14 17:30:00,UMC750SS_(M5-05),660.0,14912.0,30,[1207568A] Cable clamp,2026-12-31 09:00:00,TBRM /MO/01300
[7001-2580-0040],72,2026-09-14 18:00:00,2026-09-14 19:40:00,UMC750SS_(M5-05),96.0,17790.0,72,[7001-2580-0040] Window Holder / FM / FM-02-041-B,2027-02-08 12:00:00,TBRM /MO/02223
[7001-2580-0035],10,2026-09-14 21:20:00,2026-09-15 15:10:00,UMC750SS_(M5-05),590.0,17785.0,10,[7001-2580-0035] SA Housing / FM / FM-02-017-B,2026-09-02 02:00:00,TBRM /MO/01971
[7001-2580-0026],10,2026-09-15 15:20:00,2026-09-15 22:00:00,UMC750SS_(M5-05),395.0,17776.0,10,[7001-2580-0026] Holder Fresnell / FM / FM-02-035-B,2027-02-08 12:00:00,TBRM /MO/02228
[7005-2580-0007],8,2026-09-16 16:00:00,2026-09-16 21:30:00,UMC750SS_(M5-05),324.0,16269.0,8,[7005-2580-0007] Support block  / 07201506 v02-00 - Drawing in RED,2026-09-04 02:00:00,TBRM /MO/01711
[7001-2580-0037],9,2026-09-16 21:40:00,2026-09-17 11:50:00,UMC750SS_(M5-05),366.0,17787.0,9,[7001-2580-0037] SA Lens Mount / FM / FM-02-020-B,2027-02-08 12:00:00,TBRM /MO/02224
[7001-2580-0045],20,2026-09-18 08:00:00,2026-09-18 13:20:00,UMC750SS_(M5-05),316.0,18722.0,20,[7001-2580-0045] ST Spring Housing / FM / FM2010-M00011 Rev. D,2026-08-10 02:00:00,TBRM /MO/01868
[7001-2580-0045],20,2026-09-18 13:30:00,2026-09-18 17:40:00,UMC750SS_(M5-05),248.0,18722.0,20,[7001-2580-0045] ST Spring Housing / FM / FM2010-M00011 Rev. D,2026-08-10 02:00:00,TBRM /MO/01868
[4022.684.32042],80,2026-09-18 17:50:00,2026-09-24 18:50:00,UMC750SS_(M5-05),3900.0,7363.0,80,[4022.684.32042] RH RED DYNAMIC STRAIN RELIEF B ,2026-10-20 02:00:00,TBRM /MO/02216
[7001-2580-0042],20,2026-10-01 08:00:00,2026-10-01 12:00:00,UMC750SS_(M5-05),233.33,18719.0,20,[7001-2580-0042] MT Clamp Axle / FM / FM2010-M00005 Rev. E,2026-08-10 02:00:00,TBRM /MO/01853
[4022.666.20971-TBRM MCH],500,2026-10-01 12:10:00,2026-10-19 14:30:00,UMC750SS_(M5-05),11660.0,13691.0,500,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,2026-09-14 02:00:00,TBRM /MO/02255-002
