PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[4022.645.57761],20,2026-09-21 08:20:00,2026-09-21 09:50:00,M3-01_(FR3_01),90.0,19387.0,20,[4022.645.57761] RH NXE RBI COVER HOUSING,2026-07-29 02:00:00,TBRM /MO/01734-003
[00002033- 04],3,2026-09-21 10:00:00,2026-09-21 11:40:00,M3-01_(FR3_01),93.33,19696.0,3,[00002033- 04] ADAPTER PLATE,2026-11-20 01:00:00,TBRM /MO/02238-002
[P03421A],2,2026-09-21 12:20:00,2026-09-21 13:50:00,M3-01_(FR3_01),90.0,20051.0,2,[P03421A] Cap Motor Housing M3 / VDM / P03421A,2026-09-28 08:00:00,TBRM /MO/02430
[7005-2580-0002],9,2026-09-21 13:50:00,2026-09-21 15:20:00,M3-01_(FR3_01),90.0,16254.0,9,[7005-2580-0002] Stroke Limiter Plate ZY-R V01-02-B / 26223909,2026-09-28 10:40:52,TBRM /MO/02433
[7007-2500-0010],1,2026-09-21 21:20:00,2026-09-21 23:50:00,M3-01_(FR3_01),150.0,19199.0,1,[7007-2500-0010] 263 - EL5 Bottom Side Panel Right (Dark) No Coating / IAH / 2026.SPX.0263.20.20,2026-07-10 12:57:03,TBRM /MO/01797
[7001-2580-0023],10,2026-09-22 08:00:00,2026-09-22 20:20:00,M3-01_(FR3_01),740.0,17773.0,10,[7001-2580-0023] TOP PLATE / FM / FM-02-003-C,2026-09-02 02:00:00,TBRM /MO/01943
[M0216-01-363-B],46,2026-09-22 22:00:00,2026-09-24 13:00:00,M3-01_(FR3_01),1378.0,15042.0,46,[M0216-01-363-B] nul-graden arretsegment,2026-09-02 12:00:00,TBRM /MO/02364
[FM1022-M00017-A],6,2026-09-24 13:10:00,2026-09-24 14:40:00,M3-01_(FR3_01),90.0,20000.0,6,[FM1022-M00017-A] PFS Fixed mirror Holder LS / FM,2026-10-14 19:00:00,TBRM /MO/02418
[4022.645.57761],20,2026-09-24 16:00:00,2026-09-25 21:30:00,M3-01_(FR3_01),1290.0,19387.0,20,[4022.645.57761] RH NXE RBI COVER HOUSING,2026-07-29 02:00:00,TBRM /MO/01734-003
[4022.645.57761],20,2026-09-25 21:40:00,2026-09-29 11:10:00,M3-01_(FR3_01),1290.0,19387.0,20,[4022.645.57761] RH NXE RBI COVER HOUSING,2026-07-29 02:00:00,TBRM /MO/01734-003
[4022-656-92231],126,2026-09-29 11:20:00,2026-09-30 13:40:00,M3-01_(FR3_01),1098.0,14980.0,126,[4022-656-92231] Exhaust fw bridge 1980,2026-10-06 02:00:00,TBRM /MO/02362
[FM1022-M00031-A],6,2026-09-30 13:50:00,2026-09-30 15:20:00,M3-01_(FR3_01),90.0,20007.0,6,[FM1022-M00031-A] PFS LED Insulator / FM,2026-10-14 19:00:00,TBRM /MO/02423
[FM1022-M00054-A],6,2026-09-30 16:40:00,2026-09-30 18:10:00,M3-01_(FR3_01),90.0,20010.0,6,[FM1022-M00054-A] PFS Spring Limiter POM / FM,2026-10-14 19:00:00,TBRM /MO/02426
[FM0001-M00006-B],6,2026-09-30 19:40:00,2026-09-30 21:10:00,M3-01_(FR3_01),90.0,20011.0,6,[FM0001-M00006-B] GEB Baseplate / FM,2026-10-14 19:00:00,TBRM /MO/02427
[4022.645.53391],1,2026-09-30 21:20:00,2026-09-30 23:40:00,M3-01_(FR3_01),135.0,19386.0,1,[4022.645.53391] NXE RBI ILLUM TRANSPORT COVER,2026-11-20 01:00:00,TBRM /MO/02444
[00429-00-662-B],400,2026-10-01 08:00:00,2026-10-01 11:10:00,M3-01_(FR3_01),190.0,14895.0,400,[00429-00-662-B] Arret lever,2026-08-06 12:00:00,TBRM /MO/02299
[4022-666-3837-1],212,2026-10-01 11:20:00,2026-10-02 14:30:00,M3-01_(FR3_01),1150.0,14985.0,212,[4022-666-3837-1] LSPH Bellow Clamp,2026-10-08 02:00:00,TBRM /MO/02296
[7001-2680-0002],6,2026-10-02 14:40:00,2026-10-02 16:10:00,M3-01_(FR3_01),90.0,19969.0,6,[7001-2680-0002] PFS Edge Exclusion Block / FM / FM1022-M00042-A,2026-10-14 19:00:00,TBRM /MO/02411
[FM1022-M00001-A],6,2026-10-02 16:20:00,2026-10-02 17:50:00,M3-01_(FR3_01),90.0,19975.0,6,[FM1022-M00001-A] PFS Top Plate / FM,2026-10-14 19:00:00,TBRM /MO/02412
[FM1022-M00002-A],6,2026-10-02 19:20:00,2026-10-02 20:50:00,M3-01_(FR3_01),90.0,19983.0,6,[FM1022-M00002-A] PFS Bottom Plate / FM,2026-10-14 19:00:00,TBRM /MO/02413
[FM1022-M00003-A],6,2026-10-02 22:20:00,2026-10-02 23:50:00,M3-01_(FR3_01),90.0,19986.0,6,[FM1022-M00003-A] PFS Side Plate CS / FM,2026-10-14 19:00:00,TBRM /MO/02414
[FM1022-M00004-A],6,2026-10-05 09:20:00,2026-10-05 10:50:00,M3-01_(FR3_01),90.0,19987.0,6,[FM1022-M00004-A] PFS Side Plate LS / FM,2026-10-14 19:00:00,TBRM /MO/02415
[P183614A],12,2026-10-05 12:40:00,2026-10-05 14:40:00,M3-01_(FR3_01),120.0,19338.0,12,[P183614A] IQS PCBA MOUNT,2026-10-23 02:00:00,TBRM /MO/02443
[P183614A],12,2026-10-05 16:00:00,2026-10-05 18:00:00,M3-01_(FR3_01),120.0,19338.0,12,[P183614A] IQS PCBA MOUNT,2026-10-23 02:00:00,TBRM /MO/02443
[4022.632.63021],1600,2026-10-05 18:10:00,2026-10-06 09:40:00,M3-01_(FR3_01),450.0,7034.0,1600,[4022.632.63021] WTP LOCKING NUT,2026-11-10 01:00:00,TBRM /MO/02356
[BD50-5075-011-E],44,2026-10-06 09:50:00,2026-10-06 14:20:00,M3-01_(FR3_01),266.0,15028.0,44,[BD50-5075-011-E] bracket,2026-11-24 01:00:00,TBRM /MO/02375
[7005-2580-0014],5,2026-10-06 16:00:00,2026-10-08 11:30:00,M3-01_(FR3_01),1650.0,17992.0,5,[7005-2580-0014] Backplate V01-00 / NFI / 27244701,2026-10-05 02:00:00,TBRM /MO/02367
[BD50-5075-015F],20,2026-10-08 11:40:00,2026-10-08 15:10:00,M3-01_(FR3_01),210.0,15030.0,20,[BD50-5075-015F] bracket,2026-11-12 01:00:00,TBRM /MO/01844
[BD50-5085-009-C],30,2026-10-08 22:40:00,2026-10-09 11:10:00,M3-01_(FR3_01),270.0,15032.0,30,[BD50-5085-009-C] bracket,2026-11-12 01:00:00,TBRM /MO/01835
[BD50-5075-011-E],52,2026-10-09 18:40:00,2026-10-09 23:40:00,M3-01_(FR3_01),298.0,15028.0,52,[BD50-5075-011-E] bracket,2026-11-12 01:00:00,TBRM /MO/01840
