PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[7001-2580-0041],20,2026-09-08 08:00:00,2026-09-08 11:30:00,UMC750SS_(M5-05),200.8,18718.0,20,[7001-2580-0041] MT Interface Plate / FM/ FM2010-M00003 Rev. E,2026-08-10 02:00:00,TBRM /MO/01852
[7001-2580-0029],20,2026-09-08 11:40:00,2026-09-09 12:00:00,UMC750SS_(M5-05),980.0,17779.0,20,[7001-2580-0029] Mirror Holder / FM / FM-02-033-B,2026-09-02 02:00:00,TBRM /MO/01957
[7001-2580-0047],20,2026-09-09 13:20:00,2026-09-09 15:20:00,UMC750SS_(M5-05),120.0,18724.0,20,[7001-2580-0047] ST Lever / FM / FM2010-M00014 Rev. D,2026-08-10 02:00:00,TBRM /MO/01876
N26241005V02-00 - Spacer,16,2026-09-09 16:00:00,2026-09-09 20:30:00,UMC750SS_(M5-05),268.0,17535.0,16,N26241005V02-00 - Spacer,2026-08-12 02:00:00,TBRM /MO/02288
[7005-2580-0010],4,2026-09-09 20:40:00,2026-09-09 22:30:00,UMC750SS_(M5-05),101.0,16360.0,4,[7005-2580-0010] Cylinder bracket V01-00 / NFI / 27244703,2026-10-05 02:00:00,TBRM /MO/02370
N26241006V01-00 - Spacer B,16,2026-09-09 22:40:00,2026-09-10 11:00:00,UMC750SS_(M5-05),252.0,17536.0,16,N26241006V01-00 - Spacer B,2026-08-12 02:00:00,TBRM /MO/02289
[7001-2580-0034],10,2026-09-10 11:10:00,2026-09-10 16:50:00,UMC750SS_(M5-05),340.0,17784.0,10,[7001-2580-0034] Base / FM / FM-02-018-B,2026-09-02 02:00:00,TBRM /MO/01970
[7005-2580-0015],5,2026-09-10 17:00:00,2026-09-11 14:10:00,UMC750SS_(M5-05),785.0,17993.0,5,[7005-2580-0015] Baseplate V01-00 / NFI / 27244702,2026-10-05 02:00:00,TBRM /MO/02368
[7001-2580-0016],12,2026-09-11 14:20:00,2026-09-11 15:50:00,UMC750SS_(M5-05),86.0,17766.0,12,[7001-2580-0016] Pusher Protect / FM / FM-02-012-B,2027-02-08 12:00:00,TBRM /MO/02222
[7001-2580-0039],32,2026-09-11 14:20:00,2026-09-11 15:40:00,UMC750SS_(M5-05),72.0,17789.0,32,[7001-2580-0039] Lens Shim / FM / FM-02-061-B,2027-02-08 12:00:00,TBRM /MO/02225
[7001-2540-0009],10,2026-09-11 16:00:00,2026-09-14 08:00:00,UMC750SS_(M5-05),480.0,17904.0,10,[7001-2540-0009] Mirror Holder V2 / FM-02-034 ,2026-09-02 02:00:00,TBRM /MO/02008
[1207568A],30,2026-09-14 08:10:00,2026-09-14 19:10:00,UMC750SS_(M5-05),660.0,14912.0,30,[1207568A] Cable clamp,2026-12-31 09:00:00,TBRM /MO/01300
[7001-2580-0032],10,2026-09-14 19:20:00,2026-09-14 23:30:00,UMC750SS_(M5-05),250.0,17782.0,10,[7001-2580-0032] Lens Support / FM / FM-02-042-B,2027-02-08 12:00:00,TBRM /MO/02227
[7001-2580-0038],10,2026-09-15 08:00:00,2026-09-15 13:40:00,UMC750SS_(M5-05),340.0,17788.0,10,[7001-2580-0038] Swing / FM / FM-02-019-B,2026-09-02 02:00:00,TBRM /MO/01976
[7001-2580-0020],18,2026-09-15 13:50:00,2026-09-15 15:40:00,UMC750SS_(M5-05),104.0,17770.0,18,[7001-2580-0020] Monitor Support 2 / FM / FM-02-045-B,2027-02-08 12:00:00,TBRM /MO/02219
[7001-2580-0017],12,2026-09-15 21:00:00,2026-09-15 22:40:00,UMC750SS_(M5-05),94.0,17767.0,12,[7001-2580-0017] Pusher / FM / FM-02-011-B,2027-02-08 12:00:00,TBRM /MO/02221
[7005-2580-0007],8,2026-09-16 08:00:00,2026-09-16 13:30:00,UMC750SS_(M5-05),324.0,16269.0,8,[7005-2580-0007] Support block  / 07201506 v02-00 - Drawing in RED,2026-09-04 02:00:00,TBRM /MO/01711
[7001-2580-0019],18,2026-09-16 13:40:00,2026-09-16 15:40:00,UMC750SS_(M5-05),111.0,17769.0,18,[7001-2580-0019] Monitor Support / FM / FM-02-046-B,2027-02-08 12:00:00,TBRM /MO/02220
[7001-2580-0033],10,2026-09-16 15:50:00,2026-09-16 19:10:00,UMC750SS_(M5-05),200.0,17783.0,10,[7001-2580-0033] Detector Mount / FM / FM-02-044-B,2027-02-08 12:00:00,TBRM /MO/02226
[7001-2580-0026],10,2026-09-17 10:40:00,2026-09-17 17:20:00,UMC750SS_(M5-05),395.0,17776.0,10,[7001-2580-0026] Holder Fresnell / FM / FM-02-035-B,2027-02-08 12:00:00,TBRM /MO/02228
[4022.704.19302],124,2026-09-18 10:40:00,2026-09-18 15:50:00,UMC750SS_(M5-05),308.0,6974.0,124,[4022.704.19302] RH RED STATIC STRAIN RELIEF A,2026-10-06 02:00:00,TBRM /MO/02217
[7001-2580-0005],20,2026-09-21 08:00:00,2026-09-22 10:20:00,UMC750SS_(M5-05),1100.0,17693.0,20,[7001-2580-0005] MT Center Body / FM / FM2010-M00019 Rev. C,2026-08-10 02:00:00,TBRM /MO/01848
[4022.666.20971-TBRM MCH],500,2026-09-22 10:30:00,2026-10-08 12:50:00,UMC750SS_(M5-05),11660.0,13691.0,500,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,2026-09-14 02:00:00,TBRM /MO/02255-002
