PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[7001-2580-0007],20,2026-09-04 08:00:00,2026-09-04 10:20:00,UMC750_(M5-03),136.0,17701.0,20,[7001-2580-0007] ST Interface plate / FM / FM210-M00008 Rev. D,2026-08-10 02:00:00,TBRM /MO/01872
[7001-2580-0029],20,2026-09-04 10:30:00,2026-09-07 10:50:00,UMC750_(M5-03),980.0,17779.0,20,[7001-2580-0029] Mirror Holder / FM / FM-02-033-B,2026-09-02 02:00:00,TBRM /MO/01957
[7001-2540-0009],10,2026-09-07 11:00:00,2026-09-07 19:00:00,UMC750_(M5-03),480.0,17904.0,10,[7001-2540-0009] Mirror Holder V2 / FM-02-034 ,2026-09-02 02:00:00,TBRM /MO/02008
[7005-2580-0015],5,2026-09-07 19:10:00,2026-09-08 16:20:00,UMC750_(M5-03),785.0,17993.0,5,[7005-2580-0015] Baseplate V01-00 / NFI / 27244702,2026-10-05 02:00:00,TBRM /MO/02368
[7001-2580-0032],10,2026-09-08 16:30:00,2026-09-08 20:40:00,UMC750_(M5-03),250.0,17782.0,10,[7001-2580-0032] Lens Support / FM / FM-02-042-B,2027-02-08 12:00:00,TBRM /MO/02227
[7001-2580-0018],60,2026-09-08 21:20:00,2026-09-09 21:20:00,UMC750_(M5-03),960.0,17768.0,60,[7001-2580-0018] Mountblock / FM / FM-02-013-B,2026-09-02 02:00:00,TBRM /MO/01997
[7005-2580-0007],8,2026-09-09 21:30:00,2026-09-10 11:00:00,UMC750_(M5-03),324.0,16269.0,8,[7005-2580-0007] Support block  / 07201506 v02-00 - Drawing in RED,2026-09-28 02:00:00,TBRM /MO/02215
[1207568A],30,2026-09-10 11:10:00,2026-09-10 22:10:00,UMC750_(M5-03),660.0,14912.0,30,[1207568A] Cable clamp,2026-12-31 09:00:00,TBRM /MO/01300
[7001-2580-0026],10,2026-09-10 23:20:00,2026-09-11 14:00:00,UMC750_(M5-03),395.0,17776.0,10,[7001-2580-0026] Holder Fresnell / FM / FM-02-035-B,2027-02-08 12:00:00,TBRM /MO/02228
[7001-2580-0039],32,2026-09-11 14:10:00,2026-09-11 15:30:00,UMC750_(M5-03),72.0,17789.0,32,[7001-2580-0039] Lens Shim / FM / FM-02-061-B,2027-02-08 12:00:00,TBRM /MO/02225
[7005-2580-0007],8,2026-09-11 16:00:00,2026-09-11 21:30:00,UMC750_(M5-03),324.0,16269.0,8,[7005-2580-0007] Support block  / 07201506 v02-00 - Drawing in RED,2026-09-04 02:00:00,TBRM /MO/01711
[7001-2580-0040],72,2026-09-11 21:40:00,2026-09-11 23:20:00,UMC750_(M5-03),96.0,17790.0,72,[7001-2580-0040] Window Holder / FM / FM-02-041-B,2027-02-08 12:00:00,TBRM /MO/02223
[7001-2580-0019],18,2026-09-14 12:40:00,2026-09-14 14:40:00,UMC750_(M5-03),111.0,17769.0,18,[7001-2580-0019] Monitor Support / FM / FM-02-046-B,2027-02-08 12:00:00,TBRM /MO/02220
[4022.622.61092],68,2026-09-14 16:00:00,2026-09-15 23:40:00,UMC750_(M5-03),1420.0,7366.0,68,[4022.622.61092] RH RED GRIPPER CABLE COVER ,2026-11-02 01:00:00,TBRM /MO/01756
[7001-2580-0037],9,2026-09-15 23:50:00,2026-09-16 14:00:00,UMC750_(M5-03),366.0,17787.0,9,[7001-2580-0037] SA Lens Mount / FM / FM-02-020-B,2027-02-08 12:00:00,TBRM /MO/02224
[7001-2580-0038],10,2026-09-16 16:00:00,2026-09-16 21:40:00,UMC750_(M5-03),340.0,17788.0,10,[7001-2580-0038] Swing / FM / FM-02-019-B,2026-09-02 02:00:00,TBRM /MO/01976
[7001-2580-0043],20,2026-09-17 08:00:00,2026-09-17 12:10:00,UMC750_(M5-03),250.0,18720.0,20,[7001-2580-0043] MT Carrier Disc / FM / FM2010-M00020  Rev. C,2026-08-10 02:00:00,TBRM /MO/01863
[7001-2580-0043],20,2026-09-17 12:20:00,2026-09-17 17:10:00,UMC750_(M5-03),290.0,18720.0,20,[7001-2580-0043] MT Carrier Disc / FM / FM2010-M00020  Rev. C,2026-08-10 02:00:00,TBRM /MO/01863
[7001-2580-0042],20,2026-09-17 20:00:00,2026-09-17 23:30:00,UMC750_(M5-03),203.67,18719.0,20,[7001-2580-0042] MT Clamp Axle / FM / FM2010-M00005 Rev. E,2026-08-10 02:00:00,TBRM /MO/01853
[7001-2580-0022],9,2026-09-17 23:40:00,2026-09-18 18:10:00,UMC750_(M5-03),621.0,17772.0,9,[7001-2580-0022] HOLDER CREDIT CARD / FM / FM-02-007-C,2027-02-08 12:00:00,TBRM /MO/02218
[7001-2580-0047],20,2026-09-30 08:00:00,2026-09-30 09:10:00,UMC750_(M5-03),68.8,18724.0,20,[7001-2580-0047] ST Lever / FM / FM2010-M00014 Rev. D,2026-08-10 02:00:00,TBRM /MO/01876
[7001-2580-0047],20,2026-09-30 09:20:00,2026-09-30 11:20:00,UMC750_(M5-03),120.0,18724.0,20,[7001-2580-0047] ST Lever / FM / FM2010-M00014 Rev. D,2026-08-10 02:00:00,TBRM /MO/01876
