PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[7001-2580-0041],20,2026-09-04 08:00:00,2026-09-04 11:30:00,UMC750SS_(M5-05),200.8,18718.0,20,[7001-2580-0041] MT Interface Plate / FM/ FM2010-M00003 Rev. E,2026-08-10 02:00:00,TBRM /MO/01852
N26241005V02-00 - Spacer,16,2026-09-04 11:40:00,2026-09-04 16:10:00,UMC750SS_(M5-05),268.0,17535.0,16,N26241005V02-00 - Spacer,2026-08-12 02:00:00,TBRM /MO/02288
[4022-455-09997-3],40,2026-09-04 16:20:00,2026-09-04 21:50:00,UMC750SS_(M5-05),330.0,14931.0,40,[4022-455-09997-3] post 7,2026-08-18 02:00:00,TBRM /MO/01807
[4022.683.44771],1,2026-09-04 22:00:00,2026-09-04 23:20:00,UMC750SS_(M5-05),78.0,16114.0,1,[4022.683.44771] RH NXE RED RZ ENC PLATE SPPRT,2026-09-09 02:00:00,TBRM /MO/02331
[7005-2580-0005],30,2026-09-04 23:30:00,2026-09-07 08:50:00,UMC750SS_(M5-05),72.0,16257.0,30,[7005-2580-0005] Single Rail V01-00-A (IGUS / WSQ-06S) / NFI / 26224401,2026-10-15 02:00:00,TBRM /MO/02369
[7001-2580-0016],12,2026-09-07 09:00:00,2026-09-07 10:30:00,UMC750SS_(M5-05),86.0,17766.0,12,[7001-2580-0016] Pusher Protect / FM / FM-02-012-B,2027-02-08 12:00:00,TBRM /MO/02222
[7001-2580-0024],10,2026-09-07 10:40:00,2026-09-08 20:10:00,UMC750SS_(M5-05),1530.0,17774.0,10,[7001-2580-0024] LIGHT L BRACKET / FM / FM-02-030-B,2026-09-02 02:00:00,TBRM /MO/01944
[7001-2580-0030],20,2026-09-08 20:20:00,2026-09-09 14:20:00,UMC750SS_(M5-05),600.0,17780.0,20,[7001-2580-0030] Lens Fix / FM / FM-02-009-B,2026-09-02 02:00:00,TBRM /MO/01958
[7001-2580-0031],10,2026-09-09 14:40:00,2026-09-10 13:50:00,UMC750SS_(M5-05),910.0,17781.0,10,[7001-2580-0031] Lens Mechanism 2 / FM / FM-02-004-B,2026-09-02 02:00:00,TBRM /MO/01959
[7001-2580-0017],12,2026-09-10 14:00:00,2026-09-10 15:40:00,UMC750SS_(M5-05),94.0,17767.0,12,[7001-2580-0017] Pusher / FM / FM-02-011-B,2027-02-08 12:00:00,TBRM /MO/02221
[7001-2580-0033],10,2026-09-10 21:00:00,2026-09-10 23:40:00,UMC750SS_(M5-05),160.0,17783.0,10,[7001-2580-0033] Detector Mount / FM / FM-02-044-B,2027-02-08 12:00:00,TBRM /MO/02226
[7001-2580-0036],10,2026-09-11 08:00:00,2026-09-11 13:20:00,UMC750SS_(M5-05),320.0,17786.0,10,[7001-2580-0036] LS Actuator Arm / FM / FM-02-029-B,2026-09-02 02:00:00,TBRM /MO/01972
[7001-2580-0022],9,2026-09-11 13:30:00,2026-09-11 19:00:00,UMC750SS_(M5-05),324.0,17772.0,9,[7001-2580-0022] HOLDER CREDIT CARD / FM / FM-02-007-C,2027-02-08 12:00:00,TBRM /MO/02218
[7001-2580-0020],18,2026-09-11 20:00:00,2026-09-11 21:50:00,UMC750SS_(M5-05),104.0,17770.0,18,[7001-2580-0020] Monitor Support 2 / FM / FM-02-045-B,2027-02-08 12:00:00,TBRM /MO/02219
[7001-2580-0035],10,2026-09-14 08:00:00,2026-09-14 17:50:00,UMC750SS_(M5-05),590.0,17785.0,10,[7001-2580-0035] SA Housing / FM / FM-02-017-B,2026-09-02 02:00:00,TBRM /MO/01971
[7005-2580-0017],18,2026-09-14 18:00:00,2026-09-16 21:30:00,UMC750SS_(M5-05),2130.0,18142.0,18,[7005-2580-0017] GP Z-Adjustment Lever V02-01 / 26241001,2026-10-15 02:00:00,TBRM /MO/02366
[7001-2580-0045],20,2026-09-17 08:00:00,2026-09-17 13:20:00,UMC750SS_(M5-05),316.0,18722.0,20,[7001-2580-0045] ST Spring Housing / FM / FM2010-M00011 Rev. D,2026-08-10 02:00:00,TBRM /MO/01868
[4022.622.61092],68,2026-09-17 13:30:00,2026-09-21 18:50:00,UMC750SS_(M5-05),2236.0,7366.0,68,[4022.622.61092] RH RED GRIPPER CABLE COVER ,2026-11-02 01:00:00,TBRM /MO/01756
[4022.695.89671],10,2026-09-21 19:00:00,2026-09-23 09:00:00,UMC750SS_(M5-05),1320.0,19365.0,10,[4022.695.89671] MBI WS MK2 AORTA DC BRACE IF,2027-02-08 12:00:00,TBRM /MO/02244
[7001-2580-0044],20,2026-09-30 08:00:00,2026-09-30 14:20:00,UMC750SS_(M5-05),379.67,18721.0,20,[7001-2580-0044] ST Clamping Axle / FM / FM2010-M00009 Rev. D,2026-08-10 02:00:00,TBRM /MO/01864
[4022.666.20971-TBRM MCH],500,2026-10-01 16:40:00,2026-10-19 19:00:00,UMC750SS_(M5-05),11660.0,13691.0,500,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,2026-11-10 01:00:00,TBRM /MO/02355
