PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[4022-666-65702(R1)],524,2026-09-10 08:00:00,2026-09-10 11:20:00,M3-02_(FR3_02),195.0,14986.0,524,[4022-666-65702(R1)] LSPH coverplate stud block,2026-05-28 12:00:00,TBRM /MO/01697-003
[7001-2580-0023],10,2026-09-10 11:30:00,2026-09-10 23:50:00,M3-02_(FR3_02),740.0,17773.0,10,[7001-2580-0023] TOP PLATE / FM / FM-02-003-C,2026-09-02 02:00:00,TBRM /MO/01943
[4022-637-32081],20,2026-09-11 08:00:00,2026-09-11 12:10:00,M3-02_(FR3_02),250.0,14967.0,20,[4022-637-32081] IH SERVE MECH HINGE BRACKET,2026-08-28 02:00:00,TBRM /MO/02325
[4022-451-22801B],6,2026-09-11 12:20:00,2026-09-11 13:50:00,M3-02_(FR3_02),90.0,15540.0,6,[4022-451-22801B] RS Lock MF-X Preload Housing,2026-09-15 13:00:00,TBRM /MO/02302
[M0216-01-363-B],90,2026-09-11 14:40:00,2026-09-11 20:40:00,M3-02_(FR3_02),360.0,15042.0,90,[M0216-01-363-B] nul-graden arretsegment,2026-09-02 12:00:00,TBRM /MO/02364
[4022.632.63021],1600,2026-09-11 20:50:00,2026-09-14 12:20:00,M3-02_(FR3_02),450.0,7034.0,1600,[4022.632.63021] WTP LOCKING NUT,2026-10-05 02:00:00,TBRM /MO/02354
[00385-00-329-A],473,2026-09-14 13:20:00,2026-09-15 22:30:00,M3-02_(FR3_02),1509.0,14891.0,473,[00385-00-329-A] End plate finger safety hinge,2026-07-23 12:00:00,TBRM /MO/01823
[4022-671-49061],54,2026-09-15 22:40:00,2026-09-16 17:10:00,M3-02_(FR3_02),630.0,14988.0,54,[4022-671-49061] Bpam front 1,2026-09-17 02:00:00,TBRM /MO/02232
[4022-674-35671],46,2026-09-16 17:20:00,2026-09-17 14:20:00,M3-02_(FR3_02),780.0,14992.0,46,[4022-674-35671] MBI WS LTT SSXY MAN PLUG,2026-09-23 02:00:00,TBRM /MO/02297
[BD50-5075-011-E],52,2026-09-17 14:30:00,2026-09-17 19:30:00,M3-02_(FR3_02),298.0,15028.0,52,[BD50-5075-011-E] bracket,2026-11-12 01:00:00,TBRM /MO/01840
[4022-656-92231],126,2026-09-17 20:00:00,2026-09-18 22:20:00,M3-02_(FR3_02),1098.0,14980.0,126,[4022-656-92231] Exhaust fw bridge 1980,2026-10-06 02:00:00,TBRM /MO/02362
[BD50-5085-009-C],57,2026-09-18 22:30:00,2026-09-21 13:50:00,M3-02_(FR3_02),432.0,15032.0,57,[BD50-5085-009-C] bracket,2026-11-12 01:00:00,TBRM /MO/01834
[BD50-5075-015F],43,2026-09-21 14:00:00,2026-09-21 19:50:00,M3-02_(FR3_02),348.0,15030.0,43,[BD50-5075-015F] bracket,2026-11-12 01:00:00,TBRM /MO/01843
[4022-666-18121],342,2026-09-22 08:00:00,2026-09-25 12:50:00,M3-02_(FR3_02),3168.0,14984.0,342,[4022-666-18121] Distance Bush 1,2026-07-21 02:00:00,TBRM /MO/01809
[BD50-5085-009-C],30,2026-09-25 13:00:00,2026-09-25 17:30:00,M3-02_(FR3_02),270.0,15032.0,30,[BD50-5085-009-C] bracket,2026-11-12 01:00:00,TBRM /MO/01835
[BD50-5085-007-C],30,2026-09-28 08:40:00,2026-09-28 13:10:00,M3-02_(FR3_02),270.0,15031.0,30,[BD50-5085-007-C] bracket,2026-11-12 01:00:00,TBRM /MO/01833
[BD50-5075-013F],20,2026-09-28 20:00:00,2026-09-28 23:30:00,M3-02_(FR3_02),210.0,15029.0,20,[BD50-5075-013F] bracket,2026-11-12 01:00:00,TBRM /MO/01842
[BD50-5085-007-C],62,2026-09-29 16:00:00,2026-09-29 23:50:00,M3-02_(FR3_02),462.0,15031.0,62,[BD50-5085-007-C] bracket,2026-11-12 01:00:00,TBRM /MO/01832
[1508130 B],174,2026-09-30 08:00:00,2026-10-01 08:00:00,M3-02_(FR3_02),960.0,16893.0,174,[1508130 B] [Q] excenter housing z,2027-02-08 12:00:00,TBRM /MO/02329
[4022-333-13805],250,2026-10-05 16:00:00,2026-10-06 09:50:00,M3-02_(FR3_02),590.0,14917.0,250,[4022-333-13805] dr pnt cilinder,2027-02-08 12:00:00,TBRM /MO/02357
