PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[4022.737.00811/AA],3,2026-09-08 08:50:00,2026-09-08 10:20:00,M3-02_(FR3_02),90.0,18794.0,3,[4022.737.00811/AA] EXE VS YNOZ DUCT GR1 COVER,2026-08-13 12:38:53,TBRM /MO/02372
[4022-337-33842],120,2026-09-08 11:10:00,2026-09-08 13:20:00,M3-02_(FR3_02),122.0,14925.0,120,[4022-337-33842] arret holder,2026-07-16 12:00:00,TBRM /MO/01824
[4022-635-87291],315,2026-09-08 13:30:00,2026-09-08 20:20:00,M3-02_(FR3_02),405.0,14958.0,315,[4022-635-87291] HANDLE,2026-08-20 02:00:00,TBRM /MO/01940
[4023-002-16111],10,2026-09-08 20:30:00,2026-09-08 22:00:00,M3-02_(FR3_02),90.0,19792.0,10,[4023-002-16111] filter plate wide Zr0.02,2026-08-28 15:00:00,TBRM /MO/02305
[4022-451-22801B],6,2026-09-08 22:10:00,2026-09-08 23:40:00,M3-02_(FR3_02),90.0,15540.0,6,[4022-451-22801B] RS Lock MF-X Preload Housing,2026-09-15 13:00:00,TBRM /MO/02302
[M0216-01-363-B],90,2026-09-09 08:00:00,2026-09-09 14:00:00,M3-02_(FR3_02),360.0,15042.0,90,[M0216-01-363-B] nul-graden arretsegment,2026-09-02 12:00:00,TBRM /MO/02364
[7001-2580-0002],20,2026-09-09 15:20:00,2026-09-09 16:50:00,M3-02_(FR3_02),90.0,17687.0,20,[7001-2580-0002] MT Lever / FM / FM2010-M00004 Rev. D,2026-08-10 02:00:00,TBRM /MO/01935
[4023-001-43251B],15,2026-09-09 17:00:00,2026-09-09 20:30:00,M3-02_(FR3_02),210.0,15010.0,15,[4023-001-43251B] Block detection RI,2026-09-18 02:00:00,TBRM /MO/01938
[4022-455-09997-3],40,2026-09-09 21:20:00,2026-09-09 23:30:00,M3-02_(FR3_02),130.0,14931.0,40,[4022-455-09997-3] post 7,2026-08-18 02:00:00,TBRM /MO/01807
[4022.632.63021],1600,2026-09-09 23:40:00,2026-09-10 15:10:00,M3-02_(FR3_02),450.0,7034.0,1600,[4022.632.63021] WTP LOCKING NUT,2026-10-05 02:00:00,TBRM /MO/02354
[00385-00-329-A],473,2026-09-10 16:00:00,2026-09-14 09:10:00,M3-02_(FR3_02),1509.0,14891.0,473,[00385-00-329-A] End plate finger safety hinge,2026-07-23 12:00:00,TBRM /MO/01823
[4022-671-49061],152,2026-09-14 09:20:00,2026-09-15 20:10:00,M3-02_(FR3_02),1610.0,14988.0,152,[4022-671-49061] Bpam front 1,2026-10-05 02:00:00,TBRM /MO/02308
[BD50-5075-015F],43,2026-09-15 20:20:00,2026-09-16 10:10:00,M3-02_(FR3_02),348.0,15030.0,43,[BD50-5075-015F] bracket,2026-11-12 01:00:00,TBRM /MO/01843
[00002033- 04],3,2026-09-16 10:20:00,2026-09-16 11:50:00,M3-02_(FR3_02),90.0,19696.0,3,[00002033- 04] ADAPTER PLATE,2026-11-20 13:00:00,TBRM /MO/02238
[4022-666-18121],342,2026-09-16 16:00:00,2026-09-21 20:50:00,M3-02_(FR3_02),3168.0,14984.0,342,[4022-666-18121] Distance Bush 1,2026-07-21 02:00:00,TBRM /MO/01809
[BD50-5085-007-C],62,2026-09-21 21:00:00,2026-09-22 12:50:00,M3-02_(FR3_02),462.0,15031.0,62,[BD50-5085-007-C] bracket,2026-11-12 01:00:00,TBRM /MO/01832
[E.520002-001],392,2026-09-22 17:20:00,2026-09-22 19:50:00,M3-02_(FR3_02),146.0,17609.0,392,[E.520002-001] mounting relay,2026-08-25 02:00:00,TBRM /MO/02321
[4022-656-92231],126,2026-09-22 20:00:00,2026-09-23 22:20:00,M3-02_(FR3_02),1098.0,14980.0,126,[4022-656-92231] Exhaust fw bridge 1980,2026-10-06 02:00:00,TBRM /MO/02362
[BD50-5085-007-C],30,2026-09-23 22:30:00,2026-09-24 11:00:00,M3-02_(FR3_02),270.0,15031.0,30,[BD50-5085-007-C] bracket,2026-11-12 01:00:00,TBRM /MO/01833
[00385-00-346-A],279,2026-09-24 18:00:00,2026-09-25 22:10:00,M3-02_(FR3_02),1206.0,14892.0,279,[00385-00-346-A] Plint fixing strip right,2027-02-08 12:00:00,TBRM /MO/02310
[4022-333-11506],86,2026-09-25 22:20:00,2026-09-28 15:00:00,M3-02_(FR3_02),520.0,14916.0,86,[4022-333-11506] lagerblok,2026-12-31 12:00:00,TBRM /MO/01615
[4598-008-08901B POS 1],300,2026-09-30 16:00:00,2026-10-01 21:30:00,M3-02_(FR3_02),1290.0,15022.0,300,[4598-008-08901B POS 1] CEILING INLET*,2026-10-26 01:00:00,TBRM /MO/02307
