PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[4022.666.20971-TBRM MCH],360,2026-09-08 08:00:00,2026-09-18 20:20:00,UMC750_(M5-03),8412.0,13691.0,360,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,2026-07-15 02:00:00,TBRM /MO/01786-003
[7001-2580-0047],20,2026-09-18 20:30:00,2026-09-18 21:40:00,UMC750_(M5-03),68.8,18724.0,20,[7001-2580-0047] ST Lever / FM / FM2010-M00014 Rev. D,2026-08-10 02:00:00,TBRM /MO/01876
[4022.683.44771],1,2026-09-18 21:50:00,2026-09-18 23:10:00,UMC750_(M5-03),78.0,16114.0,1,[4022.683.44771] RH NXE RED RZ ENC PLATE SPPRT,2026-09-09 02:00:00,TBRM /MO/02331
[7001-2580-0044],20,2026-09-21 08:00:00,2026-09-21 14:20:00,UMC750_(M5-03),379.67,18721.0,20,[7001-2580-0044] ST Clamping Axle / FM / FM2010-M00009 Rev. D,2026-08-10 02:00:00,TBRM /MO/01864
[7001-2580-0042],20,2026-09-21 14:30:00,2026-09-21 18:30:00,UMC750_(M5-03),233.33,18719.0,20,[7001-2580-0042] MT Clamp Axle / FM / FM2010-M00005 Rev. E,2026-08-10 02:00:00,TBRM /MO/01853
[7001-2580-0042],20,2026-09-21 18:40:00,2026-09-21 22:10:00,UMC750_(M5-03),203.67,18719.0,20,[7001-2580-0042] MT Clamp Axle / FM / FM2010-M00005 Rev. E,2026-08-10 02:00:00,TBRM /MO/01853
N26241005V02-00 - Spacer,16,2026-09-22 10:40:00,2026-09-22 15:10:00,UMC750_(M5-03),268.0,17535.0,16,N26241005V02-00 - Spacer,2026-08-12 02:00:00,TBRM /MO/02288
N26241006V01-00 - Spacer B,16,2026-09-22 18:40:00,2026-09-22 23:00:00,UMC750_(M5-03),252.0,17536.0,16,N26241006V01-00 - Spacer B,2026-08-12 02:00:00,TBRM /MO/02289
[7001-2540-0009],10,2026-09-22 23:10:00,2026-09-23 15:10:00,UMC750_(M5-03),480.0,17904.0,10,[7001-2540-0009] Mirror Holder V2 / FM-02-034 ,2026-09-02 02:00:00,TBRM /MO/02008
[7001-2580-0024],10,2026-09-23 16:00:00,2026-09-25 09:30:00,UMC750_(M5-03),1530.0,17774.0,10,[7001-2580-0024] LIGHT L BRACKET / FM / FM-02-030-B,2026-09-02 02:00:00,TBRM /MO/01944
[7001-2580-0038],10,2026-09-25 09:40:00,2026-09-25 15:20:00,UMC750_(M5-03),340.0,17788.0,10,[7001-2580-0038] Swing / FM / FM-02-019-B,2026-09-02 02:00:00,TBRM /MO/01976
[7001-2580-0029],20,2026-09-25 16:00:00,2026-09-28 16:20:00,UMC750_(M5-03),980.0,17779.0,20,[7001-2580-0029] Mirror Holder / FM / FM-02-033-B,2026-09-02 02:00:00,TBRM /MO/01957
[7001-2580-0034],10,2026-09-28 16:30:00,2026-09-28 22:10:00,UMC750_(M5-03),340.0,17784.0,10,[7001-2580-0034] Base / FM / FM-02-018-B,2026-09-02 02:00:00,TBRM /MO/01970
[7005-2580-0007],8,2026-09-28 22:20:00,2026-09-29 11:50:00,UMC750_(M5-03),324.0,16269.0,8,[7005-2580-0007] Support block  / 07201506 v02-00 - Drawing in RED,2026-09-28 02:00:00,TBRM /MO/02215
[7001-2580-0033],10,2026-09-29 12:00:00,2026-09-29 14:40:00,UMC750_(M5-03),160.0,17783.0,10,[7001-2580-0033] Detector Mount / FM / FM-02-044-B,2027-02-08 12:00:00,TBRM /MO/02226
