PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[00385-00-329-A],473,2026-09-09 08:00:00,2026-09-10 17:10:00,VF2SS_(M3-03),1509.0,14891.0,473,[00385-00-329-A] End plate finger safety hinge,2026-07-23 12:00:00,TBRM /MO/01823
[7005-2480-0070],32,2026-09-10 17:20:00,2026-09-10 21:00:00,VF2SS_(M3-03),212.0,13982.0,32,[7005-2480-0070] GRIPP / 105-46612,2026-08-20 02:00:00,TBRM /MO/01763
[7001-2580-0034],10,2026-09-10 21:10:00,2026-09-11 10:50:00,VF2SS_(M3-03),340.0,17784.0,10,[7001-2580-0034] Base / FM / FM-02-018-B,2026-09-02 02:00:00,TBRM /MO/01970
[4022-656-92231],126,2026-09-11 11:00:00,2026-09-14 13:20:00,VF2SS_(M3-03),1098.0,14980.0,126,[4022-656-92231] Exhaust fw bridge 1980,2026-10-06 02:00:00,TBRM /MO/02362
[BD50-5085-013-C],55,2026-09-14 13:30:00,2026-09-14 20:30:00,VF2SS_(M3-03),420.0,15034.0,55,[BD50-5085-013-C] bracket,2026-11-12 01:00:00,TBRM /MO/01838
[00002033- 04],3,2026-09-14 20:40:00,2026-09-14 22:10:00,VF2SS_(M3-03),90.0,19696.0,3,[00002033- 04] ADAPTER PLATE,2026-11-20 13:00:00,TBRM /MO/02238
[4022.622.19821],5,2026-09-14 22:10:00,2026-09-14 23:40:00,VF2SS_(M3-03),90.0,19415.0,5,[4022.622.19821] RH NXE RBI BAFFLE INSERT,2027-02-01 12:00:00,TBRM /MO/02359
[00385-00-274-D],616,2026-09-15 08:00:00,2026-09-17 08:20:00,VF2SS_(M3-03),1938.0,14888.0,616,[00385-00-274-D] Filling block,2026-05-14 12:00:00,TBRM /MO/01668
[4022-671-49061],54,2026-09-17 08:30:00,2026-09-17 19:00:00,VF2SS_(M3-03),630.0,14988.0,54,[4022-671-49061] Bpam front 1,2026-09-17 02:00:00,TBRM /MO/02232
[4022-674-35671],46,2026-09-17 19:10:00,2026-09-18 16:10:00,VF2SS_(M3-03),780.0,14992.0,46,[4022-674-35671] MBI WS LTT SSXY MAN PLUG,2026-09-23 02:00:00,TBRM /MO/02297
[BD50-5075-011-E],52,2026-09-18 16:20:00,2026-09-18 21:20:00,VF2SS_(M3-03),298.0,15028.0,52,[BD50-5075-011-E] bracket,2026-11-12 01:00:00,TBRM /MO/01840
[7005-2580-0014],5,2026-09-18 22:00:00,2026-09-22 17:30:00,VF2SS_(M3-03),1650.0,17992.0,5,[7005-2580-0014] Backplate V01-00 / NFI / 27244701,2026-10-05 02:00:00,TBRM /MO/02367
[BD50-5075-011-E],44,2026-09-22 17:40:00,2026-09-22 22:10:00,VF2SS_(M3-03),266.0,15028.0,44,[BD50-5075-011-E] bracket,2026-11-24 01:00:00,TBRM /MO/02375
[BD50-5075-013F],50,2026-09-23 09:00:00,2026-09-23 15:30:00,VF2SS_(M3-03),390.0,15029.0,50,[BD50-5075-013F] bracket,2026-11-12 01:00:00,TBRM /MO/01841
[7001-2580-0042],20,2026-09-23 16:00:00,2026-09-23 20:00:00,VF2SS_(M3-03),233.33,18719.0,20,[7001-2580-0042] MT Clamp Axle / FM / FM2010-M00005 Rev. E,2026-08-10 02:00:00,TBRM /MO/01853
[4022.666.20971-TBRM MCH],500,2026-09-23 20:10:00,2026-10-09 22:30:00,VF2SS_(M3-03),11660.0,13691.0,500,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,2026-09-14 02:00:00,TBRM /MO/02255-002
