PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[4022.737.00811/AA],3,2026-09-10 08:50:00,2026-09-10 10:20:00,M3-01_(FR3_01),90.0,18794.0,3,[4022.737.00811/AA] EXE VS YNOZ DUCT GR1 COVER,2026-08-13 12:38:53,TBRM /MO/02372
[4022-337-33842],120,2026-09-10 11:10:00,2026-09-10 13:20:00,M3-01_(FR3_01),122.0,14925.0,120,[4022-337-33842] arret holder,2026-07-16 12:00:00,TBRM /MO/01824
[7001-2580-0002],20,2026-09-10 13:30:00,2026-09-10 15:00:00,M3-01_(FR3_01),90.0,17687.0,20,[7001-2580-0002] MT Lever / FM / FM2010-M00004 Rev. D,2026-08-10 02:00:00,TBRM /MO/01935
[4022-637-32081],33,2026-09-10 15:10:00,2026-09-10 21:10:00,M3-01_(FR3_01),354.0,14967.0,33,[4022-637-32081] IH SERVE MECH HINGE BRACKET,2026-08-28 02:00:00,TBRM /MO/01937
[4023-002-16111],10,2026-09-10 21:20:00,2026-09-10 22:50:00,M3-01_(FR3_01),90.0,19792.0,10,[4023-002-16111] filter plate wide Zr0.02,2026-08-28 15:00:00,TBRM /MO/02305
[4022-635-87291],315,2026-09-10 23:00:00,2026-09-11 13:50:00,M3-01_(FR3_01),405.0,14958.0,315,[4022-635-87291] HANDLE,2026-08-20 02:00:00,TBRM /MO/01940
[4022-455-09992],60,2026-09-11 17:20:00,2026-09-11 20:50:00,M3-01_(FR3_01),210.0,14928.0,60,[4022-455-09992] POST 2,2026-08-17 02:00:00,TBRM /MO/01806
[00002033- 04],3,2026-09-11 21:00:00,2026-09-11 22:30:00,M3-01_(FR3_01),90.0,19696.0,3,[00002033- 04] ADAPTER PLATE,2026-11-20 13:00:00,TBRM /MO/02238
[4022.622.19821],5,2026-09-11 21:00:00,2026-09-11 22:30:00,M3-01_(FR3_01),90.0,19415.0,5,[4022.622.19821] RH NXE RBI BAFFLE INSERT,2027-02-01 12:00:00,TBRM /MO/02359
[4022-455-09997-3],40,2026-09-11 22:40:00,2026-09-14 08:50:00,M3-01_(FR3_01),130.0,14931.0,40,[4022-455-09997-3] post 7,2026-08-18 02:00:00,TBRM /MO/01807
[4023-001-43251B],15,2026-09-14 09:00:00,2026-09-14 12:30:00,M3-01_(FR3_01),210.0,15010.0,15,[4023-001-43251B] Block detection RI,2026-09-18 02:00:00,TBRM /MO/01938
[4022-333-11506],86,2026-09-14 12:40:00,2026-09-14 15:40:00,M3-01_(FR3_01),176.0,14916.0,86,[4022-333-11506] lagerblok,2026-12-31 12:00:00,TBRM /MO/01615
[7007-2500-0010],1,2026-09-14 16:00:00,2026-09-14 18:30:00,M3-01_(FR3_01),150.0,19199.0,1,[7007-2500-0010] 263 - EL5 Bottom Side Panel Right (Dark) No Coating / IAH / 2026.SPX.0263.20.20,2026-07-10 12:57:03,TBRM /MO/01797
