PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
N26241006V01-00 - Spacer B,16,2026-09-04 08:00:00,2026-09-04 12:20:00,VF2SS_(M3-03),252.0,17536.0,16,N26241006V01-00 - Spacer B,2026-08-12 02:00:00,TBRM /MO/02289
[4022-337-33842],120,2026-09-04 12:30:00,2026-09-04 14:40:00,VF2SS_(M3-03),122.0,14925.0,120,[4022-337-33842] arret holder,2026-07-16 12:00:00,TBRM /MO/01824
[7005-2480-0070],32,2026-09-04 14:50:00,2026-09-04 18:30:00,VF2SS_(M3-03),212.0,13982.0,32,[7005-2480-0070] GRIPP / 105-46612,2026-08-20 02:00:00,TBRM /MO/01763
[7001-2580-0002],20,2026-09-04 20:00:00,2026-09-04 21:30:00,VF2SS_(M3-03),90.0,17687.0,20,[7001-2580-0002] MT Lever / FM / FM2010-M00004 Rev. D,2026-08-10 02:00:00,TBRM /MO/01935
[4023-002-16111],10,2026-09-04 21:40:00,2026-09-04 23:10:00,VF2SS_(M3-03),90.0,19792.0,10,[4023-002-16111] filter plate wide Zr0.02,2026-08-28 15:00:00,TBRM /MO/02305
[4022-451-22801B],6,2026-09-04 23:20:00,2026-09-07 08:50:00,VF2SS_(M3-03),90.0,15540.0,6,[4022-451-22801B] RS Lock MF-X Preload Housing,2026-09-15 13:00:00,TBRM /MO/02302
[4022-635-87291],315,2026-09-07 09:20:00,2026-09-07 16:10:00,VF2SS_(M3-03),405.0,14958.0,315,[4022-635-87291] HANDLE,2026-08-20 02:00:00,TBRM /MO/01940
[4023-001-43251B],15,2026-09-07 16:20:00,2026-09-07 19:50:00,VF2SS_(M3-03),210.0,15010.0,15,[4023-001-43251B] Block detection RI,2026-09-18 02:00:00,TBRM /MO/01938
[4022-455-09997-3],40,2026-09-07 21:20:00,2026-09-07 23:30:00,VF2SS_(M3-03),130.0,14931.0,40,[4022-455-09997-3] post 7,2026-08-18 02:00:00,TBRM /MO/01807
[7001-2580-0034],10,2026-09-07 23:40:00,2026-09-08 13:20:00,VF2SS_(M3-03),340.0,17784.0,10,[7001-2580-0034] Base / FM / FM-02-018-B,2026-09-02 02:00:00,TBRM /MO/01970
[7005-2580-0010],4,2026-09-08 13:30:00,2026-09-08 15:20:00,VF2SS_(M3-03),101.0,16360.0,4,[7005-2580-0010] Cylinder bracket V01-00 / NFI / 27244703,2026-10-05 02:00:00,TBRM /MO/02370
[4022-666-65702(R1)],524,2026-09-08 16:00:00,2026-09-08 19:20:00,VF2SS_(M3-03),195.0,14986.0,524,[4022-666-65702(R1)] LSPH coverplate stud block,2026-05-28 12:00:00,TBRM /MO/01697-003
[7001-2580-0023],10,2026-09-08 19:30:00,2026-09-09 15:50:00,VF2SS_(M3-03),740.0,17773.0,10,[7001-2580-0023] TOP PLATE / FM / FM-02-003-C,2026-09-02 02:00:00,TBRM /MO/01943
[M0216-01-363-B],90,2026-09-09 16:00:00,2026-09-14 11:30:00,VF2SS_(M3-03),2610.0,15042.0,90,[M0216-01-363-B] nul-graden arretsegment,2026-09-02 12:00:00,TBRM /MO/02364
[7005-2580-0014],5,2026-09-14 11:40:00,2026-09-15 23:10:00,VF2SS_(M3-03),1650.0,17992.0,5,[7005-2580-0014] Backplate V01-00 / NFI / 27244701,2026-10-05 02:00:00,TBRM /MO/02367
[4022-671-49061],108,2026-09-16 08:00:00,2026-09-17 11:30:00,VF2SS_(M3-03),1170.0,14988.0,108,[4022-671-49061] Bpam front 1,2026-09-11 02:00:00,TBRM /MO/01830
[BD50-5085-011-C],20,2026-09-17 11:40:00,2026-09-17 15:10:00,VF2SS_(M3-03),210.0,15033.0,20,[BD50-5085-011-C] bracket,2026-11-12 01:00:00,TBRM /MO/01836
[7001-2580-0042],20,2026-09-17 16:00:00,2026-09-17 20:00:00,VF2SS_(M3-03),233.33,18719.0,20,[7001-2580-0042] MT Clamp Axle / FM / FM2010-M00005 Rev. E,2026-08-10 02:00:00,TBRM /MO/01853
[4022.666.20971-TBRM MCH],500,2026-09-17 20:10:00,2026-10-05 22:30:00,VF2SS_(M3-03),11660.0,13691.0,500,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,2026-09-14 02:00:00,TBRM /MO/02255-002
