PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[00385-00-274-D],616,2026-09-07 08:00:00,2026-09-09 08:20:00,VF2SS_(M3-03),1938.0,14888.0,616,[00385-00-274-D] Filling block,2026-05-14 12:00:00,TBRM /MO/01668
[M0216-01-363-B],90,2026-09-09 08:30:00,2026-09-09 14:30:00,VF2SS_(M3-03),360.0,15042.0,90,[M0216-01-363-B] nul-graden arretsegment,2026-09-02 12:00:00,TBRM /MO/02364
[7001-2580-0038],10,2026-09-09 14:50:00,2026-09-09 20:30:00,VF2SS_(M3-03),340.0,17788.0,10,[7001-2580-0038] Swing / FM / FM-02-019-B,2026-09-02 02:00:00,TBRM /MO/01976
[7001-2580-0033],10,2026-09-09 20:40:00,2026-09-09 23:20:00,VF2SS_(M3-03),160.0,17783.0,10,[7001-2580-0033] Detector Mount / FM / FM-02-044-B,2027-02-08 12:00:00,TBRM /MO/02226
[4022-333-11506],86,2026-09-09 20:50:00,2026-09-09 23:50:00,VF2SS_(M3-03),176.0,14916.0,86,[4022-333-11506] lagerblok,2026-12-31 12:00:00,TBRM /MO/01615
[4022-680-50251],26,2026-09-10 08:00:00,2026-09-10 23:50:00,VF2SS_(M3-03),948.0,14997.0,26,[4022-680-50251] MBI WS MK2 F&T BMA CONNECT,2026-07-23 02:00:00,TBRM /MO/01759-002
[7001-2580-0023],10,2026-09-11 09:20:00,2026-09-14 17:40:00,VF2SS_(M3-03),1460.0,17773.0,10,[7001-2580-0023] TOP PLATE / FM / FM-02-003-C,2026-09-02 02:00:00,TBRM /MO/01943
[M0216-01-363-B],90,2026-09-14 18:40:00,2026-09-17 14:10:00,VF2SS_(M3-03),2610.0,15042.0,90,[M0216-01-363-B] nul-graden arretsegment,2026-09-02 12:00:00,TBRM /MO/02364
[BD50-5075-011-E],52,2026-09-17 14:20:00,2026-09-17 19:20:00,VF2SS_(M3-03),298.0,15028.0,52,[BD50-5075-011-E] bracket,2026-11-12 01:00:00,TBRM /MO/01840
[4022.704.19302],124,2026-09-17 20:40:00,2026-09-18 09:50:00,VF2SS_(M3-03),308.0,6974.0,124,[4022.704.19302] RH RED STATIC STRAIN RELIEF A,2026-10-06 02:00:00,TBRM /MO/02217
[7005-2580-0017],18,2026-09-18 10:00:00,2026-09-22 13:30:00,VF2SS_(M3-03),2130.0,18142.0,18,[7005-2580-0017] GP Z-Adjustment Lever V02-01 / 26241001,2026-10-15 02:00:00,TBRM /MO/02366
[BD50-5085-011-C],50,2026-09-22 16:00:00,2026-09-22 22:30:00,VF2SS_(M3-03),390.0,15033.0,50,[BD50-5085-011-C] bracket,2026-11-12 01:00:00,TBRM /MO/01837
[7001-2580-0043],20,2026-09-23 16:00:00,2026-09-23 20:10:00,VF2SS_(M3-03),250.0,18720.0,20,[7001-2580-0043] MT Carrier Disc / FM / FM2010-M00020  Rev. C,2026-08-10 02:00:00,TBRM /MO/01863
[7001-2580-0043],20,2026-09-23 20:20:00,2026-09-24 09:10:00,VF2SS_(M3-03),290.0,18720.0,20,[7001-2580-0043] MT Carrier Disc / FM / FM2010-M00020  Rev. C,2026-08-10 02:00:00,TBRM /MO/01863
[7005-2580-0015],5,2026-09-24 09:20:00,2026-09-24 22:30:00,VF2SS_(M3-03),785.0,17993.0,5,[7005-2580-0015] Baseplate V01-00 / NFI / 27244702,2026-10-05 02:00:00,TBRM /MO/02368
[BD50-5075-015F],43,2026-09-24 22:40:00,2026-09-25 12:30:00,VF2SS_(M3-03),348.0,15030.0,43,[BD50-5075-015F] bracket,2026-11-12 01:00:00,TBRM /MO/01843
[BD50-5075-011-E],44,2026-09-25 22:40:00,2026-09-28 11:10:00,VF2SS_(M3-03),266.0,15028.0,44,[BD50-5075-011-E] bracket,2026-11-24 01:00:00,TBRM /MO/02375
[7005-2580-0010],4,2026-10-01 08:00:00,2026-10-01 09:50:00,VF2SS_(M3-03),101.0,16360.0,4,[7005-2580-0010] Cylinder bracket V01-00 / NFI / 27244703,2026-10-05 02:00:00,TBRM /MO/02370
[7001-2580-0047],20,2026-10-06 16:00:00,2026-10-06 17:10:00,VF2SS_(M3-03),68.8,18724.0,20,[7001-2580-0047] ST Lever / FM / FM2010-M00014 Rev. D,2026-08-10 02:00:00,TBRM /MO/01876
[7001-2580-0047],20,2026-10-06 17:20:00,2026-10-06 19:20:00,VF2SS_(M3-03),120.0,18724.0,20,[7001-2580-0047] ST Lever / FM / FM2010-M00014 Rev. D,2026-08-10 02:00:00,TBRM /MO/01876
