PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration
[M0216-01-363-B],46,2026-08-31 08:00:00,2026-09-04 13:30:00,OUT - Outsourced activity_(OUT - Outsourced),2250.0
[4022.622.61481],24,2026-08-31 08:00:00,2026-09-24 14:00:00,OUT - Outsourced activity_(OUT - Outsourced),9000.0
[4598-008-08901B POS 1],80,2026-09-21 08:00:00,2026-10-15 14:00:00,OUT - Outsourced activity_(OUT - Outsourced),9000.0
