PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[4022.737.00811/AA],3,2026-09-15 08:40:00,2026-09-15 10:10:00,M3-01_(FR3_01),90.0,18794.0,3,[4022.737.00811/AA] EXE VS YNOZ DUCT GR1 COVER,2026-08-13 12:38:53,TBRM /MO/02372
[4022-337-33842],120,2026-09-15 11:10:00,2026-09-15 13:20:00,M3-01_(FR3_01),122.0,14925.0,120,[4022-337-33842] arret holder,2026-07-16 12:00:00,TBRM /MO/01824
[P03421A],2,2026-09-15 13:30:00,2026-09-15 15:00:00,M3-01_(FR3_01),90.0,20051.0,2,[P03421A] Cap Motor Housing M3 / VDM / P03421A,2026-09-28 08:00:00,TBRM /MO/02430
[7001-2680-0002],6,2026-09-15 15:10:00,2026-09-15 16:40:00,M3-01_(FR3_01),90.0,19969.0,6,[7001-2680-0002] PFS Edge Exclusion Block / FM / FM1022-M00042-A,2026-10-14 19:00:00,TBRM /MO/02411
[FM1022-M00004-A],6,2026-09-15 18:00:00,2026-09-15 19:30:00,M3-01_(FR3_01),90.0,19987.0,6,[FM1022-M00004-A] PFS Side Plate LS / FM,2026-10-14 19:00:00,TBRM /MO/02415
[BD50-5085-011-C],20,2026-09-15 19:40:00,2026-09-15 23:10:00,M3-01_(FR3_01),210.0,15033.0,20,[BD50-5085-011-C] bracket,2026-11-12 01:00:00,TBRM /MO/01836
[7007-2500-0010],1,2026-09-16 08:40:00,2026-09-16 11:10:00,M3-01_(FR3_01),150.0,19199.0,1,[7007-2500-0010] 263 - EL5 Bottom Side Panel Right (Dark) No Coating / IAH / 2026.SPX.0263.20.20,2026-07-10 12:57:03,TBRM /MO/01797
[4022.632.63021],1600,2026-09-16 11:20:00,2026-09-16 18:50:00,M3-01_(FR3_01),450.0,7034.0,1600,[4022.632.63021] WTP LOCKING NUT,2026-10-05 02:00:00,TBRM /MO/02354
[P03422],5,2026-09-16 19:00:00,2026-09-16 20:30:00,M3-01_(FR3_01),90.0,20052.0,5,[P03422] Frameplate T6 gearbox 40mm flange / VDM / P03422,2026-09-28 08:00:00,TBRM /MO/02431
[FM1022-M00026-B],6,2026-09-16 20:30:00,2026-09-16 22:00:00,M3-01_(FR3_01),90.0,19997.0,6,[FM1022-M00026-B] 2.1 Tilting Mirror Block / FM,2026-10-14 19:00:00,TBRM /MO/02416
[00385-00-329-A],473,2026-09-16 22:40:00,2026-09-18 15:50:00,M3-01_(FR3_01),1509.0,14891.0,473,[00385-00-329-A] End plate finger safety hinge,2026-07-23 12:00:00,TBRM /MO/01823
