PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[FM1022-M00020-A],6,2026-09-18 16:00:00,2026-09-18 17:30:00,M3-01_(FR3_01),90.0,20003.0,6,[FM1022-M00020-A] PFS Upper Mirror Holder CS  / FM,2026-10-14 19:00:00,TBRM /MO/02419
[FM1022-M00002-A],6,2026-09-18 19:00:00,2026-09-18 20:30:00,M3-01_(FR3_01),90.0,19983.0,6,[FM1022-M00002-A] PFS Bottom Plate / FM,2026-10-14 19:00:00,TBRM /MO/02413
[FM1022-M00003-A],6,2026-09-18 22:00:00,2026-09-18 23:30:00,M3-01_(FR3_01),90.0,19986.0,6,[FM1022-M00003-A] PFS Side Plate CS / FM,2026-10-14 19:00:00,TBRM /MO/02414
[4022.645.57761],20,2026-09-21 08:00:00,2026-09-22 13:30:00,M3-01_(FR3_01),1290.0,19387.0,20,[4022.645.57761] RH NXE RBI COVER HOUSING,2026-07-29 02:00:00,TBRM /MO/01734-003
[4022.645.57761],20,2026-09-22 13:40:00,2026-09-23 19:10:00,M3-01_(FR3_01),1290.0,19387.0,20,[4022.645.57761] RH NXE RBI COVER HOUSING,2026-07-29 02:00:00,TBRM /MO/01734-003
[4022-666-3837-1],212,2026-09-23 19:20:00,2026-09-24 15:30:00,M3-01_(FR3_01),726.0,14985.0,212,[4022-666-3837-1] LSPH Bellow Clamp,2026-10-08 02:00:00,TBRM /MO/02296
[FM1022-M00006-B],6,2026-09-24 15:40:00,2026-09-24 17:10:00,M3-01_(FR3_01),90.0,20006.0,6,[FM1022-M00006-B] PFS Lens Housing / FM,2026-10-14 19:00:00,TBRM /MO/02422
[FM1022-M00014-A],6,2026-09-24 18:40:00,2026-09-24 20:10:00,M3-01_(FR3_01),90.0,19999.0,6,[FM1022-M00014-A] Tilting mirror mount / FM,2026-10-14 19:00:00,TBRM /MO/02417
[FM1022-M00053-A],6,2026-09-24 20:20:00,2026-09-24 21:50:00,M3-01_(FR3_01),90.0,20009.0,6,[FM1022-M00053-A] PFS Wafer Holder Body Ambient  / FM,2026-10-14 19:00:00,TBRM /MO/02425
[7001-2680-0001],20,2026-09-24 22:00:00,2026-09-24 23:30:00,M3-01_(FR3_01),90.0,19958.0,20,[7001-2680-0001] SOT Holder Plate / FM / FM2010-M00052-A,2027-02-21 12:00:00,TBRM /MO/02381
[BD50-5075-015F],43,2026-09-25 08:40:00,2026-09-25 14:30:00,M3-01_(FR3_01),348.0,15030.0,43,[BD50-5075-015F] bracket,2026-11-12 01:00:00,TBRM /MO/01843
[00429-00-662-B],400,2026-09-25 16:00:00,2026-09-25 19:10:00,M3-01_(FR3_01),190.0,14895.0,400,[00429-00-662-B] Arret lever,2026-08-06 12:00:00,TBRM /MO/02299
[BD50-5085-007-C],30,2026-09-25 19:20:00,2026-09-25 23:50:00,M3-01_(FR3_01),270.0,15031.0,30,[BD50-5085-007-C] bracket,2026-11-12 01:00:00,TBRM /MO/01833
[FM1022-M00054-A],6,2026-09-28 09:20:00,2026-09-28 10:50:00,M3-01_(FR3_01),90.0,20010.0,6,[FM1022-M00054-A] PFS Spring Limiter POM / FM,2026-10-14 19:00:00,TBRM /MO/02426
[FM1022-M00021-A],6,2026-09-28 12:20:00,2026-09-28 13:50:00,M3-01_(FR3_01),90.0,20004.0,6,[FM1022-M00021-A] PFS Upper Mirror Holder LS  / FM,2026-10-14 19:00:00,TBRM /MO/02420
[P183614A],12,2026-09-28 18:40:00,2026-09-28 20:40:00,M3-01_(FR3_01),120.0,19338.0,12,[P183614A] IQS PCBA MOUNT,2026-10-23 02:00:00,TBRM /MO/02443
[BD50-5075-013F],20,2026-09-28 20:50:00,2026-09-29 08:20:00,M3-01_(FR3_01),210.0,15029.0,20,[BD50-5075-013F] bracket,2026-11-12 01:00:00,TBRM /MO/01842
[BD50-5075-015F],20,2026-09-29 08:20:00,2026-09-29 11:50:00,M3-01_(FR3_01),210.0,15030.0,20,[BD50-5075-015F] bracket,2026-11-12 01:00:00,TBRM /MO/01844
[BD50-5085-013-C],45,2026-09-29 12:00:00,2026-09-29 18:00:00,M3-01_(FR3_01),360.0,15034.0,45,[BD50-5085-013-C] bracket,2026-11-12 01:00:00,TBRM /MO/01839
[BD50-5075-011-E],44,2026-09-29 18:10:00,2026-09-29 22:40:00,M3-01_(FR3_01),266.0,15028.0,44,[BD50-5075-011-E] bracket,2026-11-24 01:00:00,TBRM /MO/02375
[4022-333-11506],86,2026-09-30 08:00:00,2026-09-30 11:00:00,M3-01_(FR3_01),176.0,14916.0,86,[4022-333-11506] lagerblok,2026-12-31 12:00:00,TBRM /MO/01615
[4022.645.53391],1,2026-09-30 11:10:00,2026-09-30 13:30:00,M3-01_(FR3_01),135.0,19386.0,1,[4022.645.53391] NXE RBI ILLUM TRANSPORT COVER,2026-11-20 01:00:00,TBRM /MO/02444
[BD50-5085-009-C],57,2026-09-30 16:00:00,2026-09-30 23:20:00,M3-01_(FR3_01),432.0,15032.0,57,[BD50-5085-009-C] bracket,2026-11-12 01:00:00,TBRM /MO/01834
[7001-2580-0023],10,2026-10-01 08:00:00,2026-10-01 20:20:00,M3-01_(FR3_01),740.0,17773.0,10,[7001-2580-0023] TOP PLATE / FM / FM-02-003-C,2026-09-02 02:00:00,TBRM /MO/01943
[7001-2580-0023],10,2026-10-01 20:30:00,2026-10-05 12:50:00,M3-01_(FR3_01),1460.0,17773.0,10,[7001-2580-0023] TOP PLATE / FM / FM-02-003-C,2026-09-02 02:00:00,TBRM /MO/01943
[BD50-5085-011-C],50,2026-10-05 13:00:00,2026-10-05 19:30:00,M3-01_(FR3_01),390.0,15033.0,50,[BD50-5085-011-C] bracket,2026-11-12 01:00:00,TBRM /MO/01837
[4022-333-13805],226,2026-10-05 19:40:00,2026-10-06 12:50:00,M3-01_(FR3_01),542.0,14917.0,226,[4022-333-13805] dr pnt cilinder,2027-03-15 12:00:00,TBRM /MO/02357
[BD50-5085-009-C],30,2026-10-07 08:00:00,2026-10-07 12:30:00,M3-01_(FR3_01),270.0,15032.0,30,[BD50-5085-009-C] bracket,2026-11-12 01:00:00,TBRM /MO/01835
[4022-333-11506],86,2026-10-07 15:40:00,2026-10-08 08:20:00,M3-01_(FR3_01),520.0,14916.0,86,[4022-333-11506] lagerblok,2026-12-31 12:00:00,TBRM /MO/01615
[00385-00-346-A],279,2026-10-08 16:00:00,2026-10-09 20:10:00,M3-01_(FR3_01),1206.0,14892.0,279,[00385-00-346-A] Plint fixing strip right,2027-03-15 12:00:00,TBRM /MO/02310
[1508130 B],174,2026-10-21 16:00:00,2026-10-22 16:00:00,M3-01_(FR3_01),960.0,16893.0,174,[1508130 B] [Q] excenter housing z,2027-03-15 12:00:00,TBRM /MO/02329
