PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[4022.645.57761],20,2026-09-15 08:20:00,2026-09-15 09:50:00,M3-02_(FR3_02),90.0,19387.0,20,[4022.645.57761] RH NXE RBI COVER HOUSING,2026-07-29 02:00:00,TBRM /MO/01734-003
[4022-680-50231],25,2026-09-15 10:00:00,2026-09-15 20:20:00,M3-02_(FR3_02),615.0,14996.0,25,[4022-680-50231] MBI WS MK2 F&T BMA CONNECT 1,2026-09-03 02:00:00,TBRM /MO/02306
[00385-00-274-D],616,2026-09-15 21:40:00,2026-09-16 17:10:00,M3-02_(FR3_02),690.0,14888.0,616,[00385-00-274-D] Filling block,2026-05-14 12:00:00,TBRM /MO/01668
[7005-2580-0014],5,2026-09-16 17:20:00,2026-09-18 12:50:00,M3-02_(FR3_02),1650.0,17992.0,5,[7005-2580-0014] Backplate V01-00 / NFI / 27244701,2026-10-05 02:00:00,TBRM /MO/02367
[FM1022-M00017-A],6,2026-09-18 13:00:00,2026-09-18 14:30:00,M3-02_(FR3_02),90.0,20000.0,6,[FM1022-M00017-A] PFS Fixed mirror Holder LS / FM,2026-10-14 19:00:00,TBRM /MO/02418
[7007-2500-0010],1,2026-09-18 16:00:00,2026-09-18 18:30:00,M3-02_(FR3_02),150.0,19199.0,1,[7007-2500-0010] 263 - EL5 Bottom Side Panel Right (Dark) No Coating / IAH / 2026.SPX.0263.20.20,2026-07-10 12:57:03,TBRM /MO/01797
[4022-666-3837-1],212,2026-09-18 18:40:00,2026-09-21 21:50:00,M3-02_(FR3_02),1150.0,14985.0,212,[4022-666-3837-1] LSPH Bellow Clamp,2026-10-08 02:00:00,TBRM /MO/02296
[7005-2580-0002],9,2026-09-21 22:00:00,2026-09-21 23:30:00,M3-02_(FR3_02),90.0,16254.0,9,[7005-2580-0002] Stroke Limiter Plate ZY-R V01-02-B / 26223909,2026-09-28 10:40:52,TBRM /MO/02433
[4022-656-92231],126,2026-09-22 09:00:00,2026-09-23 11:20:00,M3-02_(FR3_02),1098.0,14980.0,126,[4022-656-92231] Exhaust fw bridge 1980,2026-10-06 02:00:00,TBRM /MO/02362
[FM1022-M00047-A],6,2026-09-23 11:30:00,2026-09-23 13:00:00,M3-02_(FR3_02),90.0,20005.0,6,[FM1022-M00047-A] PFS Camera Block   / FM,2026-10-14 19:00:00,TBRM /MO/02421
[FM1022-M00001-A],6,2026-09-23 13:20:00,2026-09-23 14:50:00,M3-02_(FR3_02),90.0,19975.0,6,[FM1022-M00001-A] PFS Top Plate / FM,2026-10-14 19:00:00,TBRM /MO/02412
[BD50-5075-011-E],52,2026-09-23 15:00:00,2026-09-23 20:00:00,M3-02_(FR3_02),298.0,15028.0,52,[BD50-5075-011-E] bracket,2026-11-12 01:00:00,TBRM /MO/01840
[7005-2600-0025],2,2026-09-23 20:10:00,2026-09-23 21:40:00,M3-02_(FR3_02),90.0,20135.0,2,[7005-2600-0025] MAFM holder for realignment / NFI / N24224801V05-00,2027-03-08 12:00:00,TBRM /MO/02442
[FM1022-M00031-A],6,2026-09-23 22:20:00,2026-09-23 23:50:00,M3-02_(FR3_02),90.0,20007.0,6,[FM1022-M00031-A] PFS LED Insulator / FM,2026-10-14 19:00:00,TBRM /MO/02423
[M0216-01-363-B],46,2026-09-24 08:00:00,2026-09-24 14:00:00,M3-02_(FR3_02),360.0,15042.0,46,[M0216-01-363-B] nul-graden arretsegment,2026-09-02 12:00:00,TBRM /MO/02364
[M0216-01-363-B],46,2026-09-24 14:10:00,2026-09-25 21:10:00,M3-02_(FR3_02),1378.0,15042.0,46,[M0216-01-363-B] nul-graden arretsegment,2026-09-02 12:00:00,TBRM /MO/02364
[00002033- 04],3,2026-09-25 21:20:00,2026-09-25 23:00:00,M3-02_(FR3_02),93.33,19696.0,3,[00002033- 04] ADAPTER PLATE,2026-11-20 01:00:00,TBRM /MO/02238-002
[FM1022-C00003-A],6,2026-09-28 08:20:00,2026-09-28 09:50:00,M3-02_(FR3_02),90.0,20008.0,6,[FM1022-C00003-A] PFS Add holes HS  / FM,2026-10-14 19:00:00,TBRM /MO/02424
[7005-2600-0024],100,2026-09-28 10:00:00,2026-09-28 11:30:00,M3-02_(FR3_02),90.0,20134.0,100,[7005-2600-0024] MAFM excluding PUT Carrier / NFI / N65262802V01-00,2027-03-08 12:00:00,TBRM /MO/02441
[FM0001-M00006-B],6,2026-09-28 11:40:00,2026-09-28 13:10:00,M3-02_(FR3_02),90.0,20011.0,6,[FM0001-M00006-B] GEB Baseplate / FM,2026-10-14 19:00:00,TBRM /MO/02427
[4022.632.63021],1600,2026-09-28 14:40:00,2026-09-28 22:10:00,M3-02_(FR3_02),450.0,7034.0,1600,[4022.632.63021] WTP LOCKING NUT,2026-11-10 01:00:00,TBRM /MO/02356
[P183614A],12,2026-09-29 13:20:00,2026-09-29 15:20:00,M3-02_(FR3_02),120.0,19338.0,12,[P183614A] IQS PCBA MOUNT,2026-10-23 02:00:00,TBRM /MO/02443
[4022-666-18121],342,2026-09-29 16:00:00,2026-10-02 20:50:00,M3-02_(FR3_02),3168.0,14984.0,342,[4022-666-18121] Distance Bush 1,2026-07-21 02:00:00,TBRM /MO/01809
[4598-008-08901B POS 1],300,2026-10-02 21:00:00,2026-10-06 10:30:00,M3-02_(FR3_02),1290.0,15022.0,300,[4598-008-08901B POS 1] CEILING INLET*,2026-10-26 01:00:00,TBRM /MO/02307
[BD50-5075-013F],50,2026-10-06 10:40:00,2026-10-06 17:10:00,M3-02_(FR3_02),390.0,15029.0,50,[BD50-5075-013F] bracket,2026-11-12 01:00:00,TBRM /MO/01841
[BD50-5085-007-C],62,2026-10-06 17:20:00,2026-10-07 09:10:00,M3-02_(FR3_02),462.0,15031.0,62,[BD50-5085-007-C] bracket,2026-11-12 01:00:00,TBRM /MO/01832
[4022.645.53391],1,2026-10-07 12:40:00,2026-10-07 16:10:00,M3-02_(FR3_02),210.0,19386.0,1,[4022.645.53391] NXE RBI ILLUM TRANSPORT COVER,2026-11-20 01:00:00,TBRM /MO/02444
[BD50-5085-013-C],55,2026-10-07 21:20:00,2026-10-08 12:20:00,M3-02_(FR3_02),420.0,15034.0,55,[BD50-5085-013-C] bracket,2026-11-12 01:00:00,TBRM /MO/01838
