PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[4022-337-33842],120,2026-09-03 08:00:00,2026-09-03 11:10:00,M5-02_(FR5_02),190.0,14925.0,120,[4022-337-33842] arret holder,2026-07-16 12:00:00,TBRM /MO/01824
[4022.632.63021],1430,2026-09-03 11:10:00,2026-09-03 19:00:00,M5-02_(FR5_02),464.0,7034.0,1430,[4022.632.63021] WTP LOCKING NUT,2026-08-10 14:00:00,TBRM /MO/01828-002
[4022-455-09997-3],40,2026-09-03 19:10:00,2026-09-04 00:40:00,M5-02_(FR5_02),330.0,14931.0,40,[4022-455-09997-3] post 7,2026-08-18 02:00:00,TBRM /MO/01807
[4022-674-35671],46,2026-09-04 08:00:00,2026-09-04 21:00:00,M5-02_(FR5_02),780.0,14992.0,46,[4022-674-35671] MBI WS LTT SSXY MAN PLUG,2026-09-23 02:00:00,TBRM /MO/02297
[4022.695.89661],26,2026-09-04 22:00:00,2026-09-08 01:30:00,M5-02_(FR5_02),1650.0,19106.0,26,[4022.695.89661] MBI WS MK2 AORTA BRACE IF,2026-08-19 02:00:00,TBRM /MO/02303
[4022.632.63021],1600,2026-09-08 08:00:00,2026-09-08 16:20:00,M5-02_(FR5_02),498.0,7034.0,1600,[4022.632.63021] WTP LOCKING NUT,2026-10-05 02:00:00,TBRM /MO/02354
[4512-127-05186B],1000,2026-09-08 16:30:00,2026-09-14 05:20:00,M5-02_(FR5_02),5090.0,15017.0,1000,[4512-127-05186B] Anschlag,2026-10-26 01:00:00,TBRM /MO/02371
[4022-333-13805],250,2026-09-14 08:00:00,2026-09-16 11:30:00,M5-02_(FR5_02),3090.0,14917.0,250,[4022-333-13805] dr pnt cilinder,2027-02-08 12:00:00,TBRM /MO/02357
[4022.632.63021],1600,2026-09-16 11:40:00,2026-09-16 20:00:00,M5-02_(FR5_02),498.0,7034.0,1600,[4022.632.63021] WTP LOCKING NUT,2026-11-10 01:00:00,TBRM /MO/02356
[4022-333-11506],86,2026-09-16 20:00:00,2026-09-18 03:40:00,M5-02_(FR5_02),1896.0,14916.0,86,[4022-333-11506] lagerblok,2026-12-31 12:00:00,TBRM /MO/01615
