PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[4022-680-50251],26,2026-09-04 08:00:00,2026-09-04 23:50:00,M3-02_(FR3_02),948.0,14997.0,26,[4022-680-50251] MBI WS MK2 F&T BMA CONNECT,2026-07-23 02:00:00,TBRM /MO/01759-002
[E.520002-001],392,2026-09-07 08:00:00,2026-09-07 10:30:00,M3-02_(FR3_02),146.0,17609.0,392,[E.520002-001] mounting relay,2026-08-25 02:00:00,TBRM /MO/02321
[4022-637-32081],20,2026-09-07 10:40:00,2026-09-07 14:50:00,M3-02_(FR3_02),250.0,14967.0,20,[4022-637-32081] IH SERVE MECH HINGE BRACKET,2026-08-28 02:00:00,TBRM /MO/02325
[M0216-01-363-B],90,2026-09-07 17:20:00,2026-09-07 23:20:00,M3-02_(FR3_02),360.0,15042.0,90,[M0216-01-363-B] nul-graden arretsegment,2026-09-02 12:00:00,TBRM /MO/02364
[4022-455-09992],60,2026-09-08 10:40:00,2026-09-08 14:10:00,M3-02_(FR3_02),210.0,14928.0,60,[4022-455-09992] POST 2,2026-08-17 02:00:00,TBRM /MO/01806
[4022-637-32081],33,2026-09-08 14:20:00,2026-09-08 20:20:00,M3-02_(FR3_02),354.0,14967.0,33,[4022-637-32081] IH SERVE MECH HINGE BRACKET,2026-08-28 02:00:00,TBRM /MO/01937
[4022-333-11506],86,2026-09-08 20:30:00,2026-09-08 23:30:00,M3-02_(FR3_02),176.0,14916.0,86,[4022-333-11506] lagerblok,2026-12-31 12:00:00,TBRM /MO/01615
[7007-2500-0010],1,2026-09-09 08:00:00,2026-09-09 10:30:00,M3-02_(FR3_02),150.0,19199.0,1,[7007-2500-0010] 263 - EL5 Bottom Side Panel Right (Dark) No Coating / IAH / 2026.SPX.0263.20.20,2026-07-10 12:57:03,TBRM /MO/01797
[4022-680-50231],25,2026-09-09 10:40:00,2026-09-09 21:00:00,M3-02_(FR3_02),615.0,14996.0,25,[4022-680-50231] MBI WS MK2 F&T BMA CONNECT 1,2026-09-03 02:00:00,TBRM /MO/02306
[4022-656-92231],126,2026-09-09 21:10:00,2026-09-10 23:30:00,M3-02_(FR3_02),1098.0,14980.0,126,[4022-656-92231] Exhaust fw bridge 1980,2026-10-06 02:00:00,TBRM /MO/02362
[BD50-5085-007-C],30,2026-09-10 23:40:00,2026-09-11 12:10:00,M3-02_(FR3_02),270.0,15031.0,30,[BD50-5085-007-C] bracket,2026-11-12 01:00:00,TBRM /MO/01833
[BD50-5085-009-C],30,2026-09-11 19:20:00,2026-09-11 23:50:00,M3-02_(FR3_02),270.0,15032.0,30,[BD50-5085-009-C] bracket,2026-11-12 01:00:00,TBRM /MO/01835
[4022-666-18121],342,2026-09-14 08:00:00,2026-09-17 12:50:00,M3-02_(FR3_02),3168.0,14984.0,342,[4022-666-18121] Distance Bush 1,2026-07-21 02:00:00,TBRM /MO/01809
[4022-671-49061],152,2026-09-17 13:00:00,2026-09-18 23:50:00,M3-02_(FR3_02),1610.0,14988.0,152,[4022-671-49061] Bpam front 1,2026-10-05 02:00:00,TBRM /MO/02308
[4022-671-49061],152,2026-09-21 08:00:00,2026-09-21 22:10:00,M3-02_(FR3_02),850.0,14988.0,152,[4022-671-49061] Bpam front 1,2026-10-05 02:00:00,TBRM /MO/02308
[BD50-5075-015F],43,2026-09-21 22:20:00,2026-09-22 12:10:00,M3-02_(FR3_02),348.0,15030.0,43,[BD50-5075-015F] bracket,2026-11-12 01:00:00,TBRM /MO/01843
[BD50-5085-013-C],45,2026-09-22 19:20:00,2026-09-23 09:20:00,M3-02_(FR3_02),360.0,15034.0,45,[BD50-5085-013-C] bracket,2026-11-12 01:00:00,TBRM /MO/01839
[BD50-5085-007-C],62,2026-09-23 16:00:00,2026-09-23 23:50:00,M3-02_(FR3_02),462.0,15031.0,62,[BD50-5085-007-C] bracket,2026-11-12 01:00:00,TBRM /MO/01832
[00385-00-346-A],279,2026-09-24 13:20:00,2026-09-25 17:30:00,M3-02_(FR3_02),1206.0,14892.0,279,[00385-00-346-A] Plint fixing strip right,2027-02-08 12:00:00,TBRM /MO/02310
[1508130 B],174,2026-09-25 17:40:00,2026-09-28 17:40:00,M3-02_(FR3_02),960.0,16893.0,174,[1508130 B] [Q] excenter housing z,2027-02-08 12:00:00,TBRM /MO/02329
[4598-008-08901B POS 1],300,2026-09-30 08:00:00,2026-10-01 13:30:00,M3-02_(FR3_02),1290.0,15022.0,300,[4598-008-08901B POS 1] CEILING INLET*,2026-10-26 01:00:00,TBRM /MO/02307
