PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[7001-2580-0007],20,2026-09-09 08:00:00,2026-09-09 10:20:00,UMC750_(M5-03),136.0,17701.0,20,[7001-2580-0007] ST Interface plate / FM / FM210-M00008 Rev. D,2026-08-10 02:00:00,TBRM /MO/01872
[7001-2580-0024],10,2026-09-09 10:30:00,2026-09-10 20:00:00,UMC750_(M5-03),1530.0,17774.0,10,[7001-2580-0024] LIGHT L BRACKET / FM / FM-02-030-B,2026-09-02 02:00:00,TBRM /MO/01944
[7001-2580-0038],10,2026-09-10 20:10:00,2026-09-11 09:50:00,UMC750_(M5-03),340.0,17788.0,10,[7001-2580-0038] Swing / FM / FM-02-019-B,2026-09-02 02:00:00,TBRM /MO/01976
[7005-2580-0015],5,2026-09-11 10:00:00,2026-09-11 23:10:00,UMC750_(M5-03),785.0,17993.0,5,[7005-2580-0015] Baseplate V01-00 / NFI / 27244702,2026-10-05 02:00:00,TBRM /MO/02368
[7001-2580-0020],18,2026-09-11 23:20:00,2026-09-14 09:10:00,UMC750_(M5-03),104.0,17770.0,18,[7001-2580-0020] Monitor Support 2 / FM / FM-02-045-B,2027-02-08 12:00:00,TBRM /MO/02219
[7001-2580-0035],10,2026-09-14 10:40:00,2026-09-14 20:30:00,UMC750_(M5-03),590.0,17785.0,10,[7001-2580-0035] SA Housing / FM / FM-02-017-B,2026-09-02 02:00:00,TBRM /MO/01971
[1207568A],30,2026-09-14 20:40:00,2026-09-15 15:40:00,UMC750_(M5-03),660.0,14912.0,30,[1207568A] Cable clamp,2026-12-31 09:00:00,TBRM /MO/01300
[7001-2580-0022],9,2026-09-15 15:40:00,2026-09-15 21:10:00,UMC750_(M5-03),324.0,17772.0,9,[7001-2580-0022] HOLDER CREDIT CARD / FM / FM-02-007-C,2027-02-08 12:00:00,TBRM /MO/02218
[7001-2580-0016],12,2026-09-15 21:20:00,2026-09-15 22:50:00,UMC750_(M5-03),86.0,17766.0,12,[7001-2580-0016] Pusher Protect / FM / FM-02-012-B,2027-02-08 12:00:00,TBRM /MO/02222
[7001-2580-0031],10,2026-09-16 08:00:00,2026-09-16 23:10:00,UMC750_(M5-03),910.0,17781.0,10,[7001-2580-0031] Lens Mechanism 2 / FM / FM-02-004-B,2026-09-02 02:00:00,TBRM /MO/01959
[4022.632.63021],1600,2026-09-17 08:40:00,2026-09-17 17:00:00,UMC750_(M5-03),498.0,7034.0,1600,[4022.632.63021] WTP LOCKING NUT,2026-10-05 02:00:00,TBRM /MO/02354
[7001-2580-0032],10,2026-09-17 17:10:00,2026-09-17 21:20:00,UMC750_(M5-03),250.0,17782.0,10,[7001-2580-0032] Lens Support / FM / FM-02-042-B,2027-02-08 12:00:00,TBRM /MO/02227
[7005-2580-0007],8,2026-09-18 08:00:00,2026-09-18 13:30:00,UMC750_(M5-03),324.0,16269.0,8,[7005-2580-0007] Support block  / 07201506 v02-00 - Drawing in RED,2026-09-04 02:00:00,TBRM /MO/01711
[7001-2580-0037],9,2026-09-18 13:40:00,2026-09-18 19:50:00,UMC750_(M5-03),366.0,17787.0,9,[7001-2580-0037] SA Lens Mount / FM / FM-02-020-B,2027-02-08 12:00:00,TBRM /MO/02224
[7001-2580-0022],9,2026-09-18 20:00:00,2026-09-21 14:30:00,UMC750_(M5-03),621.0,17772.0,9,[7001-2580-0022] HOLDER CREDIT CARD / FM / FM-02-007-C,2027-02-08 12:00:00,TBRM /MO/02218
[7001-2580-0047],20,2026-09-22 08:00:00,2026-09-22 09:10:00,UMC750_(M5-03),68.8,18724.0,20,[7001-2580-0047] ST Lever / FM / FM2010-M00014 Rev. D,2026-08-10 02:00:00,TBRM /MO/01876
[7001-2580-0047],20,2026-09-22 09:20:00,2026-09-22 11:20:00,UMC750_(M5-03),120.0,18724.0,20,[7001-2580-0047] ST Lever / FM / FM2010-M00014 Rev. D,2026-08-10 02:00:00,TBRM /MO/01876
[7001-2580-0045],20,2026-09-22 13:20:00,2026-09-22 17:30:00,UMC750_(M5-03),248.0,18722.0,20,[7001-2580-0045] ST Spring Housing / FM / FM2010-M00011 Rev. D,2026-08-10 02:00:00,TBRM /MO/01868
[4022.622.61092],68,2026-09-22 17:40:00,2026-09-24 23:00:00,UMC750_(M5-03),2236.0,7366.0,68,[4022.622.61092] RH RED GRIPPER CABLE COVER ,2026-11-02 01:00:00,TBRM /MO/01756
[7001-2580-0043],20,2026-10-05 08:00:00,2026-10-05 12:10:00,UMC750_(M5-03),250.0,18720.0,20,[7001-2580-0043] MT Carrier Disc / FM / FM2010-M00020  Rev. C,2026-08-10 02:00:00,TBRM /MO/01863
[7001-2580-0043],20,2026-10-05 12:20:00,2026-10-05 17:10:00,UMC750_(M5-03),290.0,18720.0,20,[7001-2580-0043] MT Carrier Disc / FM / FM2010-M00020  Rev. C,2026-08-10 02:00:00,TBRM /MO/01863
[4022.666.20971-TBRM MCH],500,2026-10-05 17:20:00,2026-10-21 19:40:00,UMC750_(M5-03),11660.0,13691.0,500,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,2026-11-10 01:00:00,TBRM /MO/02355
