PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[4022.666.20971-TBRM MCH],201,2026-09-15 08:00:00,2026-09-15 12:30:00,UMC750SS_(M5-04),261.0,13691.0,201,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,2026-07-15 02:00:00,TBRM /MO/02429
[4022.666.20971-TBRM MCH],201,2026-09-15 12:30:00,2026-09-18 19:20:00,UMC750SS_(M5-04),4723.2,13691.0,201,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,2026-07-15 02:00:00,TBRM /MO/02429
[7001-2580-0032],10,2026-09-18 19:30:00,2026-09-18 23:40:00,UMC750SS_(M5-04),250.0,17782.0,10,[7001-2580-0032] Lens Support / FM / FM-02-042-B,2026-09-02 02:00:00,TBRM /MO/02227
[7005-2580-0003],9,2026-09-18 23:50:00,2026-09-21 03:50:00,UMC750SS_(M5-04),240.0,16255.0,9,[7005-2580-0003] Stroke Limiter Plate RX-R V02-02-B / 26223908,2026-09-28 10:42:31,TBRM /MO/02434
[7005-2580-0004],9,2026-09-18 23:50:00,2026-09-21 03:50:00,UMC750SS_(M5-04),240.0,16256.0,9,[7005-2580-0004] Stroke Limiter Plate RX-L V02-02-A / 26223907,2026-09-28 10:44:59,TBRM /MO/02435
[4022.666.20971-TBRM MCH],500,2026-09-21 10:00:00,2026-10-01 12:20:00,UMC750SS_(M5-04),11660.0,13691.0,500,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,2026-09-14 02:00:00,TBRM /MO/02255-002
[1207568A],30,2026-10-01 12:30:00,2026-10-01 23:30:00,UMC750SS_(M5-04),660.0,14912.0,30,[1207568A] Cable clamp,2026-12-31 09:00:00,TBRM /MO/01300
[7001-2580-0018],60,2026-10-06 08:00:00,2026-10-07 00:00:00,UMC750SS_(M5-04),960.0,17768.0,60,[7001-2580-0018] Mountblock / FM / FM-02-013-B,2026-09-02 02:00:00,TBRM /MO/01997
[4022.704.19282],34,2026-10-08 09:20:00,2026-10-09 20:20:00,UMC750SS_(M5-04),2100.0,14210.0,34,[4022.704.19282] RH RED GRIPPER BODY,2026-08-25 02:00:00,TBRM /MO/01644-003
[4022.666.20971-TBRM MCH],500,2026-10-09 20:30:00,2026-10-21 22:50:00,UMC750SS_(M5-04),11660.0,13691.0,500,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,2026-11-10 01:00:00,TBRM /MO/02355
[7001-2580-0024],10,2026-10-22 08:00:00,2026-10-23 09:30:00,UMC750SS_(M5-04),1530.0,17774.0,10,[7001-2580-0024] LIGHT L BRACKET / FM / FM-02-030-B,2026-09-02 02:00:00,TBRM /MO/01944
