PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[7001-2580-0033],10,2026-09-15 08:00:00,2026-09-15 10:40:00,UMC750SS_(M5-05),160.0,17783.0,10,[7001-2580-0033] Detector Mount / FM / FM-02-044-B,2026-09-02 02:00:00,TBRM /MO/02226
[7005-2580-0010],4,2026-09-15 10:50:00,2026-09-15 12:40:00,UMC750SS_(M5-05),101.0,16360.0,4,[7005-2580-0010] Cylinder bracket V01-00 / NFI / 27244703,2026-10-05 02:00:00,TBRM /MO/02370
[7005-2580-0005],30,2026-09-15 10:50:00,2026-09-15 12:10:00,UMC750SS_(M5-05),72.0,16257.0,30,[7005-2580-0005] Single Rail V01-00-A (IGUS / WSQ-06S) / NFI / 26224401,2026-10-15 02:00:00,TBRM /MO/02369
[7001-2580-0007],20,2026-09-15 12:50:00,2026-09-15 15:10:00,UMC750SS_(M5-05),136.0,17701.0,20,[7001-2580-0007] ST Interface plate / FM / FM210-M00008 Rev. D,2026-08-10 02:00:00,TBRM /MO/01872-002
[7001-2580-0036],10,2026-09-15 15:10:00,2026-09-15 20:30:00,UMC750SS_(M5-05),320.0,17786.0,10,[7001-2580-0036] LS Actuator Arm / FM / FM-02-029-B,2026-09-02 02:00:00,TBRM /MO/01972
[7001-2580-0045],20,2026-09-15 20:40:00,2026-09-16 10:00:00,UMC750SS_(M5-05),316.0,18722.0,20,[7001-2580-0045] ST Spring Housing / FM / FM2010-M00011 Rev. D,2026-08-10 02:00:00,TBRM /MO/01868
[7001-2580-0034],10,2026-09-16 10:10:00,2026-09-16 15:50:00,UMC750SS_(M5-05),340.0,17784.0,10,[7001-2580-0034] Base / FM / FM-02-018-B,2026-09-02 02:00:00,TBRM /MO/01970
[7001-2580-0040],72,2026-09-16 16:00:00,2026-09-16 17:40:00,UMC750SS_(M5-05),96.0,17790.0,72,[7001-2580-0040] Window Holder / FM / FM-02-041-B,2027-03-15 12:00:00,TBRM /MO/02223
[7001-2580-0020],6,2026-09-16 17:40:00,2026-09-16 19:00:00,UMC750SS_(M5-05),74.67,17770.0,6,[7001-2580-0020] Monitor Support 2 / FM / FM-02-045-B,2027-03-15 12:00:00,TBRM /MO/02440
[7001-2580-0035],10,2026-09-16 20:00:00,2026-09-17 13:50:00,UMC750SS_(M5-05),590.0,17785.0,10,[7001-2580-0035] SA Housing / FM / FM-02-017-B,2026-09-02 02:00:00,TBRM /MO/01971
