PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[4022-666-65702(R1)],524,2026-09-09 08:00:00,2026-09-09 11:20:00,M3-02_(FR3_02),195.0,14986.0,524,[4022-666-65702(R1)] LSPH coverplate stud block,2026-05-28 12:00:00,TBRM /MO/01697-003
[4022-635-87291],315,2026-09-09 11:30:00,2026-09-09 18:20:00,M3-02_(FR3_02),405.0,14958.0,315,[4022-635-87291] HANDLE,2026-08-20 02:00:00,TBRM /MO/01940
[4023-002-16111],10,2026-09-09 18:30:00,2026-09-09 20:00:00,M3-02_(FR3_02),90.0,19792.0,10,[4023-002-16111] filter plate wide Zr0.02,2026-08-28 15:00:00,TBRM /MO/02305
[M0216-01-363-B],90,2026-09-09 21:40:00,2026-09-10 11:40:00,M3-02_(FR3_02),360.0,15042.0,90,[M0216-01-363-B] nul-graden arretsegment,2026-09-02 12:00:00,TBRM /MO/02364
[4022-637-32081],33,2026-09-10 11:50:00,2026-09-10 17:50:00,M3-02_(FR3_02),354.0,14967.0,33,[4022-637-32081] IH SERVE MECH HINGE BRACKET,2026-08-28 02:00:00,TBRM /MO/01937
[4022-637-32081],20,2026-09-10 18:00:00,2026-09-10 22:10:00,M3-02_(FR3_02),250.0,14967.0,20,[4022-637-32081] IH SERVE MECH HINGE BRACKET,2026-08-28 02:00:00,TBRM /MO/02325
[4023-001-43251B],15,2026-09-10 22:20:00,2026-09-11 09:50:00,M3-02_(FR3_02),210.0,15010.0,15,[4023-001-43251B] Block detection RI,2026-09-18 02:00:00,TBRM /MO/01938
[BD50-5075-015F],43,2026-09-11 10:00:00,2026-09-11 15:50:00,M3-02_(FR3_02),348.0,15030.0,43,[BD50-5075-015F] bracket,2026-11-12 01:00:00,TBRM /MO/01843
[7007-2500-0010],1,2026-09-11 21:20:00,2026-09-11 23:50:00,M3-02_(FR3_02),150.0,19199.0,1,[7007-2500-0010] 263 - EL5 Bottom Side Panel Right (Dark) No Coating / IAH / 2026.SPX.0263.20.20,2026-07-10 12:57:03,TBRM /MO/01797
[4022-671-49061],152,2026-09-14 08:00:00,2026-09-15 18:50:00,M3-02_(FR3_02),1610.0,14988.0,152,[4022-671-49061] Bpam front 1,2026-10-05 02:00:00,TBRM /MO/02308
[BD50-5085-009-C],30,2026-09-15 19:00:00,2026-09-15 23:30:00,M3-02_(FR3_02),270.0,15032.0,30,[BD50-5085-009-C] bracket,2026-11-12 01:00:00,TBRM /MO/01835
[4022-680-50251],26,2026-09-16 08:00:00,2026-09-16 23:50:00,M3-02_(FR3_02),948.0,14997.0,26,[4022-680-50251] MBI WS MK2 F&T BMA CONNECT,2026-07-23 02:00:00,TBRM /MO/01759-002
[BD50-5085-013-C],45,2026-09-17 08:00:00,2026-09-17 14:00:00,M3-02_(FR3_02),360.0,15034.0,45,[BD50-5085-013-C] bracket,2026-11-12 01:00:00,TBRM /MO/01839
[7001-2580-0044],20,2026-09-17 14:20:00,2026-09-17 19:50:00,M3-02_(FR3_02),326.67,18721.0,20,[7001-2580-0044] ST Clamping Axle / FM / FM2010-M00009 Rev. D,2026-08-10 02:00:00,TBRM /MO/01864
[4022-666-3837-1],200,2026-09-17 20:00:00,2026-09-18 22:10:00,M3-02_(FR3_02),1090.0,14985.0,200,[4022-666-3837-1] LSPH Bellow Clamp,2026-10-08 02:00:00,TBRM /MO/02296
[4022-666-18121],342,2026-09-21 08:00:00,2026-09-24 12:50:00,M3-02_(FR3_02),3168.0,14984.0,342,[4022-666-18121] Distance Bush 1,2026-07-21 02:00:00,TBRM /MO/01809
[4022-671-49061],108,2026-09-24 13:10:00,2026-09-24 23:40:00,M3-02_(FR3_02),630.0,14988.0,108,[4022-671-49061] Bpam front 1,2026-09-11 02:00:00,TBRM /MO/01830
[4022-671-49061],54,2026-09-24 23:40:00,2026-09-25 13:40:00,M3-02_(FR3_02),360.0,14988.0,54,[4022-671-49061] Bpam front 1,2026-09-17 02:00:00,TBRM /MO/02232
[BD50-5085-007-C],30,2026-09-25 13:50:00,2026-09-25 18:20:00,M3-02_(FR3_02),270.0,15031.0,30,[BD50-5085-007-C] bracket,2026-11-12 01:00:00,TBRM /MO/01833
[00385-00-346-A],279,2026-09-28 09:20:00,2026-09-29 13:30:00,M3-02_(FR3_02),1206.0,14892.0,279,[00385-00-346-A] Plint fixing strip right,2027-02-08 12:00:00,TBRM /MO/02310
[BD50-5085-007-C],62,2026-09-29 13:40:00,2026-09-29 21:30:00,M3-02_(FR3_02),462.0,15031.0,62,[BD50-5085-007-C] bracket,2026-11-12 01:00:00,TBRM /MO/01832
[1508130 B],174,2026-09-29 21:40:00,2026-09-30 21:40:00,M3-02_(FR3_02),960.0,16893.0,174,[1508130 B] [Q] excenter housing z,2027-02-08 12:00:00,TBRM /MO/02329
