PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[00429-00-249-A],420,2026-09-10 08:00:00,2026-09-10 09:40:00,M4-01_(FR4_01),96.0,14894.0,420,[00429-00-249-A] Plint adjust strip,2026-07-23 12:00:00,TBRM /MO/01822
[00385-00-320-A],654,2026-09-10 09:40:00,2026-09-15 15:30:00,M4-01_(FR4_01),4668.0,14889.0,654,[00385-00-320-A] Plint adjust strip,2026-08-13 12:00:00,TBRM /MO/02298
[4512-127-05186B],1000,2026-09-15 15:40:00,2026-09-17 02:30:00,M4-01_(FR4_01),2090.0,15017.0,1000,[4512-127-05186B] Anschlag,2026-08-21 02:00:00,TBRM /MO/01705
[E06581],400,2026-09-17 08:20:00,2026-09-18 12:30:00,M4-01_(FR4_01),1690.0,17519.0,400,[E06581] 4598-013-97781 WA2 VIBRATION PAD LEFT SPACER blauw,2026-09-01 02:00:00,TBRM /MO/02316
[E05537],100,2026-09-18 13:20:00,2026-09-18 19:50:00,M4-01_(FR4_01),390.0,18608.0,100,[E05537] Spacer pos 1,2026-09-22 02:00:00,TBRM /MO/02326
[4022-335-17991],35,2026-09-18 20:00:00,2026-09-18 23:20:00,M4-01_(FR4_01),195.0,14922.0,35,[4022-335-17991] Filterh. Cu0.2 Ni0.02,2026-10-28 01:00:00,TBRM /MO/02373
[4022-335-19371],60,2026-09-22 08:00:00,2026-09-22 12:30:00,M4-01_(FR4_01),270.0,16241.0,60,[4022-335-19371] Filterhouder Ni 0.02mm,2026-10-06 02:00:00,TBRM /MO/01939
[1011113A],134,2026-09-23 16:00:00,2026-09-24 04:40:00,M4-01_(FR4_01),760.0,14905.0,134,[1011113A] Cord Bracket,2026-09-11 02:00:00,TBRM /MO/02300
[1011113A],134,2026-09-24 08:00:00,2026-09-24 14:00:00,M4-01_(FR4_01),358.0,14905.0,134,[1011113A] Cord Bracket,2026-09-11 02:00:00,TBRM /MO/02300
[4022-333-58791],64,2026-09-25 08:00:00,2026-09-25 12:50:00,M4-01_(FR4_01),282.0,14921.0,64,[4022-333-58791] Filterhouder Cu 0.1,2026-09-18 02:00:00,TBRM /MO/02363
[m05534],200,2026-09-28 16:00:00,2026-09-29 01:50:00,M4-01_(FR4_01),590.0,17395.0,200,[m05534]  Spacer pos 1,2026-09-15 02:00:00,TBRM /MO/02315
[E06580],400,2026-09-30 08:00:00,2026-10-01 12:10:00,M4-01_(FR4_01),1690.0,17867.0,400,[E06580] 4598-013-97791 WA2 VIBRATION PAD RIGHT SPACER rood,2026-09-01 02:00:00,TBRM /MO/02317
[00385-00-321-A],714,2026-10-01 12:20:00,2026-10-07 13:10:00,M4-01_(FR4_01),5802.0,14890.0,714,[00385-00-321-A] Plint fixing strip left,2027-02-08 12:00:00,TBRM /MO/02311
