PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[00385-00-274-D],616,2026-09-10 08:10:00,2026-09-14 08:30:00,VF2SS_(M3-03),1938.0,14888.0,616,[00385-00-274-D] Filling block,2026-05-14 12:00:00,TBRM /MO/01668
[7005-2580-0010],4,2026-09-14 08:40:00,2026-09-14 10:30:00,VF2SS_(M3-03),101.0,16360.0,4,[7005-2580-0010] Cylinder bracket V01-00 / NFI / 27244703,2026-10-05 02:00:00,TBRM /MO/02370
[7001-2580-0047],20,2026-09-14 10:40:00,2026-09-14 11:50:00,VF2SS_(M3-03),68.8,18724.0,20,[7001-2580-0047] ST Lever / FM / FM2010-M00014 Rev. D,2026-08-10 02:00:00,TBRM /MO/01876
[7005-2480-0070],32,2026-09-14 12:00:00,2026-09-14 15:40:00,VF2SS_(M3-03),212.0,13982.0,32,[7005-2480-0070] GRIPP / 105-46612,2026-08-20 02:00:00,TBRM /MO/01763
[M0216-01-363-B],90,2026-09-14 15:50:00,2026-09-17 11:20:00,VF2SS_(M3-03),2610.0,15042.0,90,[M0216-01-363-B] nul-graden arretsegment,2026-09-02 12:00:00,TBRM /MO/02364
[7005-2580-0014],5,2026-09-17 11:30:00,2026-09-18 23:00:00,VF2SS_(M3-03),1650.0,17992.0,5,[7005-2580-0014] Backplate V01-00 / NFI / 27244701,2026-10-05 02:00:00,TBRM /MO/02367
[4022-671-49061],108,2026-09-21 08:00:00,2026-09-22 11:30:00,VF2SS_(M3-03),1170.0,14988.0,108,[4022-671-49061] Bpam front 1,2026-09-11 02:00:00,TBRM /MO/01830
[4022-671-49061],152,2026-09-22 11:40:00,2026-09-23 09:50:00,VF2SS_(M3-03),850.0,14988.0,152,[4022-671-49061] Bpam front 1,2026-10-05 02:00:00,TBRM /MO/02308
[BD50-5075-013F],50,2026-09-23 10:00:00,2026-09-23 16:30:00,VF2SS_(M3-03),390.0,15029.0,50,[BD50-5075-013F] bracket,2026-11-12 01:00:00,TBRM /MO/01841
[4022-671-49061],108,2026-09-23 20:00:00,2026-09-24 14:30:00,VF2SS_(M3-03),630.0,14988.0,108,[4022-671-49061] Bpam front 1,2026-09-11 02:00:00,TBRM /MO/01830
[4022.632.63021],1600,2026-09-24 14:40:00,2026-09-24 22:10:00,VF2SS_(M3-03),450.0,7034.0,1600,[4022.632.63021] WTP LOCKING NUT,2026-11-10 01:00:00,TBRM /MO/02356
[7001-2580-0044],20,2026-09-25 08:00:00,2026-09-25 14:20:00,VF2SS_(M3-03),379.67,18721.0,20,[7001-2580-0044] ST Clamping Axle / FM / FM2010-M00009 Rev. D,2026-08-10 02:00:00,TBRM /MO/01864
[7005-2580-0017],18,2026-09-25 14:30:00,2026-09-29 18:00:00,VF2SS_(M3-03),2130.0,18142.0,18,[7005-2580-0017] GP Z-Adjustment Lever V02-01 / 26241001,2026-10-15 02:00:00,TBRM /MO/02366
[4022-333-11506],86,2026-09-29 18:10:00,2026-09-30 10:50:00,VF2SS_(M3-03),520.0,14916.0,86,[4022-333-11506] lagerblok,2026-12-31 12:00:00,TBRM /MO/01615
[4022.666.20971-TBRM MCH],500,2026-10-01 21:20:00,2026-10-19 23:40:00,VF2SS_(M3-03),11660.0,13691.0,500,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,2026-11-10 01:00:00,TBRM /MO/02355
