PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[00429-00-662-B],420,2026-09-04 08:00:00,2026-09-04 08:40:00,BW_(BKW_01),40.0,14895.0,420,[00429-00-662-B] Arret lever,2026-05-14 12:00:00,TBRM /MO/01672
[4022-637-29301],17,2026-09-04 09:30:00,2026-09-04 10:30:00,BW_(BKW_01),51.0,14964.0,17,[4022-637-29301] Hinge Block Fixed RM,2026-01-16 10:00:00,TBRM /MO/01266-002
[00429-00-249-A],420,2026-09-04 10:40:00,2026-09-04 10:50:00,BW_(BKW_01),1.0,14894.0,420,[00429-00-249-A] Plint adjust strip,2026-07-23 12:00:00,TBRM /MO/01822
[4598-008-08901B POS 1],92,2026-09-04 13:10:00,2026-09-04 17:50:00,BW_(BKW_01),276.0,15022.0,92,[4598-008-08901B POS 1] CEILING INLET*,2026-04-10 02:00:00,TBRM /MO/01414-002
[7005-2480-0070],32,2026-09-04 18:30:00,2026-09-04 18:40:00,BW_(BKW_01),8.0,13982.0,32,[7005-2480-0070] GRIPP / 105-46612,2026-08-20 02:00:00,TBRM /MO/01763
[4598-008-08901B POS 1],89,2026-09-04 19:40:00,2026-09-07 08:10:00,BW_(BKW_01),267.0,15022.0,89,[4598-008-08901B POS 1] CEILING INLET*,2026-06-26 02:00:00,TBRM /MO/01624-002
[4598-008-08901B POS 1],80,2026-09-07 12:40:00,2026-09-07 16:40:00,BW_(BKW_01),240.0,15022.0,80,[4598-008-08901B POS 1] CEILING INLET*,2026-03-19 10:00:00,TBRM /MO/01175-002
[4022-635-87291],315,2026-09-07 16:50:00,2026-09-07 22:10:00,BW_(BKW_01),315.0,14958.0,315,[4022-635-87291] HANDLE,2026-08-20 02:00:00,TBRM /MO/01940
[1508130 B],134,2026-09-07 22:40:00,2026-09-08 17:50:00,BW_(BKW_01),670.0,16893.0,134,[1508130 B] [Q] excenter housing z,2026-05-14 12:00:00,TBRM /MO/01673
[4022-455-09992],60,2026-09-08 18:00:00,2026-09-08 19:00:00,BW_(BKW_01),60.0,14928.0,60,[4022-455-09992] POST 2,2026-08-17 02:00:00,TBRM /MO/01806
[00385-00-274-D],616,2026-09-08 21:20:00,2026-09-09 15:40:00,BW_(BKW_01),616.0,14888.0,616,[00385-00-274-D] Filling block,2026-05-14 12:00:00,TBRM /MO/01668
[4022-666-3837-1],200,2026-09-09 15:50:00,2026-09-09 22:30:00,BW_(BKW_01),400.0,14985.0,200,[4022-666-3837-1] LSPH Bellow Clamp,2026-08-13 02:00:00,TBRM /MO/01735
[00385-00-329-A],473,2026-09-10 08:00:00,2026-09-10 16:00:00,BW_(BKW_01),473.0,14891.0,473,[00385-00-329-A] End plate finger safety hinge,2026-07-23 12:00:00,TBRM /MO/01823
[00385-00-320-A],654,2026-09-10 16:10:00,2026-09-11 11:10:00,BW_(BKW_01),654.0,14889.0,654,[00385-00-320-A] Plint adjust strip,2026-08-13 12:00:00,TBRM /MO/02298
[4022-674-35671],46,2026-09-11 11:20:00,2026-09-11 12:10:00,BW_(BKW_01),46.0,14992.0,46,[4022-674-35671] MBI WS LTT SSXY MAN PLUG,2026-09-23 02:00:00,TBRM /MO/02297
[BD50-5085-007-C],30,2026-09-11 12:20:00,2026-09-11 13:20:00,BW_(BKW_01),60.0,15031.0,30,[BD50-5085-007-C] bracket,2026-11-12 01:00:00,TBRM /MO/01833
[4022-337-33842],120,2026-09-11 16:00:00,2026-09-11 16:20:00,BW_(BKW_01),12.0,14925.0,120,[4022-337-33842] arret holder,2026-07-16 12:00:00,TBRM /MO/01824
