PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[4022.666.20971-TBRM MCH],201,2026-09-21 08:00:00,2026-09-21 12:30:00,UMC750SS_(M5-04),261.0,13691.0,201,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,2026-07-15 02:00:00,TBRM /MO/02429
[4022.666.20971-TBRM MCH],201,2026-09-21 12:30:00,2026-09-24 19:20:00,UMC750SS_(M5-04),4723.2,13691.0,201,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,2026-07-15 02:00:00,TBRM /MO/02429
[7001-2580-0031],10,2026-09-24 19:30:00,2026-09-25 10:40:00,UMC750SS_(M5-04),910.0,17781.0,10,[7001-2580-0031] Lens Mechanism 2 / FM / FM-02-004-B,2026-09-02 02:00:00,TBRM /MO/01959
[7001-2580-0035],10,2026-09-25 10:50:00,2026-09-25 20:40:00,UMC750SS_(M5-04),590.0,17785.0,10,[7001-2580-0035] SA Housing / FM / FM-02-017-B,2026-09-02 02:00:00,TBRM /MO/01971
[4022.684.28962],1,2026-09-25 20:50:00,2026-09-28 02:30:00,UMC750SS_(M5-04),335.0,18348.0,1,[4022.684.28962] RS C+H DYN ATTACH PLT RH SIDE / CLS,2026-10-14 02:00:00,TBRM /MO/02376
[7001-2580-0040],72,2026-09-28 08:00:00,2026-09-28 09:40:00,UMC750SS_(M5-04),96.0,17790.0,72,[7001-2580-0040] Window Holder / FM / FM-02-041-B,2027-03-15 12:00:00,TBRM /MO/02223
[7001-2580-0030],20,2026-09-28 12:00:00,2026-09-28 22:00:00,UMC750SS_(M5-04),600.0,17780.0,20,[7001-2580-0030] Lens Fix / FM / FM-02-009-B,2026-09-02 02:00:00,TBRM /MO/01958
[7001-2580-0018],60,2026-09-28 22:10:00,2026-09-29 14:10:00,UMC750SS_(M5-04),960.0,17768.0,60,[7001-2580-0018] Mountblock / FM / FM-02-013-B,2026-09-02 02:00:00,TBRM /MO/01997
[4022.622.19821],5,2026-09-29 14:20:00,2026-09-29 20:20:00,UMC750SS_(M5-04),360.0,19415.0,5,[4022.622.19821] RH NXE RBI BAFFLE INSERT,2026-09-07 02:00:00,TBRM /MO/02359
[7005-2580-0003],9,2026-09-29 20:20:00,2026-09-30 00:20:00,UMC750SS_(M5-04),240.0,16255.0,9,[7005-2580-0003] Stroke Limiter Plate RX-R V02-02-B / 26223908,2026-09-28 10:42:31,TBRM /MO/02434
[7001-2580-0032],10,2026-09-30 08:00:00,2026-09-30 12:10:00,UMC750SS_(M5-04),250.0,17782.0,10,[7001-2580-0032] Lens Support / FM / FM-02-042-B,2026-09-02 02:00:00,TBRM /MO/02227
[1207568A],30,2026-09-30 12:20:00,2026-09-30 23:20:00,UMC750SS_(M5-04),660.0,14912.0,30,[1207568A] Cable clamp,2026-12-31 09:00:00,TBRM /MO/01300
[7001-2580-0026],10,2026-09-30 23:30:00,2026-10-01 06:10:00,UMC750SS_(M5-04),395.0,17776.0,10,[7001-2580-0026] Holder Fresnell / FM / FM-02-035-B,2027-03-15 12:00:00,TBRM /MO/02228
[4022.666.20971-TBRM MCH],500,2026-10-01 08:00:00,2026-10-13 10:20:00,UMC750SS_(M5-04),11660.0,13691.0,500,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,2026-09-14 02:00:00,TBRM /MO/02255-002
[4022.704.19282],34,2026-10-14 16:00:00,2026-10-16 03:00:00,UMC750SS_(M5-04),2100.0,14210.0,34,[4022.704.19282] RH RED GRIPPER BODY,2026-08-25 02:00:00,TBRM /MO/01644-003
[1508130 B],174,2026-10-16 08:00:00,2026-10-23 19:30:00,UMC750SS_(M5-04),7890.0,16893.0,174,[1508130 B] [Q] excenter housing z,2027-03-15 12:00:00,TBRM /MO/02329
