PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[7001-2580-0007],20,2026-09-10 08:00:00,2026-09-10 10:20:00,UMC750SS_(M5-05),136.0,17701.0,20,[7001-2580-0007] ST Interface plate / FM / FM210-M00008 Rev. D,2026-08-10 02:00:00,TBRM /MO/01872
[7001-2580-0024],10,2026-09-10 10:30:00,2026-09-11 20:00:00,UMC750SS_(M5-05),1530.0,17774.0,10,[7001-2580-0024] LIGHT L BRACKET / FM / FM-02-030-B,2026-09-02 02:00:00,TBRM /MO/01944
[7001-2580-0030],20,2026-09-11 20:10:00,2026-09-14 14:10:00,UMC750SS_(M5-05),600.0,17780.0,20,[7001-2580-0030] Lens Fix / FM / FM-02-009-B,2026-09-02 02:00:00,TBRM /MO/01958
[7005-2580-0015],5,2026-09-14 14:20:00,2026-09-15 11:30:00,UMC750SS_(M5-05),785.0,17993.0,5,[7005-2580-0015] Baseplate V01-00 / NFI / 27244702,2026-10-05 02:00:00,TBRM /MO/02368
[7001-2580-0016],12,2026-09-15 11:40:00,2026-09-15 13:10:00,UMC750SS_(M5-05),86.0,17766.0,12,[7001-2580-0016] Pusher Protect / FM / FM-02-012-B,2027-02-08 12:00:00,TBRM /MO/02222
[7001-2580-0039],32,2026-09-15 11:40:00,2026-09-15 13:00:00,UMC750SS_(M5-05),72.0,17789.0,32,[7001-2580-0039] Lens Shim / FM / FM-02-061-B,2027-02-08 12:00:00,TBRM /MO/02225
[7001-2580-0036],10,2026-09-15 13:20:00,2026-09-15 18:40:00,UMC750SS_(M5-05),320.0,17786.0,10,[7001-2580-0036] LS Actuator Arm / FM / FM-02-029-B,2026-09-02 02:00:00,TBRM /MO/01972
[4022.622.61092],68,2026-09-15 18:50:00,2026-09-17 10:30:00,UMC750SS_(M5-05),1420.0,7366.0,68,[4022.622.61092] RH RED GRIPPER CABLE COVER ,2026-11-02 01:00:00,TBRM /MO/01756
[7001-2580-0033],10,2026-09-17 10:40:00,2026-09-17 13:20:00,UMC750SS_(M5-05),160.0,17783.0,10,[7001-2580-0033] Detector Mount / FM / FM-02-044-B,2027-02-08 12:00:00,TBRM /MO/02226
[7001-2580-0020],18,2026-09-17 13:20:00,2026-09-17 15:10:00,UMC750SS_(M5-05),104.0,17770.0,18,[7001-2580-0020] Monitor Support 2 / FM / FM-02-045-B,2027-02-08 12:00:00,TBRM /MO/02219
[7001-2540-0009],10,2026-09-17 16:00:00,2026-09-18 08:00:00,UMC750SS_(M5-05),480.0,17904.0,10,[7001-2540-0009] Mirror Holder V2 / FM-02-034 ,2026-09-02 02:00:00,TBRM /MO/02008
[7001-2580-0032],10,2026-09-18 08:10:00,2026-09-18 12:20:00,UMC750SS_(M5-05),250.0,17782.0,10,[7001-2580-0032] Lens Support / FM / FM-02-042-B,2027-02-08 12:00:00,TBRM /MO/02227
[7005-2580-0007],8,2026-09-18 16:00:00,2026-09-18 21:30:00,UMC750SS_(M5-05),324.0,16269.0,8,[7005-2580-0007] Support block  / 07201506 v02-00 - Drawing in RED,2026-09-04 02:00:00,TBRM /MO/01711
[7001-2580-0040],72,2026-09-18 21:40:00,2026-09-18 23:20:00,UMC750SS_(M5-05),96.0,17790.0,72,[7001-2580-0040] Window Holder / FM / FM-02-041-B,2027-02-08 12:00:00,TBRM /MO/02223
[7001-2580-0038],10,2026-09-21 16:00:00,2026-09-21 21:40:00,UMC750SS_(M5-05),340.0,17788.0,10,[7001-2580-0038] Swing / FM / FM-02-019-B,2026-09-02 02:00:00,TBRM /MO/01976
[4022.704.19302],124,2026-09-22 14:00:00,2026-09-22 19:10:00,UMC750SS_(M5-05),308.0,6974.0,124,[4022.704.19302] RH RED STATIC STRAIN RELIEF A,2026-10-06 02:00:00,TBRM /MO/02217
[7001-2580-0005],20,2026-09-23 08:00:00,2026-09-24 10:20:00,UMC750SS_(M5-05),1100.0,17693.0,20,[7001-2580-0005] MT Center Body / FM / FM2010-M00019 Rev. C,2026-08-10 02:00:00,TBRM /MO/01848
[4022.666.20971-TBRM MCH],500,2026-09-24 10:30:00,2026-10-12 12:50:00,UMC750SS_(M5-05),11660.0,13691.0,500,[4022.666.20971-TBRM MCH] WTP IM MK6 BRACKET RING,2026-09-14 02:00:00,TBRM /MO/02255-002
