PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration,Product/ID,Quantity,Product,Deadline,Reference
[4022-666-18121],342,2026-09-07 08:00:00,2026-09-10 12:50:00,M3-02_(FR3_02),3168.0,14984.0,342,[4022-666-18121] Distance Bush 1,2026-07-21 02:00:00,TBRM /MO/01809
[7001-2580-0023],10,2026-09-10 13:00:00,2026-09-11 09:20:00,M3-02_(FR3_02),740.0,17773.0,10,[7001-2580-0023] TOP PLATE / FM / FM-02-003-C,2026-09-02 02:00:00,TBRM /MO/01943
[4022-637-32081],20,2026-09-11 12:10:00,2026-09-11 16:20:00,M3-02_(FR3_02),250.0,14967.0,20,[4022-637-32081] IH SERVE MECH HINGE BRACKET,2026-08-28 02:00:00,TBRM /MO/02325
[BD50-5085-007-C],30,2026-09-11 16:30:00,2026-09-11 21:00:00,M3-02_(FR3_02),270.0,15031.0,30,[BD50-5085-007-C] bracket,2026-11-12 01:00:00,TBRM /MO/01833
[4022.632.63021],1600,2026-09-11 22:00:00,2026-09-14 13:30:00,M3-02_(FR3_02),450.0,7034.0,1600,[4022.632.63021] WTP LOCKING NUT,2026-10-05 02:00:00,TBRM /MO/02354
[00429-00-662-B],400,2026-09-14 16:00:00,2026-09-14 19:10:00,M3-02_(FR3_02),190.0,14895.0,400,[00429-00-662-B] Arret lever,2026-08-06 12:00:00,TBRM /MO/02299
[4022-671-49061],108,2026-09-14 19:20:00,2026-09-15 22:50:00,M3-02_(FR3_02),1170.0,14988.0,108,[4022-671-49061] Bpam front 1,2026-09-11 02:00:00,TBRM /MO/01830
[7005-2580-0014],5,2026-09-15 23:00:00,2026-09-17 18:30:00,M3-02_(FR3_02),1650.0,17992.0,5,[7005-2580-0014] Backplate V01-00 / NFI / 27244701,2026-10-05 02:00:00,TBRM /MO/02367
[BD50-5085-009-C],30,2026-09-17 18:40:00,2026-09-17 23:10:00,M3-02_(FR3_02),270.0,15032.0,30,[BD50-5085-009-C] bracket,2026-11-12 01:00:00,TBRM /MO/01835
[7007-2500-0010],1,2026-09-18 08:00:00,2026-09-18 10:30:00,M3-02_(FR3_02),150.0,19199.0,1,[7007-2500-0010] 263 - EL5 Bottom Side Panel Right (Dark) No Coating / IAH / 2026.SPX.0263.20.20,2026-07-10 12:57:03,TBRM /MO/01797
[4022-656-92231],126,2026-09-18 10:40:00,2026-09-21 13:00:00,M3-02_(FR3_02),1098.0,14980.0,126,[4022-656-92231] Exhaust fw bridge 1980,2026-10-06 02:00:00,TBRM /MO/02362
[BD50-5085-007-C],62,2026-09-21 13:10:00,2026-09-21 21:00:00,M3-02_(FR3_02),462.0,15031.0,62,[BD50-5085-007-C] bracket,2026-11-12 01:00:00,TBRM /MO/01832
[4022.632.63021],1600,2026-09-22 12:00:00,2026-09-22 19:30:00,M3-02_(FR3_02),450.0,7034.0,1600,[4022.632.63021] WTP LOCKING NUT,2026-11-10 01:00:00,TBRM /MO/02356
[4022-666-3837-1],200,2026-09-23 16:00:00,2026-09-24 18:10:00,M3-02_(FR3_02),1090.0,14985.0,200,[4022-666-3837-1] LSPH Bellow Clamp,2026-10-08 02:00:00,TBRM /MO/02296
[00385-00-346-A],279,2026-09-24 18:20:00,2026-09-25 22:30:00,M3-02_(FR3_02),1206.0,14892.0,279,[00385-00-346-A] Plint fixing strip right,2027-02-08 12:00:00,TBRM /MO/02310
[4022-333-13805],250,2026-09-30 13:20:00,2026-09-30 23:10:00,M3-02_(FR3_02),590.0,14917.0,250,[4022-333-13805] dr pnt cilinder,2027-02-08 12:00:00,TBRM /MO/02357
[4022.622.19821],5,2026-10-05 16:00:00,2026-10-05 17:30:00,M3-02_(FR3_02),90.0,19415.0,5,[4022.622.19821] RH NXE RBI BAFFLE INSERT,2027-02-01 12:00:00,TBRM /MO/02359
[4022-333-11506],86,2026-10-19 08:00:00,2026-10-19 16:40:00,M3-02_(FR3_02),520.0,14916.0,86,[4022-333-11506] lagerblok,2026-12-31 12:00:00,TBRM /MO/01615
