ProductID,ProductNumber,Name,StockLevel,PrescribedBatchsize,ChosenBatchsize
340,7124502,[7124502]  Straight segment flat track.STEP,0.0,,
341,7125883,[7125883]  Curved segment flat track.STEP,0.0,,
342,7163327,[7163327]  RD044-M0003.STEP,0.0,,
343,7164618,[7164618]  RD044-M0004.STEP,0.0,,
344,7165466,[7165466]  RD044-M0005.STEP,0.0,,
345,X0846711,[X0846711]  X0846711 ,0.0,,
346,5603-0000-0024,[5603-0000-0024]  Blank C45+C/C45k vk30,0.0,,
347,7239895,[7239895]  accelero_cube_1part_drilled.STEP,0.0,,
348,7241523,[7241523]  4023 006 26341.stp,0.0,,
349,7242779,[7242779]  4023 006 26661.stp,0.0,,
350,7243806,[7243806]  4023 006 26681.stp,0.0,,
351,7208585,[7208585]  vfr800_front_caliper_delink_bracket_v1_2025Jan20_2106.step,0.0,,
352,7248314,[7248314]  4023 006 16561 CLAMP 4X.stp,0.0,,
353,7249414,[7249414]  4023 006 19871 Tube Protector.stp,0.0,,
354,7245531,[7245531]  Chip_plate_holder.STEP,0.0,,
355,7246981,[7246981]  Peltier_Holder_Adjusted.STEP,0.0,,
356,7247297,[7247297]  Tubing_holder.STEP,0.0,,
357,7244675,[7244675]  V4_fluidic_holder_CAVA2025_TightCooling.STEP,0.0,,
358,7254223,[7254223]  4023 006 31221-A.stp,0.0,,
359,4022-637-39621,[4022-637-39621]  BLOCK FOR LOCKING SCREW ,0.0,,
360,5602-0000-0047,[5602-0000-0047]  RVS 304/304L blank plat 30x25,0.0,,
361,M.P04743,[M.P04743]  Koppelstrip bovenligger iGate,0.0,,301
362,5990-0000-0023,[5990-0000-0023]  Customer supplied material - [M.P04743] Koppelstrip bovenligger iGate,0.0,,
363,4022-699-03382,[4022-699-03382]  EXE WS MP XZ LOCK WEDGE,0.0,,
364,5990-0000-0024,[5990-0000-0024]  Customer supplied material - EXE WS MP XZ LOCK WEDGE,0.0,,
365,4022-669-93452,[4022-669-93452]  SERV FLR MKII BM IF HOOK,0.0,,
366,5990-0000-0025,[5990-0000-0025]  Customer supplied material - SERV FLR MKII BM IF HOOK,0.0,,
367,7005-2480-0090,[7005-2480-0090]  METROFRAME BODY V02-00-B / 0119073001 ,0.0,,4
368,5601-0000-0155,[5601-0000-0155]  ALU 5083 gegoten gzgd plaat 590x460x150,0.0,,
369,7005-2480-0170,[7005-2480-0170]  CABLE GUIDE / 0119073006,0.0,,
370,7201703,[7201703]  MOTOR MOUNT / PROTO,0.0,,
371,5601-0000-0040,[5601-0000-0040]  ALU 5083 H111 (wgw) gzgd plaat 125x30,0.0,,
372,7202812,[7202812]  PRINTBED / PROTO,0.0,,
373,7199932,[7199932]   BASE SHUTTLE / PROTO,0.0,,
374,5601-0000-0159,[5601-0000-0159]  ALU 5083 6z gzgd 125x60,0.0,,
375,4022.684.31572,[4022.684.31572]  RH RED TURRET ELEC COVER C,0.0,,1
376,5601-0000-0160,[5601-0000-0160]  ALU 5083 gegoten gefreesd gzgd plaat 500x350x12mm ,0.0,,
377,7200759,[7200759]  MAGNET HOLDER / PROTO,0.0,,
378,5601-0000-0051,[5601-0000-0051]  ALU 5083 H111 (wgw) gzgd plaat 200x15,0.0,,
379,7204469,[7204469]  ENCODERPLATE / PROTO,0.0,,
380,7206913,[7206913]  BOTTOM PLATE / PROTO,0.0,,
381,4022.622.61941,[4022.622.61941]  RH RED FRAME -X COVER,0.0,,1
382,5601-0000-0161,[5601-0000-0161]  ALU 6082 T651 (wgw) gzgd plaat 500x365x100 ,0.0,,
383,4022.622.61761,[4022.622.61761]  RH RED EBOX MONO,0.0,,1
384,5601-0000-0162,[5601-0000-0162]  ALU 6082 T651 (wgw) gzgd plaat 240x180x150,0.0,,
385,7205666,[7205666]  STIFFENER / PROTO,0.0,,
386,5601-0000-0165,[5601-0000-0165]  ALU 5083 H111 (wgw) gzgd plaat 465x310x25,0.0,,
387,Dummy encoder block / P1350-M1100-02 ,Dummy encoder block / P1350-M1100-02 ,0.0,,
388,5601-0000-0164,[5601-0000-0164]  RVS 303 (1.4305) wgw rond 210x235,0.0,,
389,7123100,[7123100]  SPINDLE TO RAILS / PROTO,0.0,,
390,5601-0000-0044,[5601-0000-0044]  ALU 5083 H111 (wgw) gzgd plaat 50x50,0.0,,
391,7005-2580-0001,[7005-2580-0001]  Stroke Limiter Plate ZY-L / 26223910,0.0,,
392,5601-0000-0029,[5601-0000-0029]  ALU 6082 T651 (wgw) gzgd plaat 50x50,1900.0,1,
393,7005-2580-0003,[7005-2580-0003]  Stroke Limiter Plate RX-R / 26223908,0.0,,
394,7005-2480-0180,[7005-2480-0180]  TORSION RELIEF RING / 0119073007,0.0,,
395,5602-0000-0031,[5602-0000-0031]  RVS 316L wgw plat 80x20,3253.0,,
396,7005-2480-0130,[7005-2480-0130]  CABLE COVER 1 / 0119073003,0.0,,
397,5602-0000-0049,[5602-0000-0049]  RVS 316L kgw finish 2B plaat 2000x1000x4,0.0,,
398,7005-2580-0005,[7005-2580-0005]  Single Rail / IGUS / WSQ-06S,0.0,,45
399,Single rail WSQ - not drilled / IGUS / WSQ-06S,Single rail WSQ - not drilled / IGUS / WSQ-06S,0.0,,
400,7005-2480-0140,[7005-2480-0140]  CABLE COVER 2 / 0119073004,0.0,,
401,5608-0000-0001,[5608-0000-0001]  PEEK gzgd 190x100x20,0.0,,
402,7247694,[7247694]  P1517-M4006-00.stp,0.0,,
403,5605-0000-0029,[5605-0000-0029]  POM-C wit gzgd plaat 500x250x16,0.0,,
404,7248956,[7248956]  P1517-M4001-00.stp,0.0,,
405,5605-0000-0030,[5605-0000-0030]  POM-C wit gzgd plaat 125x75x60,0.0,,
406,7249674,[7249674]  P1517-M4002-00.stp,0.0,,
407,5605-0000-0031,[5605-0000-0031]  POM-C wit gzgd plaat 175x75x60,0.0,,
408,7250207,[7250207]  P1517-M4003-00.stp,0.0,,
409,5605-0000-0032,[5605-0000-0032]  POM-C wit gzgd plaat 150x75x80,0.0,,
410,7251860,[7251860]  P1517-M4004-00.stp,0.0,,
411,5605-0000-0033,[5605-0000-0033]  POM-C wit gzgd plaat 150x105x80,0.0,,
412,7258128,[7258128]  P1517-M3001-00.stp,0.0,,
413,7259797,[7259797]  P1517-M3003-01.stp,0.0,,
414,7007-2500-0001,[7007-2500-0001]  TL 1 – Feet B / IAH ,0.0,,1
415,5601-0000-0166,[5601-0000-0166]  ALU 5083 H111 (wgw) plaat 360x300x45mm,0.0,,
416,4022-631-80951,[4022-631-80951]  Hinge block rm2,0.0,,10
417,Z4610360,[Z4610360]  Slide / Geleider,0.0,,
418,5609-0000-0001,[5609-0000-0001]  PA6 Polyamide Plaat Gegoten Naturel 2550x1275x20mm,0.0,,
419,4022.683.44771,[4022.683.44771]  RH NXE RED RZ ENC PLATE SPPRT,0.0,,1
420,5601-0000-0022,[5601-0000-0022]  ALU 6082 T651 (wgw) gzgd plaat 50x30,0.0,,
421,7005-2580-0002,[7005-2580-0002]  Stroke Limiter Plate ZY-R / 26223909,0.0,,
422,7305419,[7305419]  26243902 Mounting Base V02-00.STEP,0.0,,
423,5605-0000-0007,[5605-0000-0007]  POM-C wit/naturel gzgd plaat 150x50,0.0,,
424,7306642,[7306642]  26250610 Cleaning Bar V01-01.STEP,0.0,,
425,5605-0000-0034,[5605-0000-0034]  POM-C wit gzgd plaat 700x300x20,0.0,,
426,7261698,[7261698]  P1464-M1011-00.stp,0.0,,6
427,7262299,[7262299]  P1464-M1024-00.stp,0.0,,3
428,7263714,[7263714]  P1464-M1027-00.stp,0.0,,2
429,7264118,[7264118]  P1464-M2001-00.stp,0.0,,2
430,5601-0000-0031,[5601-0000-0031]  ALU 6082 T651 (wgw) gzgd plaat 100x50,0.0,,
431,7265172,[7265172]  P1464-M2003-00.stp,0.0,,4
432,5601-0000-0036,[5601-0000-0036]  ALU 6082 T651 (wgw) gzgd plaat 200x15,300.0,,
433,7266236,[7266236]  P1464-M2010-00.stp,0.0,,1
434,5601-0000-0167,[5601-0000-0167]  ALU 6082 T651 (wgw) gzgd plaat 395x250x20,0.0,,
435,7267848,[7267848]  P1464-M2015-00.stp,0.0,,2
436,5601-0000-0043,[5601-0000-0043]  ALU 5083 H111 (wgw) gzgd plaat 200x30,0.0,,
437,7268468,[7268468]  P1464-M2016-00.stp,0.0,,2
438,5601-0000-0032,[5601-0000-0032]  ALU 6082 T651 (wgw) gzgd plaat 125x50,0.0,,
439,7269980,[7269980]  P1464-M2017-00.stp,0.0,,1
440,7270733,[7270733]  P1464-M2018-00.stp,0.0,,1
441,5601-0000-0034,[5601-0000-0034]  ALU 6082 T651 (wgw) gzgd plaat 175x50,0.0,,
442,7271654,[7271654]  P1464-M2020-00.stp,0.0,,2
443,7272248,[7272248]  P1464-M2025-00.stp,0.0,,4
444,7273889,[7273889]  P1464-M2029-00.stp,0.0,,1
445,7274976,[7274976]  P1464-M2031-00.stp,0.0,,1
446,5601-0000-0024,[5601-0000-0024]  ALU 6082 T651 (wgw) gzgd plaat 100x30,3205.0,,
447,7275100,[7275100]  P1464-M2045-00.stp,0.0,,1
448,5601-0000-0168,[5601-0000-0168]  ALU 6082 T651 (wgw) gzgd plaat 465x275x20,0.0,,
449,7276589,[7276589]  P1464-M2054-00.stp,0.0,,1
450,5601-0000-0169,[5601-0000-0169]  ALU 6082 T651 (wgw) gzgd plaat 325x275x20,0.0,,
451,7277682,[7277682]  P1464-M2055-00.stp,0.0,,1
452,7278476,[7278476]  P1464-M2057-00.stp,0.0,,1
453,7279297,[7279297]  P1464-M2059-00.stp,0.0,,2
454,7282747,[7282747]  P1464-M2066-00.stp,0.0,,1
455,7283800,[7283800]  P1464-M3103-00.stp,0.0,,4
456,7284774,[7284774]  P1464-M3105-00.stp,0.0,,6
457,7285159,[7285159]  P1464-M3203-00.stp,0.0,,8
458,7286825,[7286825]  P1464-M3204-00.stp,0.0,,8
459,7287806,[7287806]  P1464-M4001-00.stp,0.0,,2
460,7288826,[7288826]  P1464-M4011-00.stp,0.0,,7
461,7289337,[7289337]  P1464-M2068-00.stp,0.0,,2
462,5605-0000-0015,[5605-0000-0015]  POM-C zwart gzgd plaat 100x50,0.0,,
463,7290605,[7290605]  P1464-M3030-00.stp,0.0,,14
464,5605-0000-0013,[5605-0000-0013]  POM-C zwart gzgd plaat 150x30,0.0,,
465,7291692,[7291692]  P1464-M3055-00.stp,0.0,,12
466,5605-0000-0003,[5605-0000-0003]  POM-C wit/naturel gzgd plaat 100x30,0.0,,
467,7292240,[7292240]  P1464-M3201-00.stp,0.0,,4
468,7302598,[7302598]  P1464-M1012-00.stp,0.0,,6
469,7308680,[7308680]  P1464-M1022-00.stp,0.0,,6
470,4022.684.31711,[4022.684.31711]  RH RED RZ STOP LEFT MOUNT,0.0,,
471,5602-0000-0050,[5602-0000-0050]  RVS 316L wgw plat 80x40,0.0,,
472,4022.684.31741,[4022.684.31741]  RH RED RZ STOP RIGHT MOUNT,0.0,,1
473,7258936,[7258936]  Prototype2-fixture-Main-bottom.STEP,0.0,,
474,7259858,[7259858]  Prototype2-fixture-Main-top.STEP,0.0,,
475,5601-0000-0026,[5601-0000-0026]  ALU 6082 T651 (wgw) gzgd plaat 150x30,0.0,,
476,7260713,[7260713]  Prototype2-fixture-support.STEP,0.0,,
477,7313890,[7313890]  P1464-M5006-00.stp,0.0,,
478,7314593,[7314593]  P1464-M2060-01.stp,0.0,,2
479,7005-2480-0120,[7005-2480-0120]  ENCODER MOUNT PLATE / 0119073002,0.0,,
480,7005-2580-0006,[7005-2580-0006]  GP Z-Adjustment Lever / 26241001,0.0,,24
481,5602-0000-0051,[5602-0000-0051]  RVS 304/304L wgw plat 90x20,0.0,,
482,7005-2580-0007,[7005-2580-0007]  Support block / 07201506,0.0,,32
483,5602-0000-0052,[5602-0000-0052]  RVS 304/304L wgw plat 120x60,0.0,,
484,26251090 PEU Filter Holder R V,[26251090 PEU Filter Holder R V]  PEU Quick Release RIGHT,0.0,,
485,26251091 PEU Filter Holder L V,[26251091 PEU Filter Holder L V]  PEU Quick Release LEFT,0.0,,
486,7005-2400-0100,[7005-2400-0100]  02200903 encoder scale mount bracket V01-01 electropolished / 02200903 V01-01,0.0,,42
487,00528-11400-A,[00528-11400-A]  RM BM MOT PCA INT MID,0.0,,
488,7262799,[7262799]  KR71001001977.stp,0.0,,
489,10007434A,[10007434A]  coil clamp body pin side,0.0,,
490,10007432A,[10007432A]  coil clamp body threaded side,0.0,,
491,00528-02746-A,[00528-02746-A]  hoisting bridge,0.0,,1
492,5602-0000-0054,[5602-0000-0054]  RVS 316L wgw geschild rond 390,0.0,,
493,00528-02720-A,[00528-02720-A]  leaf spring middle interface,0.0,,1
494,5602-0000-0053,[5602-0000-0053]  RVS 304/304L wgw geschild rond 110,0.0,,
495,10005158B,[10005158B]  gearbox side cover,0.0,,2
496,5601-0000-0170,[5601-0000-0170]  ALU 5083 gegoten 6 zijdig gezaagd 465x300x50 ,0.0,,
497,10007537A,[10007537A]  bearing block small,0.0,,2
498,104009586,[104009586]  HALFFAB_M_BLOCK_RH_LEFT,0.0,,1
499,5603-0000-0020,[5603-0000-0020]  STAAL S355J2 rond Ø180,0.0,,
500,104009581,[104009581]  HALFFAB_M_BLOCK_RH_RIGHT,0.0,,1
501,104009583,[104009583]  HALFFAB_M_MOUNTING_BLCK_FRNT_R,0.0,,1
502,5603-0000-0021,[5603-0000-0021]  STAAL S355J2 rond Ø130,0.0,,
503,104009584,[104009584]  HALFFAB_M_MOUNTING_BLCK_FRNT_L,0.0,,1
504,7005-2540-0001,[7005-2540-0001]  C beam v01-03 / 07201507,0.0,,34
505,5602-0000-0055,[5602-0000-0055]  Seamless tube AISI30 4x40x40x400,0.0,,
506,4022.644.3272,[4022.644.3272]  NXE RH Gripper LVL Tool Base,0.0,,1
507,5601-0000-0103,[5601-0000-0103]  ALU 6082 T651 (wgw) gzgd plaat 255x225x25,0.0,,
508,4022.644.9779,[4022.644.9779]  NXE NH Gripper LVL Tool Cover,0.0,,1
509,5601-0000-0104,[5601-0000-0104]  ALU 6082 T651 (wgw) gzgd plaat 255x225x8,0.0,,
510,10007433A,[10007433A]  RMFT Y-actuator power plug,0.0,,9
511,5608-0000-0003,[5608-0000-0003]  PEEK Staf Naturel Ø50,0.0,,
512,P1464-M5004-01,P1464-M5004-01,0.0,,
513,P1464-M5024-00,P1464-M5024-00,0.0,,
514,P1464-M5025-00,P1464-M5025-00,0.0,,
515,5602-0000-0056,[5602-0000-0056]  RVS 304/304L wgw plat 80x20,0.0,,
516,1508130 B,[1508130 B]  [Q] excenter housing z,0.0,,50
517,7342825,[7342825]  upper part.dxf,0.0,,
518,5601-0000-0030,[5601-0000-0030]  ALU 6082 T651 (wgw) gzgd plaat 75x50,0.0,,
519,7343615,[7343615]  lower part.dxf,0.0,,
520,7284518,[7284518]  Fixture-step1-Base-M6-center-clamp.STEP,0.0,,
521,7285692,[7285692]  Top cover.STEP,0.0,,
522,4022-639-33161,[4022-639-33161]  HV part 9B-E RR,0.0,,
523,5601-0000-0171,[5601-0000-0171]  ALU 5083 H111 (wgw) gzgd plaat 175x155x20,0.0,,
524,7009-2500-0004,[7009-2500-0004]  IH Mounting 1  / 1806-110-036 ,0.0,,10
525,7009-2500-0001,[7009-2500-0001]  Bearing / 1806-110-026,0.0,,25
526,7009-2500-0003,[7009-2500-0003]  Axle Clamp / 1806-110-035,0.0,,40
527,7009-2500-0006,[7009-2500-0006]  IH Mounting 3 / 1806-110-038,0.0,,5
528,5601-0000-0172,[5601-0000-0172]  ALU 6082 T651 (wgw) gzgd plaat 110x100x60,0.0,,
529,7009-2500-0005,[7009-2500-0005]  IH Mounting 2 / 1806-110-037,0.0,,5
530,10006767A,[10006767A]  RMFT Air Interface Block,0.0,,1
531,5601-0000-0035,[5601-0000-0035]  ALU 6082 T651 (wgw) gzgd plaat 200x50,1265.0,,
532,4022.689.0729,[4022.689.0729]  VST HXX Actuator Protect Cover,0.0,,
533,4022.644.9778,[4022.644.9778]  NXE LH Gripper LVLS Base,0.0,,1
534,7351522,[7351522]  Impact cover-6_rev-0 alleen base voor export-AP214.step,0.0,1,
535,4022.622.61481,[4022.622.61481]  RH RED GRIPPER TUNGSTEN MASS ,0.0,,
536,5607-0000-0001,[5607-0000-0001]  TUNGSTEN sintered block 15x49x49,0.0,,
537,PTANK638.1015,PTANK638.1015,0.0,,
538,5601-0000-0173,[5601-0000-0173]  ALU 6060 T66 plat 40x30,18000.0,,
539,7005-2580-0008,[7005-2580-0008]  Backplate / 27244701 ,0.0,,8
540,5601-0000-0174,[5601-0000-0174]  ALU 5083 gegoten gefreesd  800x500x10mm,0.0,,
541,7005-2580-0009,[7005-2580-0009]  Baseplate / 27244702,0.0,,8
542,5601-0000-0175,[5601-0000-0175]  ALU 5083 gegoten 6 zijdig gezaagd 520x250x45,0.0,,
543,7005-2580-0010,[7005-2580-0010]  Cylinder bracket / 27244703,0.0,,8
544,5601-0000-0176,[5601-0000-0176]  ALU 5083 gegoten 6 zijdig gezaagd 295x250x30,0.0,,
545,7302612,[7302612]  000270791B.step,0.0,1,
546,7303395,[7303395]  000271906A.step,0.0,1,
547,7009-2500-0002,[7009-2500-0002]  IH Seesaw / 1806-110-034,0.0,,5
548,000750458,[000750458]  Mounting Block for Flight,0.0,,
549,5602-0000-0057,[5602-0000-0057]  RVS 304/304L wgw vk 25,6000.0,,
550,Adjuster / FM / RD032-M0004-02,Adjuster / FM / RD032-M0004-02,0.0,,
551,Mount Fixed / FM / RD032-M0003-02,Mount Fixed / FM / RD032-M0003-02,0.0,,
552,Mount RHS / FM / RD032-M0002-02,Mount RHS / FM / RD032-M0002-02,0.0,,
553,Mount LHS / LM / RD032-M0001-01,Mount LHS / LM / RD032-M0001-01,0.0,,
554,00528-10179-A,[00528-10179-A]  gutter part upper,0.0,,
555,00528-10178-A,[00528-10178-A]  gutter part lower,0.0,,
556,00528-05538-B,[00528-05538-B]  REMA FS plate 3,0.0,,
557,00528-09965-A,[00528-09965-A]  Base Blade Adaptor X0 /00528-09965-A,0.0,,
558,00528-08511-A,[00528-08511-A]  Base blade adapter X1 / 00528-08511-A,0.0,,
559,00528-09968-A,[00528-09968-A]  Base blade adaptor Y0 / 00528-09968-A,0.0,,
560,00528-09969-A,[00528-09969-A]  Base blade adaptor Y1 / 00528-09969-A,0.0,,
