OperationID,Name,ProcessTime
430,Packaging _ Serv Mech Hinge Bracket Low,0
431,Material prep _ AR Hinge Bracket Bottom Hinge,0
432,Milling _ AR Hinge Bracket Bottom Hinge,0
433,BW - Benchwork _ AR Hinge Bracket Bottom Hinge,0
434,Packaging _ AR Hinge Bracket Bottom Hinge,0
435,Material prep _ MBI WS LTT SSXY MAN PLUG,0
436,Milling _ MBI WS LTT SSXY MAN PLUG,0
437,BW - Benchwork _ MBI WS LTT SSXY MAN PLUG,0
438,Anodisin_ MBI WS LTT SSXY MAN PLUG,0
439,Packaging _ MBI WS LTT SSXY MAN PLUG,0
440,Material prep _ MBI WS LTT HS MAN PLUG,0
441,Milling _ MBI WS LTT HS MAN PLUG,0
442,BW - Benchwork _ MBI WS LTT HS MAN PLUG,0
443,Anodisin_ MBI WS LTT HS MAN PLUG,0
444,Packaging _ MBI WS LTT HS MAN PLUG,0
445,Material prep _ MBI WS MK2 F&T BMA CONNECT 1,0
446,Milling _ MBI WS MK2 F&T BMA CONNECT 1,0
447,Passivatin_ MBI WS MK2 F&T BMA CONNECT 1,0
448,Material prep _ MBI WS MK2 F&T BMA CONNECT,0
449,Milling _ MBI WS MK2 F&T BMA CONNECT,0
450,Passivatin_ MBI WS MK2 F&T BMA CONNECT,0
451,Picking _ SR ML SF EXTENSION PLATE,0
452,Milling _ SR ML SF EXTENSION PLATE,0
453,BW - Benchwork _ SR ML SF EXTENSION PLATE,0
454,Packaging _ SR ML SF EXTENSION PLATE,0
455,Anodisin_ SR ML SF EXTENSION PLATE,0
456,Material prep _ Block,0
457,Milling _ Block,0
458,BW - Benchwork _ Block,0
459,Packaging _ Block,0
460,Material prep _ Brace,0
461,Milling _ Brace,0
462,BW - Benchwork _ Brace,0
463,Packaging _ Brace,0
464,Material prep _ DC Brace,0
465,Milling _ DC Brace,0
466,BW - Benchwork _ DC Brace,0
467,Packaging _ DC Brace,0
468,Material prep _ MBI WS CARRIER SSZ CAP,0
469,Milling _ MBI WS CARRIER SSZ CAP,0
470,Anodisin_ MBI WS CARRIER SSZ CAP,0
471,BW - Benchwork _ MBI WS CARRIER SSZ CAP,0
472,Packaging _ MBI WS CARRIER SSZ CAP,0
473,Material prep _ MBI WS CARRIER EPIN CAP,0
474,Milling _ MBI WS CARRIER EPIN CAP,0
475,Anodisin_ MBI WS CARRIER EPIN CAP,0
476,BW - Benchwork _ MBI WS CARRIER EPIN CAP,0
477,Packaging _ MBI WS CARRIER EPIN CAP,0
478,Material prep _ CAM IF ROT ADJUST SSM,0
479,Milling _ CAM IF ROT ADJUST SSM,0
480,BW - Benchwork _ CAM IF ROT ADJUST SSM,0
481,Anodisin_ CAM IF ROT ADJUST SSM,0
482,Packaging _ CAM IF ROT ADJUST SSM,0
483,Material prep _ SIDE ROTATIONADJUST SSM,0
484,Milling _ SIDE ROTATIONADJUST SSM,0
485,BW - Benchwork _ SIDE ROTATIONADJUST SSM,0
486,Anodisin_ SIDE ROTATIONADJUST SSM,0
487,Packaging _ SIDE ROTATIONADJUST SSM,0
488,Material prep _ DUST KEEPER RING,0
489,Milling _ DUST KEEPER RING,0
490,BW - Benchwork _ DUST KEEPER RING,0
491,Anodisin_ DUST KEEPER RING,0
492,Packaging _ DUST KEEPER RING,0
493,Milling _ Cover Cupdetect dual L,0
494,Paintin_ Cover Cupdetect dual L,0
495,Packaging _ Cover Cupdetect dual L,0
496,Material prep _ Cover Cupdetect dual R,0
497,Milling _ Cover Cupdetect dual R,0
498,Paintin_ Cover Cupdetect dual R,0
499,Packaging _ Cover Cupdetect dual R,0
500,Material prep _ filter plate Cu0.2-Zr0.08,0
501,Milling _ filter plate Cu0.2-Zr0.08,0
502,BW - Benchwork _ filter plate Cu0.2-Zr0.08,0
503,Packaging _ filter plate Cu0.2-Zr0.08,0
504,Material prep _ filter plate wide Cu0.2,0
505,Milling _ filter plate wide Cu0.2,0
506,BW - Benchwork _ filter plate wide Cu0.2,0
507,Packaging _ filter plate wide Cu0.2,0
508,Material prep _ filter plate wide Cu0.4 Rh0.06,0
509,Milling _ filter plate wide Cu0.4 Rh0.06,0
510,BW - Benchwork _ filter plate wide Cu0.4 Rh0.06,0
511,Packaging _ filter plate wide Cu0.4 Rh0.06,0
512,Material prep _ filter plate wide Rh0.06,0
513,Milling _ filter plate wide Rh0.06,0
514,BW - Benchwork _ filter plate wide Rh0.06,0
515,Packaging _ filter plate wide Rh0.06,0
516,Material prep _ filter plate Cu0.2-Zr0.16,0
517,Milling _ filter plate Cu0.2-Zr0.16,0
518,BW - Benchwork _ filter plate Cu0.2-Zr0.16,0
519,Packaging _ filter plate Cu0.2-Zr0.16,0
520,Material prep _ Anschlag,0
521,Milling _ Anschlag,0
522,BW - Benchwork _ Anschlag,0
523,Packaging _ Anschlag,0
524,Material prep _ CEILING INLET*,0
525,Milling _ CEILING INLET*,0
526,BW - Benchwork _ CEILING INLET*,0
527,Paintin_ CEILING INLET*,0
528,Packaging _ CEILING INLET*,0
529,Picking _ Filterplate al.20,0
530,Milling _ Filterplate al.20,0
531,BW - Benchwork _ Filterplate al.20,0
532,Packaging _ Filterplate al.20,0
533,Picking _ Filterplate al 5,0
534,Milling _ Filterplate al 5,0
535,BW - Benchwork _ Filterplate al 5,0
536,Packaging _ Filterplate al 5,0
537,Material prep _ ENDPLATE,0
538,BW - Benchwork _ ENDPLATE,0
539,Milling _ ENDPLATE,0
540,Passivatin_ ENDPLATE,0
541,Picking _ Clamping Lever,0
542,Milling _ Clamping Lever,0
543,Packaging _ Clamping Lever,0
544,Material prep _ Vingerhouder,0
545,Milling _ Vingerhouder,0
546,BW - Benchwork _ Vingerhouder,0
