ProductID,ProductNumber,Name,StockLevel
0,Rw-001,Item1,120
1,Rw-002,Item2,200
2,Rw-003,Item3,160
3,Rw-004,Item4,240
4,PD-001,Product1,0
5,PD-002,Product2,0
6,PD-003,Product3,0
7,PD-004,Product4,0
8,PD-005,Product5,0
9,PD-006,Product6,0
