ProductID,ProductNumber,Name,StockLevel
0,BD50-5075-011-E, bracket_[BD50-5075-011-E],0
1,BD50-5075-013F, bracket_[BD50-5075-013F],0
2,BD50-5075-015F, bracket_[BD50-5075-015F],0
3,BD50-5085-007-C, bracket_[BD50-5085-007-C],0
4,BD50-5085-009-C, bracket_[BD50-5085-009-C],0
5,BD50-5085-011-C, bracket_[BD50-5085-011-C],0
6,1078121B, Block cooling water tmp_[1078121B],0
7,4022-335-19371, Filterhouder Ni 0.02mm_[4022-335-19371],0
8,7005-2580-0004, Stroke Limiter Plate RX-L / 26223907_[7005-2580-0004],0
9,7005-2480-0110, Top Cover / N26241003V01-01_[7005-2480-0110],0
10,7005-2480-0100," Bottom Cover / N26241002V01-01
_[7005-2480-0100]",0
11,7005-2480-0010, JH Top Cover / N26241508V01-01_[7005-2480-0010],0
12,7005-2480-0000, JH Bottom Cover / N26241507V01-01_[7005-2480-0000],0
13,00236-05-103-C, geleideblok spanrol_[00236-05-103-C],0
14,00385-00-102-C, Height bearing clamp plate_[00385-00-102-C],0
15,00385-00-113A, Tensioner plate_[00385-00-113A],0
16,00385-00-274-D, Filling block_[00385-00-274-D],0
17,00385-00-320-A, Plint adjust strip_[00385-00-320-A],0
18,00385-00-321-A, Plint fixing strip left_[00385-00-321-A],0
19,00385-00-329-A, End plate finger safety hinge_[00385-00-329-A],0
20,00385-00-346-A, Plint fixing strip right_[00385-00-346-A],0
21,00429-00-166 C, C//[Q] cradle block_[00429-00-166 C],0
22,00429-00-249-A, Plint adjust strip_[00429-00-249-A],0
23,00429-00-662-B, Arret lever_[00429-00-662-B],0
24,00522-01564-A, XD F&T plate plug_[00522-01564-A],0
25,00522-01696-A, bma plug 2_[00522-01696-A],0
26,00522-01698-A, F&T Y-D plug 1_[00522-01698-A],0
27,00522-01717-A, RCW plug 1_[00522-01717-A],0
28,00522-01718-A, RCW plug 2_[00522-01718-A],0
29,080-810005-A2, Valve body 3-way 2 sensors_[080-810005-A2],0
30,082-000020-A1, Manifold coolant banjo M14_[082-000020-A1],0
31,095-500029-A 1, Filler block CNG_[095-500029-A 1],0
32,1001823A, ADJ.PLATE 2 OBJ._[1001823A],0
33,1011113A, Cord Bracket_[1011113A],0
34,1012609B," CLAMP,PIPE,NIC_[1012609B]",0
35,1082700B, Block cooling water TMP_[1082700B],0
36,1200745A, base wet stem quatro_[1200745A],0
37,1202210A," shackle, height adjust_[1202210A]",0
38,1202211B," fixing block, actuator_[1202211B]",0
39,1202461A," intercon.panel,R-STEM_[1202461A]",0
40,1207568A, Cable clamp_[1207568A],0
41,349520-8007-000-0107, BYPASS (BLOK)_[349520-8007-000-0107],0
42,4022-290-63221-D, Excenter housing z_[4022-290-63221-D],0
43,4022-290-63321F, Bearing housing spindle (rev F)_[4022-290-63321F],0
44,4022-333-11506, lagerblok_[4022-333-11506],0
45,4022-333-13805, dr pnt cilinder_[4022-333-13805],0
46,4022-333-19505, BRIL_[4022-333-19505],0
47,4022-333-40501, DUMMY KRISTAL_[4022-333-40501],0
48,4022-333-58172, KIJKERHOUDER_[4022-333-58172],0
49,4022-333-58791, Filterhouder Cu 0.1_[4022-333-58791],0
50,4022-335-17991, Filterh. Cu0.2 Ni0.02_[4022-335-17991],0
51,4022-335-71012, filter holder_[4022-335-71012],0
52,4022-337-30992, HOLDER FOR SHUTTER_[4022-337-30992],0
53,4022-337-33842, arret holder_[4022-337-33842],0
54,4022-454-25012, RING_[4022-454-25012],0
55,4022-455-01702, Sensorblock_[4022-455-01702],0
56,4022-455-09992, POST 2_[4022-455-09992],0
57,4022-455-099943, post 4_[4022-455-099943],0
58,4022-455-099953, post 5_[4022-455-099953],0
59,4022-455-09997-3, post 7_[4022-455-09997-3],0
60,4022-456-08803, LENSGAS INTERFACE BLOCK_[4022-456-08803],0
61,4022-470-85441, 1/2TE Compens Guide 160mm_[4022-470-85441],0
62,4022-481-55761, Temp Sensor Block_[4022-481-55761],0
63,4022-481-65971/20, UPPER CABLE CLAMP_[4022-481-65971/20],0
64,4022-484-40911, Al fcp anti loss screw plate_[4022-484-40911],0
65,4022-484-40921, Al fcp switch holder_[4022-484-40921],0
66,4022-486-33041, Connector Block_[4022-486-33041],0
67,4022-486-73851/40, Cable Clamp Base (M5)_[4022-486-73851/40],0
68,4022-510-76650P19, Block POS. 19_[4022-510-76650P19],0
69,4022-621-9185, Ynozzle Ducting V2 Cover_[4022-621-9185],0
70,4022-630-67632, HINGE BLOCK BACK_[4022-630-67632],0
71,4022-631-2166-Pos4, Pos 4_[4022-631-2166-Pos4],0
72,4022-631-42881, Interface y-equilizer 2_[4022-631-42881],0
73,4022-631-47801, Interface (FIXED)_[4022-631-47801],0
211,4022-631-54801, INTERFACE (ADJUSTABLE)_[4022-631-54801],0
75,4022-631-75141, Hinge block back lm2_[4022-631-75141],0
76,4022-631-80291, Hinge block LR_[4022-631-80291],0
77,4022-631-80301, Hinge Block LR2 (fixed)_[4022-631-80301],0
78,4022-631-80961, Hinge block (fixed) rm2_[4022-631-80961],0
79,4022-631-89301, Hinge Block LM2_[4022-631-89301],0
80,4022-631-89311, HINGE BLOCK (FIXED) LM2_[4022-631-89311],0
81,4022-631-97451, Hinge Block Back LM2_[4022-631-97451],0
82,4022-631-99701, LCW ABS PRES SENS CONN BLOCK_[4022-631-99701],0
83,4022-635-17942, CA MOUNTING BLOCK_[4022-635-17942],0
84,4022-635-68104, IH serv mech hinge bracket low_[4022-635-68104],0
85,4022-635-87282, LOCKING PLATE_[4022-635-87282],0
86,4022-635-87291, HANDLE_[4022-635-87291],0
87,4022-635-99171, Hinge block fixed 7c-e rr_[4022-635-99171],0
88,4022-637-11821, HINGE BLOCK LF_[4022-637-11821],0
89,4022-637-24142, HINGE BLOCK FIXED RF_[4022-637-24142],0
90,4022-637-24191, HINGE BLOCK RF_[4022-637-24191],0
91,4022-637-29291, Hinge Block rm_[4022-637-29291],0
92,4022-637-29301, Hinge Block Fixed RM_[4022-637-29301],0
93,4022-637-29381, Hinge Block LM_[4022-637-29381],0
94,4022-637-29391, Hinge block fixed LM_[4022-637-29391],0
95,4022-637-32081, IH SERVE MECH HINGE BRACKET_[4022-637-32081],0
96,4022-637-45782, Interface hinge block fixed RF_[4022-637-45782],0
97,4022-637-68442, IH HINGE BRACKET TOP HINGE_[4022-637-68442],0
98,4022-639-54042, YS gripper detect mirro block_[4022-639-54042],0
99,4022-642-33571, Support beam LM_[4022-642-33571],0
100,4022-646-17071, NXE wsmr 2 Fan guide rail_[4022-646-17071],0
101,4022-646-17131, Divider plate 6HE Special_[4022-646-17131],0
102,4022-651-14271, NXT WS MK41 DC TEMP CONN PLATE_[4022-651-14271],0
103,4022-651-55002A, Gpas preamp CB Box + cover assy_[4022-651-55002A],0
104,4022-656-73531, Pipe clamp exhaust FW 1980_[4022-656-73531],0
105,4022-656-74553, Assy support guide FW 1980_[4022-656-74553],0
106,4022-656-75183, Non loosable block M4_[4022-656-75183],0
107,4022-656-75212, Non loosable block M5_[4022-656-75212],0
108,4022-656-92231, Exhaust fw bridge 1980_[4022-656-92231],0
109,4022-659-99092, YS ML Guardrail Park Block_[4022-659-99092],0
110,4022-659-99111, YS ML Park Block Handle_[4022-659-99111],0
111,4022-664-3390-1, NXE HP SL SLEC EOM CP ARM BACK_[4022-664-3390-1],0
112,4022-666-18121, Distance Bush 1_[4022-666-18121],0
113,4022-666-3837-1, LSPH Bellow Clamp_[4022-666-3837-1],0
114,4022-666-65702(R1), LSPH coverplate stud block_[4022-666-65702(R1)],0
115,4022-671-49051, Bpam cover_[4022-671-49051],0
116,4022-671-49061, Bpam front 1_[4022-671-49061],0
117,4022-671-49073, Bpam front 2_[4022-671-49073],0
118,4022-673-67281, Serv Mech Hinge Bracket Low_[4022-673-67281],0
119,4022-673-68701, AR Hinge Bracket Bottom Hinge_[4022-673-68701],0
120,4022-674-35671, MBI WS LTT SSXY MAN PLUG_[4022-674-35671],0
121,4022-674-3569, MBI WS LTT HS MAN PLUG_[4022-674-3569],0
122,4022-677-28751, LPAM Front 1_[4022-677-28751],0
123,4022-677-28761, LPAM Front 2_[4022-677-28761],0
124,4022-680-5023, MBI WS MK2 F&T BMA CONNECT 1_[4022-680-5023],0
125,4022-680-5025, MBI WS MK2 F&T BMA CONNECT_[4022-680-5025],0
126,4022-680-78322, SR ML SF EXTENSION PLATE_[4022-680-78322],0
127,4022-680-9064-119, Block_[4022-680-9064-119],0
128,4022-683-10451, Brace_[4022-683-10451],0
129,4022-683-92261, DC Brace_[4022-683-92261],0
130,4022-689-46621, MBI WS CARRIER SSZ CAP_[4022-689-46621],0
131,4022-689-4666, MBI WS CARRIER EPIN CAP_[4022-689-4666],0
132,4022-706-4753, EXE REMA TT Clamp Block 1_[4022-706-4753],0
133,4023-000-32142A, CAM IF ROT ADJUST SSM_[4023-000-32142A],0
