ORDERID;PN;SALESORDER;ITEM;SCHEDULELINE;ORDERTYPE;SPLITDELIVERY;REQUESTEDDATE;CONFIRMEDDATE;REQUESTEDQUANTITY;OPENQUANTITY;FLAG
21869-10-1;6410-1602-4700;0000021869;000010;1;S;NULL;2022-01-03;2022-02-03;50;50;U
21870-20-1;6774-1300-8704;0000021870;000020;1;S;NULL;2022-01-06;2022-03-24;100;100;U
21870-30-1;6774-1200-0006;0000021870;000030;1;S;NULL;2022-01-06;2022-03-30;50;50;U
21881-10-1;6808-1501-0104;0000021881;000010;1;S;NULL;2022-05-25;2022-05-25;100;50;U
21895-150-1;6410-1700-9302;0000021895;000150;1;S;NULL;2022-01-06;2022-02-04;150;150;U
21895-160-1;6410-1700-9302;0000021895;000160;1;S;NULL;2022-01-06;2022-02-11;150;150;U
21896-10-2;6142-1100-2008;0000021896;000010;2;S;NULL;2021-10-29;2022-01-19;589;589;U
21896-20-1;6142-1100-2008;0000021896;000020;1;S;NULL;2021-11-02;2022-01-21;550;500;U
21896-20-2;6142-1100-2008;0000021896;000020;2;S;NULL;2021-11-02;2022-01-21;550;50;U
21906-20-1;6649-1800-4503;0000021906;000020;1;S;NULL;2022-01-06;2022-01-10;150;150;U
21907-10-1;6649-1800-4603;0000021907;000010;1;S;NULL;2022-01-06;2022-01-20;150;150;U
21920-20-1;6337-1600-2218;0000021920;000020;1;S;NULL;2022-01-10;2022-01-10;112;112;U
21920-30-1;6337-1600-2218;0000021920;000030;1;S;NULL;2022-01-14;2022-01-14;56;56;U
21920-40-1;6337-1600-2218;0000021920;000040;1;S;NULL;2022-03-07;2023-01-03;56;56;U
21921-20-1;6337-1300-2501;0000021921;000020;1;S;NULL;2021-12-23;2022-01-03;252;252;U
21555-40-1;6047-1800-7803;0000021555;000040;1;S;NULL;2022-01-06;2022-02-01;250;250;U
21619-20-1;6782-2100-3203;0000021619;000020;1;S;X;2022-11-17;2022-11-17;115;115;U
21929-20-1;6318-2000-0504;0000021929;000020;1;S;NULL;2021-12-17;2022-02-07;100;100;U
21935-10-1;6782-2100-3203;0000021935;000010;1;S;X;2022-03-18;2022-05-03;200;200;U
21935-30-1;6782-1401-0103;0000021935;000030;1;S;X;2022-03-18;2022-05-03;200;200;U
21956-10-1;6649-1000-0213;0000021956;000010;1;S;NULL;2022-05-12;2022-05-12;380;380;U
21957-10-1;6649-1000-0213;0000021957;000010;1;S;NULL;2022-05-05;2022-05-05;380;380;U
21958-10-1;6649-1000-0213;0000021958;000010;1;S;NULL;2022-05-05;2022-05-05;380;380;U
21962-40-1;6410-1502-3303;0000021962;000040;1;S;NULL;2021-12-21;2022-04-14;50;50;U
21969-10-1;6782-2100-3203;0000021969;000010;1;S;X;2022-07-29;2022-07-29;336;336;U
21971-10-1;6337-1800-2606;0000021971;000010;1;S;NULL;2022-02-07;2022-03-07;405;405;U
21995-30-1;6782-1902-8900;0000021995;000030;1;S;X;2022-04-01;2022-04-01;440;440;U
22005-10-1;6337-1901-0803;0000022005;000010;1;S;NULL;2022-05-02;2023-01-03;200;200;U
22006-10-1;6337-1400-0622;0000022006;000010;1;S;NULL;2022-02-07;2022-02-07;200;200;U
22007-10-2;6410-1900-1903;0000022007;000010;2;S;NULL;2021-10-25;2022-02-04;37;37;U
22007-30-1;6410-1900-1903;0000022007;000030;1;S;NULL;2022-02-03;2022-02-03;40;40;U
21665-50-2;6410-1600-1100;0000021665;000050;2;S;NULL;2021-11-19;2022-02-09;3;3;U
21675-10-1;6808-1800-4903;0000021675;000010;1;S;NULL;2022-01-14;2022-02-15;200;200;U
21676-20-1;6808-1800-3105;0000021676;000020;1;S;NULL;2022-03-17;2022-03-17;200;200;U
21677-10-1;6808-1800-4903;0000021677;000010;1;S;NULL;2022-02-03;2022-02-03;400;400;U
21682-10-1;6337-1200-0200;0000021682;000010;1;S;NULL;2021-12-23;2022-01-13;200;200;U
21683-10-1;6337-1000-0012;0000021683;000010;1;S;NULL;2022-02-07;2022-02-07;80;80;U
21716-20-1;6649-1300-2410;0000021716;000020;1;S;NULL;2022-01-06;2022-02-11;14;14;U
21723-10-1;6782-2100-3203;0000021723;000010;1;S;X;2023-12-01;2023-12-01;336;336;U
21725-10-1;6782-2100-3203;0000021725;000010;1;S;X;2022-08-01;2022-08-01;1512;1512;U
21727-10-1;6782-2100-3203;0000021727;000010;1;S;X;2022-04-29;2022-05-03;2520;2520;U
22066-30-1;6337-1600-2218;0000022066;000030;1;S;NULL;2022-03-28;2023-01-03;224;224;U
22070-10-1;6782-2100-3303;0000022070;000010;1;S;X;2022-10-17;2022-10-17;400;400;U
22072-10-1;6050-1700-0010;0000022072;000010;1;S;NULL;2022-03-03;2022-03-11;500;500;U
22075-10-1;6799-1300-0026;0000022075;000010;1;S;X;2021-11-01;2022-01-21;288;288;U
22085-10-1;6782-2100-3103;0000022085;000010;1;S;X;2022-10-13;2022-10-13;200;200;U
22107-20-2;6047-1800-7904;0000022107;000020;2;S;NULL;2021-10-29;2022-01-07;12;12;U
22109-30-1;6774-1400-0701;0000022109;000030;1;S;NULL;2022-01-06;2022-02-17;100;100;U
22109-40-1;6774-1200-0006;0000022109;000040;1;S;NULL;2022-01-06;2022-04-07;100;100;U
22112-10-1;6782-2100-3203;0000022112;000010;1;S;X;2022-12-23;2022-12-23;192;192;U
22113-10-1;6782-2100-3203;0000022113;000010;1;S;X;2022-06-03;2022-06-03;400;400;U
22113-20-1;6782-2100-3303;0000022113;000020;1;S;X;2022-06-03;2022-06-03;400;400;U
21766-10-1;6649-1300-2410;0000021766;000010;1;S;NULL;2022-04-07;2022-04-07;75;75;U
21767-10-2;6649-1705-5802;0000021767;000010;2;S;NULL;2021-11-01;2022-02-14;129;129;U
21773-20-1;6808-1800-3105;0000021773;000020;1;S;NULL;2022-02-03;2022-02-07;200;200;U
21798-20-2;6410-1602-0904;0000021798;000020;2;S;NULL;2021-09-24;2022-02-11;11;11;U
21798-30-1;6410-1602-0904;0000021798;000030;1;S;NULL;2021-12-21;2022-04-14;50;50;U
21798-40-1;6410-1602-0904;0000021798;000040;1;S;NULL;2021-12-10;2022-04-22;50;50;U
21800-10-1;6649-1000-0213;0000021800;000010;1;S;NULL;2022-04-28;2022-04-28;380;380;U
21802-10-1;6649-1000-0213;0000021802;000010;1;S;NULL;2022-04-28;2022-04-28;380;380;U
21805-10-1;6649-1000-0213;0000021805;000010;1;S;NULL;2022-04-08;2022-04-08;380;380;U
21805-30-1;6649-1800-2802;0000021805;000030;1;S;NULL;2022-01-06;2022-01-28;25;25;U
21806-10-1;6649-1000-0213;0000021806;000010;1;S;NULL;2022-04-14;2022-04-14;380;380;U
21806-20-1;6649-1000-0109;0000021806;000020;1;S;NULL;2022-01-27;2022-03-24;392;392;U
21806-30-1;6649-1705-5802;0000021806;000030;1;S;NULL;2022-02-03;2022-03-03;50;50;U
21807-10-1;6649-1000-0213;0000021807;000010;1;S;NULL;2022-04-14;2022-04-14;570;570;U
21808-10-1;6649-1000-0213;0000021808;000010;1;S;NULL;2022-02-10;2022-03-11;380;380;U
21810-10-1;6649-1000-0213;0000021810;000010;1;S;NULL;2022-04-21;2022-04-21;570;570;U
21811-10-1;6649-1000-0213;0000021811;000010;1;S;NULL;2022-04-21;2022-04-21;380;380;U
21811-40-1;6649-1800-3503;0000021811;000040;1;S;NULL;2022-01-13;2022-02-04;25;25;U
21812-10-1;6649-1000-0213;0000021812;000010;1;S;NULL;2022-04-28;2022-04-28;380;380;U
21812-20-1;6649-1705-5802;0000021812;000020;1;S;NULL;2022-02-03;2022-03-03;50;50;U
21820-10-1;6661-1101-2203;0000021820;000010;1;S;NULL;2021-12-31;2022-02-11;2520;2520;U
22128-60-1;6410-1100-2006;0000022128;000060;1;S;NULL;2022-01-06;2022-02-11;80;80;U
22128-80-1;6410-1100-2006;0000022128;000080;1;S;NULL;2022-01-03;2022-04-14;80;80;U
22136-20-1;6808-1800-3105;0000022136;000020;1;S;NULL;2022-02-24;2022-02-24;200;200;U
22137-20-1;6808-1800-3105;0000022137;000020;1;S;NULL;2022-02-03;2022-02-03;400;400;U
22138-10-1;6808-1800-4903;0000022138;000010;1;S;NULL;2022-04-01;2022-04-01;400;400;U
22138-20-1;6808-1800-3105;0000022138;000020;1;S;NULL;2022-04-07;2022-04-07;400;400;U
22139-10-1;6808-1700-2304;0000022139;000010;1;S;NULL;2022-01-06;2022-01-28;126;126;U
22139-30-1;6808-1800-3105;0000022139;000030;1;S;NULL;2022-05-05;2022-05-05;400;400;U
22139-50-1;6808-1501-0104;0000022139;000050;1;S;NULL;2022-05-19;2022-05-19;100;100;U
22140-30-1;6808-1501-0104;0000022140;000030;1;S;NULL;2022-05-12;2022-05-12;100;100;U
22141-10-1;6808-1800-4903;0000022141;000010;1;S;NULL;2022-05-05;2022-05-05;200;200;U
22142-10-1;6808-1800-4903;0000022142;000010;1;S;NULL;2022-06-16;2022-06-16;400;400;U
22142-20-1;6808-1800-3105;0000022142;000020;1;S;NULL;2022-07-01;2022-07-01;400;400;U
22142-30-1;6808-1501-0104;0000022142;000030;1;S;NULL;2022-06-09;2022-06-09;100;100;U
22143-30-1;6808-1501-0104;0000022143;000030;1;S;NULL;2022-05-05;2022-05-05;100;100;U
22145-10-1;6808-1501-0104;0000022145;000010;1;S;NULL;2022-07-07;2022-07-07;100;100;U
22146-10-1;6808-1501-0104;0000022146;000010;1;S;NULL;2022-07-14;2022-07-14;100;100;U
22152-10-1;6649-1300-2410;0000022152;000010;1;S;NULL;2022-04-07;2022-04-07;5;5;U
22153-10-1;6649-1300-2410;0000022153;000010;1;S;NULL;2022-04-07;2022-04-07;16;16;U
22172-10-1;6782-2100-3203;0000022172;000010;1;S;X;2022-04-01;2022-05-03;200;200;U
22172-20-1;6782-1401-0103;0000022172;000020;1;S;X;2022-04-01;2022-05-03;200;200;U
22172-30-1;6782-1902-8900;0000022172;000030;1;S;X;2022-04-01;2022-05-03;200;200;U
22172-40-1;6782-1401-0002;0000022172;000040;1;S;X;2022-04-01;2022-05-03;200;200;U
22177-10-1;6337-1200-8507;0000022177;000010;1;S;X;2022-02-07;2022-02-07;200;200;U
22180-10-1;6774-1800-1800;0000022180;000010;1;S;NULL;2022-01-06;2022-03-17;25;25;U
22180-30-1;6774-1200-5105;0000022180;000030;1;S;NULL;2022-01-06;2022-04-07;50;50;U
22180-40-1;6774-1301-7900;0000022180;000040;1;S;NULL;2022-01-10;2022-04-07;30;30;U
22195-10-1;6799-1300-0026;0000022195;000010;1;S;X;2022-02-03;2022-02-22;288;288;U
22197-10-1;6649-1300-2410;0000022197;000010;1;S;NULL;2022-04-07;2022-04-07;5;5;U
22203-10-1;6337-1200-8507;0000022203;000010;1;S;NULL;2022-02-07;2022-02-07;400;400;U
22203-30-1;6337-1200-8507;0000022203;000030;1;S;NULL;2022-02-28;2022-02-28;200;200;U
22204-10-1;6337-1000-0012;0000022204;000010;1;S;NULL;2022-01-31;2022-01-31;72;72;U
22206-20-1;6337-1600-0206;0000022206;000020;1;S;NULL;2022-02-21;2022-02-21;200;200;U
22206-30-1;6337-1600-0206;0000022206;000030;1;S;NULL;2022-02-21;2022-02-21;200;200;U
22208-40-1;6782-1401-0002;0000022208;000040;1;S;NULL;2022-01-10;2022-01-10;1248;1248;U
22208-60-1;6782-2100-3303;0000022208;000060;1;S;NULL;2022-02-01;2022-02-01;1258;1258;U
22227-11-1;6557-2100-1200;0000022227;000011;1;S;NULL;2022-01-17;2022-01-18;25;25;U
21823-20-2;6298-1200-2808;0000021823;000020;2;S;NULL;2021-12-17;2022-04-05;150;150;U
21824-30-1;6318-1800-2804;0000021824;000030;1;S;NULL;2022-02-02;2022-02-02;288;288;U
21824-40-1;6318-1800-2804;0000021824;000040;1;S;NULL;2022-02-02;2022-02-02;288;288;U
21829-20-1;6761-1200-0113;0000021829;000020;1;S;NULL;2022-05-12;2022-05-12;2000;2000;U
21829-30-1;6761-1200-0113;0000021829;000030;1;S;NULL;2022-05-12;2022-05-12;2000;2000;U
21830-10-2;6761-1300-0502;0000021830;000010;2;S;NULL;2021-12-03;2022-05-19;305;305;U
21849-10-1;6649-1300-2410;0000021849;000010;1;S;NULL;2022-04-07;2022-04-07;7;7;U
21851-20-1;6932-1902-7103;0000021851;000020;1;S;NULL;2022-01-06;2022-01-06;500;500;U
21852-10-1;6808-1800-4903;0000021852;000010;1;S;NULL;2022-01-06;2022-02-10;200;200;U
21852-30-1;6808-1800-3105;0000021852;000030;1;S;NULL;2022-06-03;2022-06-03;400;400;U
21853-20-1;6808-1800-3105;0000021853;000020;1;S;NULL;2022-02-17;2022-02-17;200;200;U
21856-120-1;6932-1902-8803;0000021856;000120;1;S;NULL;2021-12-30;2022-01-14;300;300;U
21865-10-1;6337-0600-5602;0000021865;000010;1;S;NULL;2022-01-04;2022-01-17;250;250;U
21886-10-1;6649-1300-2410;0000021886;000010;1;S;NULL;2022-04-07;2022-04-07;7;7;U
21895-140-1;6410-1700-9302;0000021895;000140;1;S;NULL;2022-01-06;2022-01-31;150;150;U
22236-30-1;6782-1401-0103;0000022236;000030;1;S;X;2022-04-15;2022-05-03;216;216;U
22236-40-1;6782-2100-3203;0000022236;000040;1;S;X;2022-04-15;2022-05-03;216;216;U
22237-40-1;6782-2100-3203;0000022237;000040;1;S;X;2022-05-18;2022-05-18;192;192;U
22238-40-1;6782-2100-3203;0000022238;000040;1;S;X;2022-06-17;2022-06-17;192;192;U
22240-40-1;6782-2100-3203;0000022240;000040;1;S;X;2022-09-29;2022-09-29;192;192;U
22252-20-1;6782-2100-3203;0000022252;000020;1;S;X;2023-04-26;2023-04-26;1800;1800;U
22255-10-1;6782-2100-3203;0000022255;000010;1;S;X;2022-10-26;2022-10-26;480;480;U
22257-20-1;6410-1600-1005;0000022257;000020;1;S;NULL;2021-12-21;2022-02-09;60;60;U
22257-30-1;6410-1600-1005;0000022257;000030;1;S;NULL;2021-12-21;2022-02-11;60;60;U
16330-450-1;6023-1702-0405;0000016330;000450;1;S;NULL;2021-11-30;2022-01-10;1500;1500;D
16331-600-4;6023-1701-0008;0000016331;000600;4;S;NULL;2021-10-29;2022-01-14;1855;1855;D
16559-180-3;6023-1900-1501;0000016559;000180;3;S;NULL;2021-11-03;2022-02-04;150;150;D
18693-50-4;6761-1200-5703;0000018693;000050;4;S;NULL;2021-08-31;2022-01-06;13;13;D
20089-20-1;6782-1401-0002;0000020089;000020;1;S;X;2021-12-24;2021-12-24;384;384;D
20089-30-1;6782-1401-0103;0000020089;000030;1;S;X;2021-12-24;2021-12-24;384;384;D
20089-40-1;6782-1900-0600;0000020089;000040;1;S;X;2021-12-24;2021-12-24;384;384;D
20091-10-1;6782-1401-0103;0000020091;000010;1;S;X;2021-12-31;2021-12-31;672;672;D
20188-10-1;6782-1401-0103;0000020188;000010;1;S;X;2021-12-22;2021-12-22;300;300;D
20188-30-1;6782-1900-1900;0000020188;000030;1;S;X;2021-12-22;2021-12-22;300;300;D
20357-20-1;6782-1900-1900;0000020357;000020;1;S;X;2021-11-26;2021-12-06;504;504;D
20375-10-1;6782-1900-1900;0000020375;000010;1;S;X;2021-12-20;2021-12-20;500;500;D
20089-10-1;6782-1902-7207;0000020089;000010;1;S;X;2021-12-24;2021-12-24;384;384;D
20091-20-1;6782-1401-0002;0000020091;000020;1;S;X;2021-12-31;2021-12-31;816;816;D
20188-20-1;6782-1401-0002;0000020188;000020;1;S;X;2021-12-22;2021-12-22;300;300;D
20220-50-2;6142-1100-2008;0000020220;000050;2;S;NULL;2021-10-01;2021-12-22;144;144;D
20357-10-1;6782-2100-0100;0000020357;000010;1;S;X;2021-11-26;2021-12-06;408;408;D
20364-10-1;6782-2100-0101;0000020364;000010;1;S;X;2021-12-21;2021-12-21;500;500;D
20765-10-1;6934-1802-8104;0000020765;000010;1;S;NULL;2021-12-03;2021-12-10;30;30;D
20805-30-3;6047-1800-7903;0000020805;000030;3;S;NULL;2021-11-10;2022-01-31;60;60;D
20827-70-2;6047-2000-8401;0000020827;000070;2;S;NULL;2021-11-26;2022-01-10;288;288;D
21002-50-3;6649-1000-0109;0000021002;000050;3;S;NULL;2021-10-15;2021-12-21;422;422;D
21002-60-3;6649-1800-2802;0000021002;000060;3;S;NULL;2021-11-19;2022-02-24;125;125;D
21009-50-4;6410-1600-1005;0000021009;000050;4;S;NULL;2021-10-22;2022-02-04;15;15;D
20870-20-1;6782-2100-3201;0000020870;000020;1;S;X;2022-01-17;2022-01-17;96;96;D
20919-10-2;6649-1000-0213;0000020919;000010;2;S;NULL;2021-12-09;2022-02-10;1000;1000;D
20920-20-1;6649-1000-0213;0000020920;000020;1;S;NULL;2021-11-29;2022-02-03;1000;1000;D
21079-10-1;6782-1401-0002;0000021079;000010;1;S;X;2022-01-17;2022-01-17;115;115;D
21079-20-1;6782-2100-3201;0000021079;000020;1;S;X;2022-01-17;2022-01-17;115;115;D
21079-30-1;6782-1401-0103;0000021079;000030;1;S;X;2022-01-17;2022-01-17;115;115;D
21093-30-1;6934-1900-1103;0000021093;000030;1;S;NULL;2021-11-26;2021-12-14;500;500;D
21096-30-1;6934-1900-1003;0000021096;000030;1;S;NULL;2021-12-09;2021-12-14;500;500;D
21133-10-1;6782-2100-0101;0000021133;000010;1;S;X;2021-12-27;2021-12-27;96;96;D
21133-20-1;6782-1401-0002;0000021133;000020;1;S;X;2021-12-27;2021-12-27;96;96;D
20934-970-1;6761-2002-4201;0000020934;000970;1;S;NULL;2021-12-03;2021-12-09;1000;1000;D
20934-980-1;6761-1901-2801;0000020934;000980;1;S;NULL;2021-12-03;2021-12-09;1000;1000;D
20934-1000-1;6761-2002-4201;0000020934;001000;1;S;NULL;2021-12-03;2021-12-09;1000;1000;D
20934-1010-1;6761-1901-2801;0000020934;001010;1;S;NULL;2021-12-03;2021-12-09;1000;1000;D
20934-1030-1;6761-2002-4201;0000020934;001030;1;S;NULL;2021-12-03;2021-12-09;1000;1000;D
20934-1040-1;6761-1901-2801;0000020934;001040;1;S;NULL;2021-12-03;2021-12-09;1000;1000;D
20934-1050-1;6761-1903-0303;0000020934;001050;1;S;NULL;2021-12-03;2021-12-09;1000;1000;D
20934-1060-1;6761-2002-4201;0000020934;001060;1;S;NULL;2021-12-03;2021-12-10;1000;1000;D
20934-1070-1;6761-1901-2801;0000020934;001070;1;S;NULL;2021-12-03;2021-12-10;1000;1000;D
21096-20-2;6934-1900-1003;0000021096;000020;2;S;NULL;2021-12-02;2021-12-14;44;44;D
21362-30-1;6774-1800-1800;0000021362;000030;1;S;NULL;2021-11-30;2021-12-31;25;25;D
21374-30-1;6410-1900-1603;0000021374;000030;1;S;NULL;2021-12-07;2021-12-09;40;25;D
21393-20-4;6337-1901-0803;0000021393;000020;4;S;NULL;2021-10-11;2023-01-10;50;50;D
21416-20-1;6782-2100-0101;0000021416;000020;1;S;X;2022-01-17;2022-01-17;144;144;D
21416-30-1;6782-1900-1900;0000021416;000030;1;S;X;2022-01-17;2022-01-17;144;144;D
21416-50-1;6782-1401-0103;0000021416;000050;1;S;X;2022-01-17;2022-01-17;432;432;D
21442-10-1;6782-2100-3201;0000021442;000010;1;S;X;2022-01-17;2022-01-17;120;120;D
21097-10-1;6934-1900-1003;0000021097;000010;1;S;NULL;2021-12-09;2021-12-14;300;300;D
21133-30-1;6782-1401-0103;0000021133;000030;1;S;X;2021-12-27;2021-12-27;96;96;D
21133-40-1;6782-1900-1900;0000021133;000040;1;S;X;2021-12-27;2021-12-27;96;96;D
21147-70-2;6023-1800-0104;0000021147;000070;2;S;NULL;2021-11-30;2022-01-14;68;68;D
21147-80-1;6023-1800-0104;0000021147;000080;1;S;NULL;2021-12-03;2022-02-04;100;100;D
21182-100-3;6047-2100-0400;0000021182;000100;3;S;NULL;2021-11-17;2022-01-14;105;105;D
21189-30-3;6932-1902-8204;0000021189;000030;3;S;NULL;2021-11-05;2021-12-24;14;14;D
21197-10-1;6782-2100-0200;0000021197;000010;1;S;X;2021-12-03;2021-12-07;96;96;D
21474-20-1;6774-1800-1800;0000021474;000020;1;S;NULL;2021-11-04;2021-12-31;25;25;D
21493-10-3;6337-1200-8507;0000021493;000010;3;S;NULL;2021-11-16;2021-12-13;83;83;D
21497-30-2;6761-1903-0402;0000021497;000030;2;S;NULL;2021-09-14;2021-12-20;920;720;D
21514-10-1;6557-2100-0000;0000021514;000010;1;S;NULL;2021-10-06;2021-12-10;75;75;D
21515-10-1;6557-2100-0000;0000021515;000010;1;S;NULL;2021-11-24;2021-12-22;75;75;D
21531-10-1;6782-2100-0201;0000021531;000010;1;S;X;2021-12-20;2021-12-20;400;400;D
21532-10-1;6782-2100-0201;0000021532;000010;1;S;X;2021-12-20;2021-12-20;778;778;D
21533-20-1;6782-1401-0103;0000021533;000020;1;S;X;2021-12-20;2021-12-20;550;550;D
21220-70-3;6047-1800-7803;0000021220;000070;3;S;NULL;2021-11-17;2021-12-13;119;119;D
21261-50-2;6047-1800-7803;0000021261;000050;2;S;NULL;2021-12-03;2022-01-14;250;250;D
21474-10-3;6774-1301-7900;0000021474;000010;3;S;NULL;2021-11-15;2021-12-06;3;3;D
21474-50-3;6774-1300-8704;0000021474;000050;3;S;NULL;2021-11-17;2021-12-31;1;1;D
21487-10-1;6661-1101-2203;0000021487;000010;1;S;NULL;2021-12-03;2022-01-10;1260;1260;D
21492-10-4;6337-1000-0012;0000021492;000010;4;S;NULL;2021-10-08;2022-01-03;292;292;D
21497-10-1;6761-2002-4300;0000021497;000010;1;S;NULL;2021-09-14;2021-12-20;6676;720;D
21497-20-2;6761-1901-2801;0000021497;000020;2;S;NULL;2021-09-14;2021-12-20;920;720;D
21809-10-1;6649-1400-0509;0000021809;000010;1;S;NULL;2021-12-03;2021-12-15;118;118;D
21809-10-2;6649-1400-0509;0000021809;000010;2;S;NULL;2021-12-03;2021-12-28;274;274;D
21830-10-3;6761-1300-0502;0000021830;000010;3;S;NULL;2021-12-03;2022-04-01;6;6;D
21870-60-1;6774-1300-8704;0000021870;000060;1;S;NULL;2021-11-30;2022-01-20;50;50;D
21881-10-2;6808-1501-0104;0000021881;000010;2;S;NULL;2021-12-03;2022-02-03;50;50;D
21520-30-2;6298-1701-5705;0000021520;000030;2;S;NULL;2021-12-09;2021-12-15;120;120;D
21520-40-1;6298-1701-5705;0000021520;000040;1;S;NULL;2022-01-05;2022-01-05;480;480;D
21531-20-1;6782-1401-0103;0000021531;000020;1;S;X;2021-12-20;2021-12-20;400;400;D
21531-30-1;6782-1401-0002;0000021531;000030;1;S;X;2021-12-20;2021-12-20;400;400;D
21532-20-1;6782-1401-0103;0000021532;000020;1;S;X;2021-12-20;2021-12-20;778;778;D
21532-30-1;6782-1401-0002;0000021532;000030;1;S;X;2021-12-20;2021-12-20;778;778;D
21533-10-1;6782-2100-0201;0000021533;000010;1;S;X;2021-12-20;2021-12-20;550;550;D
21533-30-1;6782-1401-0002;0000021533;000030;1;S;X;2021-12-20;2021-12-20;550;550;D
21668-40-6;6047-2100-0300;0000021668;000040;6;S;NULL;2021-11-01;2021-12-24;101;101;D
21668-50-1;6047-2100-0300;0000021668;000050;1;S;NULL;2021-12-03;2021-12-31;65;65;D
21959-10-1;6047-2100-0300;0000021959;000010;1;S;NULL;2021-12-03;2021-12-31;149;149;D
21975-10-1;6782-2100-0100;0000021975;000010;1;S;X;2021-12-13;2021-12-13;804;804;D
21980-10-1;6649-1000-0109;0000021980;000010;1;S;NULL;2021-11-30;2022-01-13;100;100;D
21996-10-1;6782-2100-0101;0000021996;000010;1;S;X;2022-01-05;2022-01-05;500;500;D
22000-20-2;6318-1700-2608;0000022000;000020;2;S;NULL;2021-12-01;2022-03-23;429;429;D
22032-10-3;6318-1200-4602;0000022032;000010;3;S;NULL;2021-10-28;2021-12-09;103;103;D
22060-10-2;6045-2000-3903;0000022060;000010;2;S;NULL;2021-11-30;2022-01-14;83;83;D
22066-10-4;6337-1000-0012;0000022066;000010;4;S;NULL;2021-11-23;2022-01-17;507;507;D
22078-10-2;6043-2102-0500;0000022078;000010;2;S;NULL;2021-09-15;2021-12-06;57;57;D
21713-20-2;6045-2000-4400;0000021713;000020;2;S;NULL;2021-11-01;2021-12-06;126;59;D
20381-111-2;6761-1903-6202;0000020381;000111;2;S;NULL;2021-11-02;2021-12-31;1023;1023;D
20765-20-1;6934-1802-8104;0000020765;000020;1;S;NULL;2021-12-03;2021-12-17;30;30;D
20802-10-1;6557-2001-1600;0000020802;000010;1;S;NULL;2021-12-03;2022-01-13;35;35;D
20828-50-1;6298-1200-4404;0000020828;000050;1;S;NULL;2021-11-03;2021-12-13;120;120;D
20870-10-1;6782-1401-0002;0000020870;000010;1;S;X;2022-01-17;2022-01-17;96;96;D
20870-30-1;6782-1401-0103;0000020870;000030;1;S;X;2022-01-17;2022-01-17;96;96;D
20895-10-1;6744-1600-1304;0000020895;000010;1;S;NULL;2021-11-29;2022-02-02;500;500;D
20914-10-3;6649-1000-0213;0000020914;000010;3;S;NULL;2021-10-01;2021-12-15;200;62;D
20914-20-2;6649-1000-0213;0000020914;000020;2;S;NULL;2021-12-06;2022-01-31;600;600;D
20934-990-1;6761-1903-0303;0000020934;000990;1;S;NULL;2021-12-03;2021-12-09;1000;1000;D
20934-1020-1;6761-1903-0303;0000020934;001020;1;S;NULL;2021-12-03;2021-12-09;1000;1000;D
20934-1110-1;6761-1903-0303;0000020934;001110;1;S;NULL;2021-12-03;2021-12-13;1000;1000;D
20934-1120-1;6761-2002-4201;0000020934;001120;1;S;NULL;2021-12-03;2021-12-14;1000;1000;D
20934-1130-1;6761-1901-2801;0000020934;001130;1;S;NULL;2021-12-03;2021-12-14;1000;1000;D
20934-1150-1;6761-2002-4201;0000020934;001150;1;S;NULL;2021-12-03;2021-12-15;1000;1000;D
20934-1160-1;6761-1901-2801;0000020934;001160;1;S;NULL;2021-12-03;2021-12-15;1000;1000;D
20934-1170-1;6761-1903-0303;0000020934;001170;1;S;NULL;2021-12-03;2021-12-15;1000;1000;D
20934-1180-1;6761-2002-4201;0000020934;001180;1;S;NULL;2021-12-03;2021-12-16;1000;1000;D
20934-1190-1;6761-1901-2801;0000020934;001190;1;S;NULL;2021-12-03;2021-12-16;1000;1000;D
20934-1200-1;6761-1903-0303;0000020934;001200;1;S;NULL;2021-12-03;2021-12-16;1000;1000;D
20934-1230-1;6761-1903-0303;0000020934;001230;1;S;NULL;2021-12-03;2021-12-17;1000;1000;D
20934-1270-1;6761-2002-4201;0000020934;001270;1;S;NULL;2021-12-03;2021-12-20;1000;1000;D
20934-1280-1;6761-1901-2801;0000020934;001280;1;S;NULL;2021-12-03;2021-12-20;1000;1000;D
20934-1290-1;6761-1903-0303;0000020934;001290;1;S;NULL;2021-12-03;2021-12-20;1000;1000;D
20934-1320-1;6761-1903-0303;0000020934;001320;1;S;NULL;2021-12-03;2022-01-03;1000;1000;D
20699-10-1;6782-2100-0200;0000020699;000010;1;S;X;2021-12-06;2021-12-08;12;12;D
20699-20-1;6782-2100-0201;0000020699;000020;1;S;X;2021-12-06;2021-12-08;84;84;D
20742-10-1;6298-1200-4404;0000020742;000010;1;S;NULL;2021-11-03;2021-12-08;360;180;D
20934-1330-1;6761-2002-4201;0000020934;001330;1;S;NULL;2021-12-06;2022-01-04;1000;1000;D
20934-1340-1;6761-1901-2801;0000020934;001340;1;S;NULL;2021-12-06;2022-01-04;1000;1000;D
20934-1380-1;6761-1903-0303;0000020934;001380;1;S;NULL;2021-12-07;2022-01-05;1000;1000;D
20934-1600-1;6761-2002-4201;0000020934;001600;1;S;NULL;2021-12-21;2022-01-03;1000;1000;D
20934-1610-1;6761-1901-2801;0000020934;001610;1;S;NULL;2021-12-21;2022-01-03;1000;1000;D
