Entity,EntityID,EventName,EventID,LocationID,LocationName,Time
Item,1088,Trailer Loading,79,1,Central_Inventory,2026-05-12 08:49:00
Item,1088,Trailer Transport,86,1->__export__.mrp_workcenter_66_9f807a30,Central_Inventory->BW_(BKW_01),2026-05-12 08:50:00
Item,1088,Trailer Unloading,87,43,BW_(BKW_01)_Input,2026-05-12 08:51:00
Item,1088,Machine Loading,120,__export__.mrp_workcenter_66_9f807a30,BW_(BKW_01),2026-05-12 10:21:00
Item,1088,Processing,124,__export__.mrp_workcenter_66_9f807a30,BW_(BKW_01),2026-05-12 14:21:00
Item,1088,Machine Unloading,145,44,BW_(BKW_01)_Output,2026-05-12 14:24:00
Item,1088,Trailer Loading,147,__export__.mrp_workcenter_66_9f807a30,BW_(BKW_01),2026-05-12 14:26:00
Item,1088,Trailer Transport,152,__export__.mrp_workcenter_66_9f807a30->__export__.mrp_workcenter_68_8bff6631,BW_(BKW_01)->OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 14:27:00
Item,1088,Trailer Unloading,153,49,OUT - Outsourced activity_(OUT - Outsourced)_Input,2026-05-12 14:28:00
Item,1088,Machine Loading,154,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 14:30:00
Item,1089,Trailer Loading,79,1,Central_Inventory,2026-05-12 08:49:00
Item,1089,Trailer Transport,86,1->__export__.mrp_workcenter_66_9f807a30,Central_Inventory->BW_(BKW_01),2026-05-12 08:50:00
Item,1089,Trailer Unloading,87,43,BW_(BKW_01)_Input,2026-05-12 08:51:00
Item,1089,Machine Loading,120,__export__.mrp_workcenter_66_9f807a30,BW_(BKW_01),2026-05-12 10:21:00
Item,1089,Processing,124,__export__.mrp_workcenter_66_9f807a30,BW_(BKW_01),2026-05-12 14:21:00
Item,1089,Machine Unloading,145,44,BW_(BKW_01)_Output,2026-05-12 14:24:00
Item,1089,Trailer Loading,147,__export__.mrp_workcenter_66_9f807a30,BW_(BKW_01),2026-05-12 14:26:00
Item,1089,Trailer Transport,152,__export__.mrp_workcenter_66_9f807a30->__export__.mrp_workcenter_68_8bff6631,BW_(BKW_01)->OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 14:27:00
Item,1089,Trailer Unloading,153,49,OUT - Outsourced activity_(OUT - Outsourced)_Input,2026-05-12 14:28:00
Item,1089,Machine Loading,154,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 14:30:00
Item,1090,Trailer Loading,79,1,Central_Inventory,2026-05-12 08:49:00
Item,1090,Trailer Transport,86,1->__export__.mrp_workcenter_66_9f807a30,Central_Inventory->BW_(BKW_01),2026-05-12 08:50:00
Item,1090,Trailer Unloading,87,43,BW_(BKW_01)_Input,2026-05-12 08:51:00
Item,1090,Machine Loading,120,__export__.mrp_workcenter_66_9f807a30,BW_(BKW_01),2026-05-12 10:21:00
Item,1090,Processing,124,__export__.mrp_workcenter_66_9f807a30,BW_(BKW_01),2026-05-12 14:21:00
Item,1090,Machine Unloading,145,44,BW_(BKW_01)_Output,2026-05-12 14:24:00
Item,1090,Trailer Loading,147,__export__.mrp_workcenter_66_9f807a30,BW_(BKW_01),2026-05-12 14:26:00
Item,1090,Trailer Transport,152,__export__.mrp_workcenter_66_9f807a30->__export__.mrp_workcenter_68_8bff6631,BW_(BKW_01)->OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 14:27:00
Item,1090,Trailer Unloading,153,49,OUT - Outsourced activity_(OUT - Outsourced)_Input,2026-05-12 14:28:00
Item,1090,Machine Loading,154,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 14:30:00
Item,1091,Trailer Loading,79,1,Central_Inventory,2026-05-12 08:49:00
Item,1091,Trailer Transport,86,1->__export__.mrp_workcenter_66_9f807a30,Central_Inventory->BW_(BKW_01),2026-05-12 08:50:00
Item,1091,Trailer Unloading,87,43,BW_(BKW_01)_Input,2026-05-12 08:51:00
Item,1091,Machine Loading,120,__export__.mrp_workcenter_66_9f807a30,BW_(BKW_01),2026-05-12 10:21:00
Item,1091,Processing,124,__export__.mrp_workcenter_66_9f807a30,BW_(BKW_01),2026-05-12 14:21:00
Item,1091,Machine Unloading,145,44,BW_(BKW_01)_Output,2026-05-12 14:24:00
Item,1091,Trailer Loading,147,__export__.mrp_workcenter_66_9f807a30,BW_(BKW_01),2026-05-12 14:26:00
Item,1091,Trailer Transport,152,__export__.mrp_workcenter_66_9f807a30->__export__.mrp_workcenter_68_8bff6631,BW_(BKW_01)->OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 14:27:00
Item,1091,Trailer Unloading,153,49,OUT - Outsourced activity_(OUT - Outsourced)_Input,2026-05-12 14:28:00
Item,1091,Machine Loading,154,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 14:30:00
