Entity,EntityID,EventName,EventID,LocationID,LocationName,Time
Item,711,Trailer Loading,61,1,Central_Inventory,2026-05-12 08:36:00
Item,711,Trailer Transport,67,1->__export__.mrp_workcenter_68_8bff6631,Central_Inventory->OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:37:00
Item,711,Trailer Unloading,69,49,OUT - Outsourced activity_(OUT - Outsourced)_Input,2026-05-12 08:38:00
Item,711,Machine Loading,70,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:40:00
Item,711,Processing,71,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:10:00
Item,711,Machine Unloading,262,50,OUT - Outsourced activity_(OUT - Outsourced)_Output,2026-05-18 14:13:00
Item,711,Trailer Loading,264,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:16:00
Item,711,Trailer Transport,266,__export__.mrp_workcenter_68_8bff6631->__export__.mrp_workcenter_67_d1ac8ce6,OUT - Outsourced activity_(OUT - Outsourced)->PACK_(VERP_P),2026-05-18 14:17:00
Item,711,Trailer Unloading,267,46,PACK_(VERP_P)_Input,2026-05-18 14:18:00
Item,711,Machine Loading,268,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 14:21:00
Item,711,Processing,270,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:45:00
Item,711,Machine Unloading,271,47,PACK_(VERP_P)_Output,2026-05-18 18:48:00
Item,711,Trailer Loading,273,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:51:00
Item,711,Trailer Transport,275,__export__.mrp_workcenter_67_d1ac8ce6->1,PACK_(VERP_P)->Central_Inventory,2026-05-18 18:52:00
Item,711,Trailer Unloading,276,2,Central_Input,2026-05-18 18:53:00
Item,712,Trailer Loading,61,1,Central_Inventory,2026-05-12 08:36:00
Item,712,Trailer Transport,67,1->__export__.mrp_workcenter_68_8bff6631,Central_Inventory->OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:37:00
Item,712,Trailer Unloading,69,49,OUT - Outsourced activity_(OUT - Outsourced)_Input,2026-05-12 08:38:00
Item,712,Machine Loading,70,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:40:00
Item,712,Processing,71,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:10:00
Item,712,Machine Unloading,262,50,OUT - Outsourced activity_(OUT - Outsourced)_Output,2026-05-18 14:13:00
Item,712,Trailer Loading,264,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:16:00
Item,712,Trailer Transport,266,__export__.mrp_workcenter_68_8bff6631->__export__.mrp_workcenter_67_d1ac8ce6,OUT - Outsourced activity_(OUT - Outsourced)->PACK_(VERP_P),2026-05-18 14:17:00
Item,712,Trailer Unloading,267,46,PACK_(VERP_P)_Input,2026-05-18 14:18:00
Item,712,Machine Loading,268,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 14:21:00
Item,712,Processing,270,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:45:00
Item,712,Machine Unloading,271,47,PACK_(VERP_P)_Output,2026-05-18 18:48:00
Item,712,Trailer Loading,273,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:51:00
Item,712,Trailer Transport,275,__export__.mrp_workcenter_67_d1ac8ce6->1,PACK_(VERP_P)->Central_Inventory,2026-05-18 18:52:00
Item,712,Trailer Unloading,276,2,Central_Input,2026-05-18 18:53:00
Item,713,Trailer Loading,61,1,Central_Inventory,2026-05-12 08:36:00
Item,713,Trailer Transport,67,1->__export__.mrp_workcenter_68_8bff6631,Central_Inventory->OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:37:00
Item,713,Trailer Unloading,69,49,OUT - Outsourced activity_(OUT - Outsourced)_Input,2026-05-12 08:38:00
Item,713,Machine Loading,70,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:40:00
Item,713,Processing,71,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:10:00
Item,713,Machine Unloading,262,50,OUT - Outsourced activity_(OUT - Outsourced)_Output,2026-05-18 14:13:00
Item,713,Trailer Loading,264,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:16:00
Item,713,Trailer Transport,266,__export__.mrp_workcenter_68_8bff6631->__export__.mrp_workcenter_67_d1ac8ce6,OUT - Outsourced activity_(OUT - Outsourced)->PACK_(VERP_P),2026-05-18 14:17:00
Item,713,Trailer Unloading,267,46,PACK_(VERP_P)_Input,2026-05-18 14:18:00
Item,713,Machine Loading,268,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 14:21:00
Item,713,Processing,270,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:45:00
Item,713,Machine Unloading,271,47,PACK_(VERP_P)_Output,2026-05-18 18:48:00
Item,713,Trailer Loading,273,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:51:00
Item,713,Trailer Transport,275,__export__.mrp_workcenter_67_d1ac8ce6->1,PACK_(VERP_P)->Central_Inventory,2026-05-18 18:52:00
Item,713,Trailer Unloading,276,2,Central_Input,2026-05-18 18:53:00
Item,714,Trailer Loading,61,1,Central_Inventory,2026-05-12 08:36:00
Item,714,Trailer Transport,67,1->__export__.mrp_workcenter_68_8bff6631,Central_Inventory->OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:37:00
Item,714,Trailer Unloading,69,49,OUT - Outsourced activity_(OUT - Outsourced)_Input,2026-05-12 08:38:00
Item,714,Machine Loading,70,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:40:00
Item,714,Processing,71,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:10:00
Item,714,Machine Unloading,262,50,OUT - Outsourced activity_(OUT - Outsourced)_Output,2026-05-18 14:13:00
Item,714,Trailer Loading,264,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:16:00
Item,714,Trailer Transport,266,__export__.mrp_workcenter_68_8bff6631->__export__.mrp_workcenter_67_d1ac8ce6,OUT - Outsourced activity_(OUT - Outsourced)->PACK_(VERP_P),2026-05-18 14:17:00
Item,714,Trailer Unloading,267,46,PACK_(VERP_P)_Input,2026-05-18 14:18:00
Item,714,Machine Loading,268,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 14:21:00
Item,714,Processing,270,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:45:00
Item,714,Machine Unloading,271,47,PACK_(VERP_P)_Output,2026-05-18 18:48:00
Item,714,Trailer Loading,273,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:51:00
Item,714,Trailer Transport,275,__export__.mrp_workcenter_67_d1ac8ce6->1,PACK_(VERP_P)->Central_Inventory,2026-05-18 18:52:00
Item,714,Trailer Unloading,276,2,Central_Input,2026-05-18 18:53:00
Item,715,Trailer Loading,61,1,Central_Inventory,2026-05-12 08:36:00
Item,715,Trailer Transport,67,1->__export__.mrp_workcenter_68_8bff6631,Central_Inventory->OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:37:00
Item,715,Trailer Unloading,69,49,OUT - Outsourced activity_(OUT - Outsourced)_Input,2026-05-12 08:38:00
Item,715,Machine Loading,70,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:40:00
Item,715,Processing,71,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:10:00
Item,715,Machine Unloading,262,50,OUT - Outsourced activity_(OUT - Outsourced)_Output,2026-05-18 14:13:00
Item,715,Trailer Loading,264,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:16:00
Item,715,Trailer Transport,266,__export__.mrp_workcenter_68_8bff6631->__export__.mrp_workcenter_67_d1ac8ce6,OUT - Outsourced activity_(OUT - Outsourced)->PACK_(VERP_P),2026-05-18 14:17:00
Item,715,Trailer Unloading,267,46,PACK_(VERP_P)_Input,2026-05-18 14:18:00
Item,715,Machine Loading,268,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 14:21:00
Item,715,Processing,270,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:45:00
Item,715,Machine Unloading,271,47,PACK_(VERP_P)_Output,2026-05-18 18:48:00
Item,715,Trailer Loading,273,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:51:00
Item,715,Trailer Transport,275,__export__.mrp_workcenter_67_d1ac8ce6->1,PACK_(VERP_P)->Central_Inventory,2026-05-18 18:52:00
Item,715,Trailer Unloading,276,2,Central_Input,2026-05-18 18:53:00
Item,716,Trailer Loading,61,1,Central_Inventory,2026-05-12 08:36:00
Item,716,Trailer Transport,67,1->__export__.mrp_workcenter_68_8bff6631,Central_Inventory->OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:37:00
Item,716,Trailer Unloading,69,49,OUT - Outsourced activity_(OUT - Outsourced)_Input,2026-05-12 08:38:00
Item,716,Machine Loading,70,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:40:00
Item,716,Processing,71,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:10:00
Item,716,Machine Unloading,262,50,OUT - Outsourced activity_(OUT - Outsourced)_Output,2026-05-18 14:13:00
Item,716,Trailer Loading,264,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:16:00
Item,716,Trailer Transport,266,__export__.mrp_workcenter_68_8bff6631->__export__.mrp_workcenter_67_d1ac8ce6,OUT - Outsourced activity_(OUT - Outsourced)->PACK_(VERP_P),2026-05-18 14:17:00
Item,716,Trailer Unloading,267,46,PACK_(VERP_P)_Input,2026-05-18 14:18:00
Item,716,Machine Loading,268,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 14:21:00
Item,716,Processing,270,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:45:00
Item,716,Machine Unloading,271,47,PACK_(VERP_P)_Output,2026-05-18 18:48:00
Item,716,Trailer Loading,273,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:51:00
Item,716,Trailer Transport,275,__export__.mrp_workcenter_67_d1ac8ce6->1,PACK_(VERP_P)->Central_Inventory,2026-05-18 18:52:00
Item,716,Trailer Unloading,276,2,Central_Input,2026-05-18 18:53:00
Item,717,Trailer Loading,61,1,Central_Inventory,2026-05-12 08:36:00
Item,717,Trailer Transport,67,1->__export__.mrp_workcenter_68_8bff6631,Central_Inventory->OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:37:00
Item,717,Trailer Unloading,69,49,OUT - Outsourced activity_(OUT - Outsourced)_Input,2026-05-12 08:38:00
Item,717,Machine Loading,70,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:40:00
Item,717,Processing,71,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:10:00
Item,717,Machine Unloading,262,50,OUT - Outsourced activity_(OUT - Outsourced)_Output,2026-05-18 14:13:00
Item,717,Trailer Loading,264,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:16:00
Item,717,Trailer Transport,266,__export__.mrp_workcenter_68_8bff6631->__export__.mrp_workcenter_67_d1ac8ce6,OUT - Outsourced activity_(OUT - Outsourced)->PACK_(VERP_P),2026-05-18 14:17:00
Item,717,Trailer Unloading,267,46,PACK_(VERP_P)_Input,2026-05-18 14:18:00
Item,717,Machine Loading,268,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 14:21:00
Item,717,Processing,270,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:45:00
Item,717,Machine Unloading,271,47,PACK_(VERP_P)_Output,2026-05-18 18:48:00
Item,717,Trailer Loading,273,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:51:00
Item,717,Trailer Transport,275,__export__.mrp_workcenter_67_d1ac8ce6->1,PACK_(VERP_P)->Central_Inventory,2026-05-18 18:52:00
Item,717,Trailer Unloading,276,2,Central_Input,2026-05-18 18:53:00
Item,718,Trailer Loading,61,1,Central_Inventory,2026-05-12 08:36:00
Item,718,Trailer Transport,67,1->__export__.mrp_workcenter_68_8bff6631,Central_Inventory->OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:37:00
Item,718,Trailer Unloading,69,49,OUT - Outsourced activity_(OUT - Outsourced)_Input,2026-05-12 08:38:00
Item,718,Machine Loading,70,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:40:00
Item,718,Processing,71,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:10:00
Item,718,Machine Unloading,262,50,OUT - Outsourced activity_(OUT - Outsourced)_Output,2026-05-18 14:13:00
Item,718,Trailer Loading,264,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:16:00
Item,718,Trailer Transport,266,__export__.mrp_workcenter_68_8bff6631->__export__.mrp_workcenter_67_d1ac8ce6,OUT - Outsourced activity_(OUT - Outsourced)->PACK_(VERP_P),2026-05-18 14:17:00
Item,718,Trailer Unloading,267,46,PACK_(VERP_P)_Input,2026-05-18 14:18:00
Item,718,Machine Loading,268,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 14:21:00
Item,718,Processing,270,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:45:00
Item,718,Machine Unloading,271,47,PACK_(VERP_P)_Output,2026-05-18 18:48:00
Item,718,Trailer Loading,273,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:51:00
Item,718,Trailer Transport,275,__export__.mrp_workcenter_67_d1ac8ce6->1,PACK_(VERP_P)->Central_Inventory,2026-05-18 18:52:00
Item,718,Trailer Unloading,276,2,Central_Input,2026-05-18 18:53:00
Item,719,Trailer Loading,61,1,Central_Inventory,2026-05-12 08:36:00
Item,719,Trailer Transport,67,1->__export__.mrp_workcenter_68_8bff6631,Central_Inventory->OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:37:00
Item,719,Trailer Unloading,69,49,OUT - Outsourced activity_(OUT - Outsourced)_Input,2026-05-12 08:38:00
Item,719,Machine Loading,70,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:40:00
Item,719,Processing,71,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:10:00
Item,719,Machine Unloading,262,50,OUT - Outsourced activity_(OUT - Outsourced)_Output,2026-05-18 14:13:00
Item,719,Trailer Loading,264,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:16:00
Item,719,Trailer Transport,266,__export__.mrp_workcenter_68_8bff6631->__export__.mrp_workcenter_67_d1ac8ce6,OUT - Outsourced activity_(OUT - Outsourced)->PACK_(VERP_P),2026-05-18 14:17:00
Item,719,Trailer Unloading,267,46,PACK_(VERP_P)_Input,2026-05-18 14:18:00
Item,719,Machine Loading,268,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 14:21:00
Item,719,Processing,270,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:45:00
Item,719,Machine Unloading,271,47,PACK_(VERP_P)_Output,2026-05-18 18:48:00
Item,719,Trailer Loading,273,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:51:00
Item,719,Trailer Transport,275,__export__.mrp_workcenter_67_d1ac8ce6->1,PACK_(VERP_P)->Central_Inventory,2026-05-18 18:52:00
Item,719,Trailer Unloading,276,2,Central_Input,2026-05-18 18:53:00
Item,720,Trailer Loading,61,1,Central_Inventory,2026-05-12 08:36:00
Item,720,Trailer Transport,67,1->__export__.mrp_workcenter_68_8bff6631,Central_Inventory->OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:37:00
Item,720,Trailer Unloading,69,49,OUT - Outsourced activity_(OUT - Outsourced)_Input,2026-05-12 08:38:00
Item,720,Machine Loading,70,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:40:00
Item,720,Processing,71,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:10:00
Item,720,Machine Unloading,262,50,OUT - Outsourced activity_(OUT - Outsourced)_Output,2026-05-18 14:13:00
Item,720,Trailer Loading,264,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:16:00
Item,720,Trailer Transport,266,__export__.mrp_workcenter_68_8bff6631->__export__.mrp_workcenter_67_d1ac8ce6,OUT - Outsourced activity_(OUT - Outsourced)->PACK_(VERP_P),2026-05-18 14:17:00
Item,720,Trailer Unloading,267,46,PACK_(VERP_P)_Input,2026-05-18 14:18:00
Item,720,Machine Loading,268,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 14:21:00
Item,720,Processing,270,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:45:00
Item,720,Machine Unloading,271,47,PACK_(VERP_P)_Output,2026-05-18 18:48:00
Item,720,Trailer Loading,273,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:51:00
Item,720,Trailer Transport,275,__export__.mrp_workcenter_67_d1ac8ce6->1,PACK_(VERP_P)->Central_Inventory,2026-05-18 18:52:00
Item,720,Trailer Unloading,276,2,Central_Input,2026-05-18 18:53:00
Item,721,Trailer Loading,61,1,Central_Inventory,2026-05-12 08:36:00
Item,721,Trailer Transport,67,1->__export__.mrp_workcenter_68_8bff6631,Central_Inventory->OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:37:00
Item,721,Trailer Unloading,69,49,OUT - Outsourced activity_(OUT - Outsourced)_Input,2026-05-12 08:38:00
Item,721,Machine Loading,70,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:40:00
Item,721,Processing,71,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:10:00
Item,721,Machine Unloading,262,50,OUT - Outsourced activity_(OUT - Outsourced)_Output,2026-05-18 14:13:00
Item,721,Trailer Loading,264,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:16:00
Item,721,Trailer Transport,266,__export__.mrp_workcenter_68_8bff6631->__export__.mrp_workcenter_67_d1ac8ce6,OUT - Outsourced activity_(OUT - Outsourced)->PACK_(VERP_P),2026-05-18 14:17:00
Item,721,Trailer Unloading,267,46,PACK_(VERP_P)_Input,2026-05-18 14:18:00
Item,721,Machine Loading,268,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 14:21:00
Item,721,Processing,270,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:45:00
Item,721,Machine Unloading,271,47,PACK_(VERP_P)_Output,2026-05-18 18:48:00
Item,721,Trailer Loading,273,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:51:00
Item,721,Trailer Transport,275,__export__.mrp_workcenter_67_d1ac8ce6->1,PACK_(VERP_P)->Central_Inventory,2026-05-18 18:52:00
Item,721,Trailer Unloading,276,2,Central_Input,2026-05-18 18:53:00
Item,722,Trailer Loading,61,1,Central_Inventory,2026-05-12 08:36:00
Item,722,Trailer Transport,67,1->__export__.mrp_workcenter_68_8bff6631,Central_Inventory->OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:37:00
Item,722,Trailer Unloading,69,49,OUT - Outsourced activity_(OUT - Outsourced)_Input,2026-05-12 08:38:00
Item,722,Machine Loading,70,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:40:00
Item,722,Processing,71,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:10:00
Item,722,Machine Unloading,262,50,OUT - Outsourced activity_(OUT - Outsourced)_Output,2026-05-18 14:13:00
Item,722,Trailer Loading,264,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:16:00
Item,722,Trailer Transport,266,__export__.mrp_workcenter_68_8bff6631->__export__.mrp_workcenter_67_d1ac8ce6,OUT - Outsourced activity_(OUT - Outsourced)->PACK_(VERP_P),2026-05-18 14:17:00
Item,722,Trailer Unloading,267,46,PACK_(VERP_P)_Input,2026-05-18 14:18:00
Item,722,Machine Loading,268,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 14:21:00
Item,722,Processing,270,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:45:00
Item,722,Machine Unloading,271,47,PACK_(VERP_P)_Output,2026-05-18 18:48:00
Item,722,Trailer Loading,273,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:51:00
Item,722,Trailer Transport,275,__export__.mrp_workcenter_67_d1ac8ce6->1,PACK_(VERP_P)->Central_Inventory,2026-05-18 18:52:00
Item,722,Trailer Unloading,276,2,Central_Input,2026-05-18 18:53:00
Item,723,Trailer Loading,61,1,Central_Inventory,2026-05-12 08:36:00
Item,723,Trailer Transport,67,1->__export__.mrp_workcenter_68_8bff6631,Central_Inventory->OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:37:00
Item,723,Trailer Unloading,69,49,OUT - Outsourced activity_(OUT - Outsourced)_Input,2026-05-12 08:38:00
Item,723,Machine Loading,70,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:40:00
Item,723,Processing,71,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:10:00
Item,723,Machine Unloading,262,50,OUT - Outsourced activity_(OUT - Outsourced)_Output,2026-05-18 14:13:00
Item,723,Trailer Loading,264,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:16:00
Item,723,Trailer Transport,266,__export__.mrp_workcenter_68_8bff6631->__export__.mrp_workcenter_67_d1ac8ce6,OUT - Outsourced activity_(OUT - Outsourced)->PACK_(VERP_P),2026-05-18 14:17:00
Item,723,Trailer Unloading,267,46,PACK_(VERP_P)_Input,2026-05-18 14:18:00
Item,723,Machine Loading,268,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 14:21:00
Item,723,Processing,270,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:45:00
Item,723,Machine Unloading,271,47,PACK_(VERP_P)_Output,2026-05-18 18:48:00
Item,723,Trailer Loading,273,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:51:00
Item,723,Trailer Transport,275,__export__.mrp_workcenter_67_d1ac8ce6->1,PACK_(VERP_P)->Central_Inventory,2026-05-18 18:52:00
Item,723,Trailer Unloading,276,2,Central_Input,2026-05-18 18:53:00
Item,724,Trailer Loading,61,1,Central_Inventory,2026-05-12 08:36:00
Item,724,Trailer Transport,67,1->__export__.mrp_workcenter_68_8bff6631,Central_Inventory->OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:37:00
Item,724,Trailer Unloading,69,49,OUT - Outsourced activity_(OUT - Outsourced)_Input,2026-05-12 08:38:00
Item,724,Machine Loading,70,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:40:00
Item,724,Processing,71,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:10:00
Item,724,Machine Unloading,262,50,OUT - Outsourced activity_(OUT - Outsourced)_Output,2026-05-18 14:13:00
Item,724,Trailer Loading,264,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:16:00
Item,724,Trailer Transport,266,__export__.mrp_workcenter_68_8bff6631->__export__.mrp_workcenter_67_d1ac8ce6,OUT - Outsourced activity_(OUT - Outsourced)->PACK_(VERP_P),2026-05-18 14:17:00
Item,724,Trailer Unloading,267,46,PACK_(VERP_P)_Input,2026-05-18 14:18:00
Item,724,Machine Loading,268,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 14:21:00
Item,724,Processing,270,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:45:00
Item,724,Machine Unloading,271,47,PACK_(VERP_P)_Output,2026-05-18 18:48:00
Item,724,Trailer Loading,273,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:51:00
Item,724,Trailer Transport,275,__export__.mrp_workcenter_67_d1ac8ce6->1,PACK_(VERP_P)->Central_Inventory,2026-05-18 18:52:00
Item,724,Trailer Unloading,276,2,Central_Input,2026-05-18 18:53:00
Item,725,Trailer Loading,61,1,Central_Inventory,2026-05-12 08:36:00
Item,725,Trailer Transport,67,1->__export__.mrp_workcenter_68_8bff6631,Central_Inventory->OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:37:00
Item,725,Trailer Unloading,69,49,OUT - Outsourced activity_(OUT - Outsourced)_Input,2026-05-12 08:38:00
Item,725,Machine Loading,70,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-12 08:40:00
Item,725,Processing,71,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:10:00
Item,725,Machine Unloading,262,50,OUT - Outsourced activity_(OUT - Outsourced)_Output,2026-05-18 14:13:00
Item,725,Trailer Loading,264,__export__.mrp_workcenter_68_8bff6631,OUT - Outsourced activity_(OUT - Outsourced),2026-05-18 14:16:00
Item,725,Trailer Transport,266,__export__.mrp_workcenter_68_8bff6631->__export__.mrp_workcenter_67_d1ac8ce6,OUT - Outsourced activity_(OUT - Outsourced)->PACK_(VERP_P),2026-05-18 14:17:00
Item,725,Trailer Unloading,267,46,PACK_(VERP_P)_Input,2026-05-18 14:18:00
Item,725,Machine Loading,268,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 14:21:00
Item,725,Processing,270,__export__.mrp_workcenter_67_d1ac8ce6,PACK_(VERP_P),2026-05-18 18:45:00
Item,725,Machine Unloading,271,47,PACK_(VERP_P)_Output,2026-05-18 18:48:00
