PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration
[4022-656-73531],86,2026-09-03 08:00:00,2026-09-03 15:20:00,M4-02_(FR4_02),434.0
[GF3116T006L],240,2026-09-08 08:00:00,2026-09-10 17:30:00,M4-02_(FR4_02),3450.0
[00385-00-113A],700,2026-09-14 08:00:00,2026-09-23 16:30:00,M4-02_(FR4_02),10590.0
[4598-008-08901B POS 1],300,2026-10-06 08:00:00,2026-10-13 14:30:00,M4-02_(FR4_02),7590.0
[4598-008-08901B POS 1],80,2026-10-13 16:00:00,2026-10-15 02:50:00,M4-02_(FR4_02),2090.0
[E.520002-001],392,2026-10-15 14:40:00,2026-10-15 23:40:00,M4-02_(FR4_02),538.0
