PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration
[4022.632.63021],1430,2026-08-27 08:00:00,2026-08-27 15:50:00,M5-01_(FR5_01),464.0
[4512-127-05186B],967,2026-08-27 16:00:00,2026-09-02 02:10:00,M5-01_(FR5_01),4925.0
[4512-127-05186B],1000,2026-09-02 08:00:00,2026-09-07 20:50:00,M5-01_(FR5_01),5090.0
[4022.632.63021],1600,2026-09-10 13:20:00,2026-09-10 21:40:00,M5-01_(FR5_01),498.0
[1508130 B],174,2026-09-10 21:50:00,2026-09-18 09:50:00,M5-01_(FR5_01),7920.0
[4022.632.63021],1600,2026-10-05 16:00:00,2026-10-06 00:20:00,M5-01_(FR5_01),498.0
