PN,Quantity,Work Orders/Start,Work Orders/End,Work Orders/Work Center,Work Orders/Expected Duration
[4022-337-33842],120,2026-08-27 08:00:00,2026-08-27 11:10:00,M5-02_(FR5_02),190.0
[4022-333-13805],250,2026-08-27 11:20:00,2026-08-31 14:50:00,M5-02_(FR5_02),3090.0
[4022-333-11506],86,2026-08-31 15:00:00,2026-09-01 22:40:00,M5-02_(FR5_02),1896.0
